y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60,y_61,x_61,y_62,x_62,y_63,x_63,y_64,x_64,y_65,x_65,y_66,x_66,y_67,x_67,y_68,x_68,y_69,x_69
39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,38,38,37,38,36,38,35,38,34,38,33,38,32,38,31,38,31,37,31,36,30,36,29,36,28,36,27,36,27,35,26,35,25,35,24,35,23,35,22,35,22,34,22,33,22,32,21,32,21,31,21,30,20,30,19,30,19,29,19,28,19,27,19,26,18,26,17,26,17,25,17,24,16,24,15,24,15,23,15,22,14,22,13,22,12,22,11,22,10,22,9,22,8,22,8,21,7,21,6,21,5,21,4,21,3,21,2,21,1,21,1,20,0,20
39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,38,38,37,38,36,38,35,38,34,38,33,38,32,38,31,38,30,38,29,38,28,38,27,38,26,38,25,38,24,38,23,38,22,38,21,38,20,38,20,37,20,36,19,36,18,36,18,35,18,34,17,34,16,34,15,34,14,34,13,34,12,34,12,33,11,33,10,33,10,32,10,31,9,31,9,30,9,29,9,28,9,27,9,26,8,26,8,25,7,25,7,24,6,24,5,24,4,24,3,24,3,23,2,23,2,22,1,22,1,21,1,20,0,20
39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,38,38,37,38,36,38,35,38,34,38,33,38,32,38,31,38,31,39,30,39,29,39,28,39,28,38,27,38,26,38,26,37,25,37,25,36,24,36,23,36,23,35,23,34,22,34,21,34,20,34,19,34,19,33,19,32,19,31,18,31,17,31,16,31,16,30,15,30,15,29,14,29,14,28,14,27,14,26,13,26,12,26,12,25,12,24,11,24,10,24,10,23,9,23,9,22,9,21,8,21,7,21,6,21,5,21,4,21,3,21,3,20,2,20,1,20,0,20
39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,38,38,38,37,37,37,36,37,35,37,35,36,34,36,34,35,33,35,32,35,31,35,30,35,29,35,28,35,27,35,26,35,25,35,24,35,23,35,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,21,27,21,26,21,25,20,25,20,24,20,23,19,23,18,23,17,23,17,22,16,22,16,21,15,21,14,21,13,21,12,21,11,21,10,21,9,21,8,21,7,21,6,21,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,38,38,37,38,36,38,35,38,34,38,33,38,33,37,32,37,32,36,32,35,31,35,30,35,29,35,29,34,28,34,28,33,27,33,27,32,26,32,26,31,25,31,24,31,23,31,23,30,23,29,22,29,22,28,22,27,22,26,22,25,22,24,22,23,21,23,21,22,21,21,21,20,20,20,19,20,18,20,17,20,16,20,15,20,14,20,13,20,12,20,11,20,10,20,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,38,38,37,38,37,37,37,36,37,35,37,34,37,33,37,32,36,32,35,32,34,32,33,32,33,31,33,30,33,29,33,28,32,28,32,27,32,26,31,26,31,25,31,24,31,23,31,22,31,21,31,20,31,19,31,18,30,18,29,18,28,18,27,18,26,18,26,19,25,19,24,19,23,19,22,19,21,19,20,19,19,19,18,19,17,19,16,19,15,19,14,19,14,20,13,20,12,20,11,20,10,20,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,38,38,37,38,36,38,35,38,34,38,33,38,32,38,31,38,30,38,29,38,28,38,27,38,26,38,25,38,24,38,23,38,22,38,21,38,20,38,19,38,18,38,17,38,16,38,16,37,15,37,14,37,14,36,14,35,14,34,14,33,13,33,12,33,11,33,11,32,10,32,10,31,9,31,8,31,7,31,6,31,5,31,4,31,4,30,4,29,4,28,3,28,3,27,3,26,3,25,3,24,3,23,3,22,3,21,2,21,2,20,1,20,0,20
39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,38,38,37,38,37,37,36,37,35,37,34,37,34,36,33,36,33,35,33,34,33,33,32,33,31,33,31,32,31,31,31,30,31,29,31,28,31,27,30,27,30,26,30,25,30,24,29,24,28,24,27,24,26,24,25,24,24,24,23,24,22,24,21,24,21,23,20,23,20,22,19,22,18,22,17,22,17,21,16,21,15,21,14,21,13,21,13,20,12,20,11,20,10,20,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,38,38,37,38,36,38,36,37,35,37,34,37,34,36,33,36,32,36,31,36,30,36,29,36,29,35,28,35,27,35,27,34,26,34,25,34,24,34,23,34,23,33,22,33,22,32,22,31,21,31,21,30,21,29,21,28,20,28,20,27,20,26,19,26,19,25,18,25,17,25,17,24,17,23,17,22,17,21,16,21,16,20,16,19,15,19,14,19,13,19,12,19,11,19,10,19,9,19,8,19,7,19,6,19,5,19,4,19,4,20,3,20,2,20,1,20,0,20
39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,38,38,37,38,36,38,35,38,34,38,33,38,32,38,31,38,30,38,29,38,28,38,27,38,26,38,25,38,25,37,24,37,23,37,22,37,21,37,20,37,19,37,18,37,18,36,17,36,17,35,17,34,16,34,16,33,16,32,16,31,16,30,15,30,15,29,14,29,13,29,13,28,13,27,12,27,12,26,12,25,11,25,10,25,10,24,10,23,9,23,8,23,8,22,7,22,6,22,5,22,5,21,5,20,4,20,3,20,2,20,1,20,0,20
