y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60,y_61,x_61,y_62,x_62,y_63,x_63,y_64,x_64,y_65,x_65,y_66,x_66,y_67,x_67,y_68,x_68,y_69,x_69
39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,33,16,32,16,31,16,30,16,29,16,28,16,27,16,27,17,26,17,26,18,25,18,24,18,23,18,22,18,21,18,20,18,19,18,19,19,19,20,18,20,17,20,17,21,17,22,17,23,16,23,16,24,15,24,15,25,14,25,13,25,13,26,13,27,13,28,13,29,13,30,13,31,13,32,12,32,12,33,11,33,10,33,9,33,8,33,7,33,6,33,5,33,4,33,3,33,3,32,2,32,1,32,0,32
39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,35,17,34,17,33,17,33,18,33,19,33,20,32,20,31,20,31,21,31,22,31,23,31,24,31,25,30,25,30,26,29,26,29,27,29,28,28,28,28,29,28,30,27,30,27,31,27,32,27,33,26,33,26,34,26,35,26,36,26,37,25,37,24,37,23,37,22,37,21,37,21,36,21,35,21,34,20,34,20,33,19,33,19,32,18,32,17,32,16,32,15,32,14,32,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,34,17,33,17,33,18,33,19,32,19,31,19,30,19,29,19,28,19,28,20,28,21,28,22,27,22,27,23,27,24,26,24,25,24,25,25,25,26,24,26,23,26,22,26,22,27,21,27,20,27,20,28,19,28,18,28,18,29,17,29,17,30,17,31,16,31,15,31,14,31,13,31,12,31,11,31,10,31,9,31,8,31,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,33,16,33,17,32,17,31,17,30,17,29,17,28,17,28,18,27,18,26,18,26,19,26,20,25,20,24,20,24,21,23,21,23,22,22,22,22,23,22,24,21,24,21,25,20,25,19,25,18,25,17,25,17,26,17,27,17,28,16,28,15,28,15,29,14,29,14,30,14,31,13,31,12,31,11,31,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,33,16,32,16,31,16,31,17,31,18,30,18,29,18,29,19,29,20,28,20,28,21,27,21,26,21,25,21,24,21,24,22,23,22,22,22,21,22,20,22,19,22,19,23,19,24,18,24,17,24,17,25,16,25,15,25,15,26,14,26,14,27,14,28,13,28,12,28,11,28,10,28,10,29,9,29,9,30,8,30,7,30,7,31,6,31,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,36,17,36,18,36,19,35,19,35,20,35,21,34,21,33,21,32,21,31,21,31,22,30,22,30,23,30,24,30,25,29,25,28,25,28,26,28,27,27,27,26,27,26,28,26,29,25,29,25,30,24,30,24,31,23,31,22,31,21,31,20,31,19,31,18,31,18,32,17,32,16,32,15,32,14,32,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,33,16,32,16,31,16,31,17,31,18,30,18,29,18,29,19,28,19,28,20,27,20,26,20,25,20,25,21,25,22,25,23,25,24,24,24,24,25,23,25,22,25,22,26,22,27,22,28,22,29,22,30,21,30,21,31,21,32,20,32,19,32,18,32,17,32,17,33,16,33,15,33,14,33,13,33,12,33,11,33,10,33,9,33,8,33,7,33,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,37,17,36,17,35,17,35,18,34,18,33,18,32,18,31,18,30,18,29,18,29,19,29,20,28,20,28,21,28,22,27,22,26,22,26,23,26,24,25,24,25,25,24,25,24,26,23,26,22,26,21,26,20,26,19,26,19,27,18,27,17,27,16,27,16,28,16,29,16,30,15,30,14,30,14,31,13,31,12,31,11,31,10,31,9,31,8,31,7,31,6,31,5,31,4,31,3,31,3,32,2,32,1,32,0,32
39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,35,17,34,17,34,18,33,18,32,18,32,19,31,19,30,19,30,20,29,20,29,21,29,22,29,23,28,23,28,24,27,24,27,25,27,26,26,26,25,26,25,27,24,27,23,27,22,27,21,27,20,27,20,28,20,29,19,29,19,30,18,30,17,30,16,30,15,30,15,31,14,31,13,31,12,31,11,31,10,31,9,31,8,31,7,31,6,31,5,31,4,31,4,32,3,32,2,32,1,32,0,32
39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,33,16,32,16,31,16,31,17,30,17,29,17,28,17,28,18,28,19,28,20,28,21,27,21,26,21,26,22,25,22,24,22,23,22,22,22,22,23,22,24,21,24,21,25,20,25,19,25,18,25,17,25,16,25,15,25,14,25,14,26,13,26,12,26,11,26,11,27,11,28,10,28,9,28,9,29,9,30,8,30,8,31,7,31,6,31,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,16,39,16,39,16,39,16,39,16,38,16,37,16,37,17,37,18,36,18,35,18,34,18,33,18,33,19,33,20,32,20,31,20,30,20,30,21,29,21,28,21,28,22,28,23,27,23,26,23,25,23,25,24,25,25,25,26,24,26,23,26,23,27,23,28,22,28,21,28,20,28,20,29,20,30,20,31,20,32,20,33,19,33,18,33,18,34,17,34,16,34,16,35,16,36,16,37,15,37,14,37,13,37,13,36,12,36,12,35,11,35,10,35,9,35,8,35,8,34,7,34,6,34,5,34,5,33,5,32,4,32,3,32,2,32,1,32,0,32
39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,34,17,33,17,32,17,31,17,31,18,30,18,29,18,28,18,27,18,26,18,25,18,24,18,23,18,22,18,21,18,20,18,19,18,18,18,17,18,16,18,15,18,15,19,14,19,13,19,13,20,13,21,13,22,12,22,11,22,11,23,11,24,11,25,11,26,11,27,11,28,11,29,10,29,9,29,8,29,8,30,7,30,7,31,6,31,5,31,4,31,4,32,3,32,2,32,1,32,0,32
