y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60,y_61,x_61,y_62,x_62,y_63,x_63,y_64,x_64,y_65,x_65,y_66,x_66,y_67,x_67,y_68,x_68,y_69,x_69,y_70,x_70,y_71,x_71,y_72,x_72,y_73,x_73,y_74,x_74,y_75,x_75,y_76,x_76,y_77,x_77,y_78,x_78,y_79,x_79,y_80,x_80,y_81,x_81,y_82,x_82,y_83,x_83,y_84,x_84,y_85,x_85,y_86,x_86,y_87,x_87
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,37,22,36,22,36,23,35,23,34,23,34,24,34,25,34,26,33,26,32,26,32,27,32,28,32,29,31,29,31,30,30,30,29,30,28,30,28,31,27,31,26,31,26,32,26,33,26,34,26,35,26,36,25,36,24,36,23,36,22,36,21,36,20,36,19,36,18,36,17,36,16,36,15,36,14,36,13,36,12,36,11,36,10,36,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,38,23,38,24,37,24,37,25,36,25,35,25,34,25,33,25,33,26,33,27,33,28,33,29,32,29,31,29,31,30,31,31,30,31,29,31,29,32,29,33,29,34,29,35,28,35,27,35,26,35,25,35,24,35,23,35,22,35,21,35,20,35,19,35,18,35,17,35,16,35,15,35,14,35,13,35,12,35,11,35,10,35,9,35,8,35,7,35,6,35,5,35,4,35,3,35,3,36,2,36,1,36,0,36
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,27,21,27,20,26,20,25,20,24,20,23,20,22,20,21,20,20,20,19,20,19,19,18,19,17,19,16,19,16,18,16,19,15,19,15,20,15,21,15,22,15,23,15,24,15,25,15,26,15,27,15,28,15,29,14,29,13,29,12,29,12,30,12,31,11,31,11,32,11,33,10,33,10,34,10,35,9,35,8,35,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,37,22,36,22,36,23,35,23,34,23,33,23,33,24,33,25,33,26,32,26,31,26,30,26,30,27,30,28,30,29,30,30,29,30,28,30,27,30,26,30,26,31,26,32,25,32,24,32,24,33,23,33,22,33,22,34,22,35,21,35,21,36,20,36,19,36,18,36,17,36,16,36,15,36,14,36,13,36,12,36,11,36,10,36,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,37,22,36,22,35,22,35,21,34,21,33,21,33,20,32,20,31,20,31,19,31,18,30,18,30,17,30,16,29,16,29,15,28,15,27,15,26,15,25,15,25,14,25,15,25,16,25,17,24,17,24,18,23,18,22,18,22,19,21,19,20,19,19,19,19,20,19,21,19,22,19,23,19,24,18,24,18,25,18,26,18,27,18,28,17,28,17,29,17,30,16,30,15,30,14,30,14,31,13,31,13,32,12,32,11,32,11,33,10,33,9,33,8,33,8,34,7,34,6,34,6,35,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,30,21,29,21,29,20,29,19,28,19,28,18,27,18,26,18,25,18,24,18,24,19,23,19,23,20,22,20,22,21,22,22,21,22,20,22,20,23,19,23,18,23,18,24,17,24,17,25,16,25,15,25,14,25,13,25,12,25,11,25,11,26,11,27,10,27,10,28,9,28,9,29,9,30,9,31,8,31,8,32,7,32,7,33,6,33,5,33,4,33,4,34,3,34,3,35,2,35,1,35,1,36,0,36
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,37,22,37,23,37,24,36,24,36,25,35,25,35,26,35,27,34,27,33,27,33,28,33,29,33,30,33,31,32,31,31,31,31,32,30,32,30,33,29,33,29,34,29,35,28,35,27,35,26,35,25,35,24,35,23,35,22,35,21,35,20,35,20,36,19,36,18,36,17,36,16,36,15,36,14,36,13,36,12,36,11,36,10,36,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,28,23,27,23,26,23,25,23,24,23,23,23,22,23,21,23,20,23,19,23,18,23,17,23,16,23,15,23,14,23,13,23,13,24,13,25,12,25,11,25,10,25,10,26,10,27,10,28,10,29,10,30,10,31,10,32,9,32,8,32,7,32,6,32,6,33,5,33,5,34,5,35,4,35,4,36,3,36,2,36,1,36,0,36
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,37,22,37,23,36,23,36,24,35,24,35,25,35,26,34,26,34,27,33,27,33,28,32,28,32,29,31,29,30,29,29,29,29,30,28,30,28,31,27,31,27,32,27,33,26,33,26,34,26,35,26,36,26,37,26,38,26,39,25,39,24,39,23,39,22,39,21,39,20,39,20,38,19,38,19,37,18,37,18,36,17,36,16,36,15,36,14,36,13,36,12,36,11,36,10,36,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,37,22,37,23,36,23,35,23,34,23,34,24,34,25,34,26,33,26,33,27,32,27,31,27,30,27,30,28,29,28,29,29,28,29,27,29,26,29,25,29,24,29,23,29,22,29,21,29,20,29,20,30,19,30,19,31,18,31,17,31,16,31,15,31,14,31,13,31,13,32,12,32,11,32,10,32,9,32,9,33,8,33,7,33,7,34,6,34,6,35,5,35,5,36,4,36,3,36,2,36,1,36,0,36
39,22,39,22,39,22,39,22,39,22,38,22,37,22,36,22,36,21,36,20,35,20,34,20,33,20,33,19,33,18,33,17,32,17,32,16,32,15,31,15,31,14,31,13,31,12,30,12,29,12,29,11,29,10,28,10,27,10,27,9,27,8,27,7,26,7,25,7,25,8,25,9,24,9,24,10,24,11,23,11,23,12,23,13,23,14,22,14,22,15,21,15,21,16,21,17,21,18,21,19,21,20,20,20,19,20,18,20,18,21,18,22,18,23,17,23,17,24,16,24,15,24,15,25,15,26,14,26,13,26,12,26,11,26,10,26,10,27,10,28,9,28,8,28,8,29,7,29,7,30,7,31,7,32,7,33,6,33,5,33,4,33,4,34,4,35,3,35,3,36,2,36,1,36,0,36
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,37,22,37,21,37,20,36,20,36,19,36,18,36,17,35,17,34,17,33,17,33,16,32,16,32,15,31,15,31,14,31,13,31,12,31,11,30,11,29,11,29,12,29,13,29,14,29,15,28,15,27,15,27,16,27,17,27,18,27,19,27,20,26,20,25,20,25,21,25,22,24,22,24,23,24,24,23,24,22,24,21,24,21,25,20,25,19,25,19,26,18,26,17,26,17,27,17,28,17,29,17,30,17,31,16,31,15,31,14,31,14,32,13,32,13,33,12,33,12,34,11,34,10,34,10,35,9,35,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,39,22,38,22,37,22,36,22,35,22,34,22,33,22,32,22,31,22,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,16,23,16,24,16,25,16,26,15,26,15,27,14,27,13,27,12,27,12,28,12,29,12,30,12,31,11,31,10,31,10,32,10,33,9,33,9,34,8,34,7,34,6,34,6,35,5,35,4,35,3,35,3,36,2,36,1,36,0,36
