y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51
39,26,39,26,39,26,39,26,39,26,38,26,37,26,36,26,35,26,34,26,33,26,32,26,31,26,31,27,30,27,29,27,28,27,27,27,26,27,25,27,24,27,23,27,22,27,21,27,21,26,20,26,20,25,19,25,19,24,18,24,17,24,16,24,16,23,15,23,14,23,13,23,12,23,11,23,10,23,9,23,8,23,7,23,6,23,5,23,4,23,4,22,3,22,3,21,2,21,2,20,1,20,0,20
39,26,39,26,39,26,38,26,37,26,36,26,35,26,34,26,33,26,32,26,31,26,30,26,29,26,28,26,27,26,27,27,26,27,26,28,25,28,24,28,23,28,22,28,21,28,20,28,20,27,20,26,19,26,19,25,18,25,18,24,18,23,17,23,16,23,16,22,15,22,14,22,13,22,12,22,11,22,10,22,9,22,9,21,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,26,39,26,39,26,39,26,39,26,38,26,37,26,37,25,36,25,35,25,34,25,33,25,32,25,31,25,31,24,30,24,29,24,28,24,28,23,27,23,27,22,27,21,27,20,26,20,25,20,24,20,24,19,23,19,22,19,21,19,20,19,19,19,18,19,17,19,16,19,15,19,15,20,14,20,13,20,12,20,11,20,10,20,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,26,39,26,39,26,39,26,39,26,38,26,37,26,36,26,35,26,34,26,33,26,32,26,31,26,31,25,31,24,30,24,29,24,28,24,27,24,26,24,25,24,24,24,23,24,22,24,21,24,21,23,21,22,20,22,19,22,18,22,17,22,16,22,16,21,16,20,15,20,14,20,13,20,12,20,11,20,11,19,10,19,9,19,8,19,7,19,6,19,5,19,4,19,4,20,3,20,2,20,1,20,0,20
39,26,39,26,39,26,39,26,39,26,39,26,39,26,38,26,37,26,36,26,35,26,34,26,33,26,32,26,31,26,30,26,30,25,29,25,28,25,27,25,26,25,25,25,24,25,23,25,22,25,21,25,20,25,19,25,18,25,17,25,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,10,23,9,23,9,22,8,22,7,22,7,21,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,26,39,26,39,26,39,26,39,26,39,26,39,26,38,26,37,26,37,25,36,25,35,25,34,25,33,25,32,25,31,25,30,25,29,25,28,25,27,25,26,25,26,24,26,23,25,23,24,23,23,23,23,22,22,22,21,22,20,22,20,21,19,21,18,21,17,21,16,21,15,21,14,21,13,21,12,21,11,21,10,21,9,21,8,21,7,21,6,21,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,26,39,26,39,26,39,26,39,26,39,26,39,26,38,26,37,26,36,26,35,26,34,26,33,26,32,26,32,25,31,25,30,25,29,25,28,25,27,25,26,25,25,25,24,25,23,25,22,25,21,25,20,25,19,25,18,25,17,25,16,25,15,25,15,24,14,24,14,23,14,22,13,22,12,22,11,22,10,22,9,22,8,22,7,22,7,21,6,21,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,26,39,26,39,26,39,26,39,26,38,26,38,25,37,25,36,25,35,25,34,25,33,25,32,25,31,25,30,25,29,25,29,24,28,24,27,24,26,24,25,24,24,24,23,24,23,23,22,23,22,22,21,22,21,21,20,21,19,21,18,21,18,20,17,20,16,20,15,20,14,20,13,20,13,19,12,19,11,19,10,19,9,19,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,26,39,26,39,26,39,26,39,26,39,26,39,26,38,26,37,26,37,25,36,25,35,25,34,25,33,25,32,25,31,25,30,25,29,25,29,24,29,23,28,23,27,23,26,23,25,23,24,23,24,22,23,22,22,22,21,22,20,22,19,22,18,22,17,22,16,22,15,22,14,22,13,22,12,22,11,22,10,22,10,21,9,21,8,21,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,26,38,26,37,26,36,26,36,27,35,27,34,27,33,27,32,27,31,27,30,27,29,27,28,27,27,27,27,28,26,28,25,28,24,28,23,28,22,28,21,28,20,28,19,28,18,28,18,29,17,29,16,29,15,29,15,28,15,27,15,26,15,25,15,24,14,24,13,24,12,24,12,23,12,22,12,21,11,21,10,21,9,21,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
