y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60,y_61,x_61,y_62,x_62,y_63,x_63,y_64,x_64,y_65,x_65,y_66,x_66,y_67,x_67,y_68,x_68,y_69,x_69,y_70,x_70,y_71,x_71,y_72,x_72,y_73,x_73,y_74,x_74,y_75,x_75,y_76,x_76,y_77,x_77
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,33,19,32,19,31,19,30,19,30,20,29,20,29,21,29,22,28,22,27,22,27,23,27,24,26,24,26,25,25,25,25,26,24,26,23,26,22,26,22,27,21,27,20,27,20,28,20,29,19,29,18,29,17,29,16,29,16,30,16,31,15,31,14,31,13,31,13,32,12,32,11,32,10,32,9,32,9,33,8,33,7,33,7,34,6,34,6,35,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,30,18,29,18,28,18,28,17,27,17,26,17,25,17,25,16,24,16,23,16,22,16,21,16,20,16,19,16,18,16,17,16,16,16,15,16,15,15,14,15,14,14,13,14,13,13,12,13,11,13,11,14,11,15,11,16,11,17,11,18,11,19,10,19,10,20,10,21,9,21,9,22,8,22,8,23,8,24,7,24,6,24,6,25,6,26,6,27,6,28,6,29,6,30,6,31,6,32,5,32,5,33,5,34,5,35,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,31,19,30,19,30,20,30,21,29,21,29,22,28,22,27,22,27,23,26,23,26,24,25,24,25,25,24,25,23,25,23,26,22,26,22,27,21,27,20,27,19,27,18,27,18,28,18,29,17,29,16,29,16,30,16,31,16,32,15,32,14,32,13,32,12,32,12,33,11,33,10,33,9,33,8,33,7,33,6,33,5,33,4,33,4,34,3,34,3,35,2,35,1,35,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,30,18,29,18,28,18,28,19,27,19,26,19,25,19,25,20,24,20,23,20,22,20,21,20,21,21,20,21,19,21,18,21,17,21,16,21,15,21,14,21,13,21,12,21,12,22,11,22,11,23,11,24,11,25,11,26,11,27,11,28,10,28,9,28,9,29,9,30,9,31,8,31,7,31,7,32,6,32,5,32,4,32,4,33,3,33,2,33,2,34,2,35,1,35,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,35,19,34,19,33,19,32,19,31,19,30,19,29,19,28,19,27,19,26,19,25,19,24,19,23,19,22,19,21,19,21,20,21,21,21,22,21,23,20,23,20,24,19,24,19,25,19,26,18,26,18,27,17,27,17,28,16,28,16,29,15,29,15,30,14,30,13,30,13,31,12,31,11,31,10,31,9,31,9,32,9,33,8,33,7,33,7,34,7,35,6,35,5,35,4,35,3,35,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,36,19,35,19,34,19,33,19,32,19,32,20,31,20,31,21,30,21,30,22,29,22,29,23,28,23,28,24,28,25,28,26,28,27,27,27,26,27,25,27,24,27,24,28,24,29,23,29,22,29,21,29,21,30,21,31,21,32,21,33,21,34,21,35,21,36,20,36,19,36,18,36,17,36,16,36,15,36,14,36,13,36,12,36,11,36,10,36,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,32,19,31,19,30,19,30,20,29,20,28,20,28,21,28,22,27,22,26,22,26,23,26,24,25,24,24,24,24,25,24,26,24,27,23,27,23,28,23,29,22,29,21,29,20,29,20,30,19,30,19,31,19,32,18,32,18,33,18,34,17,34,16,34,15,34,14,34,14,35,13,35,12,35,11,35,10,35,9,35,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,30,18,30,19,29,19,29,20,28,20,27,20,26,20,26,21,26,22,25,22,25,23,24,23,24,24,23,24,23,25,23,26,22,26,21,26,20,26,20,27,19,27,19,28,19,29,18,29,17,29,16,29,16,30,16,31,15,31,14,31,13,31,12,31,11,31,10,31,9,31,9,32,8,32,7,32,7,33,7,34,7,35,6,35,5,35,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,33,19,32,19,31,19,30,19,29,19,28,19,28,20,27,20,26,20,26,21,26,22,25,22,24,22,23,22,23,23,23,24,23,25,23,26,23,27,23,28,23,29,22,29,21,29,20,29,20,30,20,31,20,32,20,33,20,34,20,35,20,36,20,37,19,37,18,37,17,37,16,37,15,37,14,37,13,37,12,37,11,37,10,37,9,37,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,30,18,29,18,29,19,28,19,27,19,27,20,26,20,26,21,25,21,24,21,23,21,22,21,22,22,22,23,22,24,21,24,21,25,20,25,19,25,19,26,19,27,18,27,18,28,17,28,16,28,16,29,15,29,15,30,14,30,13,30,12,30,12,31,12,32,12,33,11,33,10,33,10,34,10,35,10,36,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
