y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60,y_61,x_61,y_62,x_62,y_63,x_63,y_64,x_64,y_65,x_65,y_66,x_66,y_67,x_67,y_68,x_68,y_69,x_69,y_70,x_70,y_71,x_71,y_72,x_72,y_73,x_73,y_74,x_74,y_75,x_75,y_76,x_76,y_77,x_77
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,31,19,31,20,31,21,30,21,29,21,28,21,28,22,28,23,27,23,26,23,25,23,25,24,25,25,24,25,23,25,22,25,21,25,21,26,20,26,19,26,19,27,18,27,18,28,17,28,17,29,17,30,17,31,17,32,17,33,17,34,16,34,15,34,15,35,14,35,13,35,12,35,11,35,11,36,10,36,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,35,19,34,19,33,19,32,19,31,19,30,19,29,19,28,19,27,19,26,19,26,20,25,20,24,20,23,20,22,20,21,20,20,20,19,20,18,20,17,20,16,20,16,21,15,21,14,21,13,21,12,21,12,22,11,22,10,22,10,23,10,24,9,24,9,25,9,26,8,26,8,27,8,28,8,29,7,29,7,30,7,31,6,31,6,32,5,32,4,32,4,33,4,34,4,35,3,35,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,36,19,36,20,35,20,35,21,35,22,35,23,35,24,34,24,34,25,33,25,33,26,32,26,32,27,32,28,31,28,31,29,31,30,31,31,30,31,30,32,30,33,30,34,30,35,30,36,29,36,29,37,29,38,29,39,28,39,27,39,26,39,25,39,24,39,24,38,23,38,22,38,21,38,20,38,19,38,18,38,18,37,18,36,17,36,16,36,15,36,14,36,13,36,12,36,11,36,10,36,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,36,19,35,19,34,19,33,19,33,20,32,20,31,20,30,20,29,20,28,20,27,20,26,20,25,20,25,21,24,21,24,22,24,23,23,23,23,24,23,25,23,26,22,26,21,26,21,27,21,28,20,28,20,29,20,30,20,31,19,31,18,31,17,31,16,31,15,31,14,31,13,31,12,31,11,31,10,31,9,31,8,31,8,32,7,32,6,32,6,33,5,33,5,34,4,34,4,35,3,35,2,35,1,35,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,32,19,31,19,31,20,30,20,30,21,29,21,28,21,27,21,26,21,25,21,25,22,24,22,24,23,23,23,23,24,23,25,23,26,22,26,22,27,21,27,21,28,21,29,21,30,20,30,20,31,19,31,19,32,18,32,17,32,16,32,16,33,16,34,15,34,14,34,14,35,13,35,12,35,11,35,10,35,9,35,8,35,7,35,6,35,5,35,4,35,3,35,2,35,1,35,1,36,0,36
39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,36,17,35,17,35,16,35,15,35,14,34,14,34,13,33,13,33,12,32,12,31,12,31,11,31,10,31,11,31,12,31,13,30,13,30,14,30,15,30,16,29,16,28,16,28,17,28,18,28,19,28,20,27,20,26,20,26,21,26,22,26,23,26,24,25,24,25,25,24,25,23,25,22,25,21,25,20,25,19,25,19,26,19,27,19,28,18,28,17,28,16,28,16,29,16,30,16,31,15,31,14,31,13,31,12,31,11,31,10,31,10,32,10,33,9,33,8,33,7,33,6,33,6,34,6,35,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,31,19,30,19,30,20,29,20,28,20,28,21,27,21,26,21,25,21,24,21,23,21,23,22,22,22,22,23,21,23,20,23,20,24,20,25,20,26,20,27,20,28,19,28,18,28,18,29,17,29,16,29,15,29,15,30,15,31,14,31,13,31,13,32,13,33,13,34,12,34,11,34,11,35,10,35,9,35,8,35,7,35,6,35,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,35,19,35,20,35,21,34,21,33,21,32,21,31,21,31,22,30,22,29,22,29,23,28,23,28,24,28,25,28,26,28,27,27,27,26,27,26,28,26,29,26,30,25,30,24,30,23,30,23,31,22,31,21,31,20,31,20,32,20,33,19,33,19,34,18,34,17,34,16,34,15,34,14,34,13,34,12,34,11,34,10,34,9,34,8,34,7,34,7,35,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,30,18,29,18,28,18,27,18,26,18,25,18,24,18,23,18,23,17,22,17,21,17,20,17,19,17,18,17,17,17,16,17,15,17,14,17,13,17,12,17,11,17,10,17,9,17,9,18,8,18,8,19,8,20,8,21,8,22,8,23,7,23,7,24,7,25,7,26,6,26,6,27,6,28,6,29,5,29,5,30,4,30,4,31,3,31,2,31,2,32,2,33,2,34,2,35,1,35,1,36,0,36
39,18,38,18,37,18,37,17,37,16,36,16,35,16,35,15,35,14,35,13,35,12,34,12,33,12,33,11,32,11,31,11,30,11,29,11,28,11,28,10,27,10,27,9,26,9,26,8,25,8,24,8,24,9,24,10,24,11,23,11,23,12,23,13,22,13,21,13,21,14,20,14,20,15,19,15,19,16,18,16,17,16,16,16,16,17,15,17,15,18,15,19,15,20,15,21,14,21,13,21,13,22,13,23,13,24,13,25,13,26,13,27,13,28,12,28,11,28,10,28,10,29,10,30,10,31,9,31,9,32,9,33,8,33,8,34,7,34,6,34,5,34,4,34,4,35,3,35,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,35,19,34,19,34,20,33,20,32,20,31,20,31,21,30,21,30,22,29,22,28,22,27,22,26,22,25,22,24,22,23,22,23,23,23,24,22,24,21,24,21,25,20,25,20,26,20,27,20,28,20,29,20,30,20,31,20,32,19,32,18,32,17,32,16,32,15,32,14,32,14,33,14,34,13,34,12,34,12,35,11,35,10,35,9,35,8,35,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,34,19,33,19,32,19,31,19,31,20,30,20,29,20,29,21,28,21,27,21,26,21,26,22,25,22,25,23,24,23,23,23,23,24,23,25,22,25,22,26,22,27,21,27,21,28,21,29,20,29,20,30,19,30,19,31,19,32,19,33,18,33,17,33,17,34,17,35,16,35,16,36,15,36,14,36,13,36,12,36,11,36,10,36,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
