y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60,y_61,x_61,y_62,x_62,y_63,x_63,y_64,x_64,y_65,x_65,y_66,x_66,y_67,x_67,y_68,x_68,y_69,x_69
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,38,29,37,29,36,29,36,28,35,28,34,28,34,27,33,27,32,27,32,26,31,26,30,26,30,25,29,25,28,25,27,25,26,25,26,24,25,24,25,23,24,23,24,22,24,21,24,20,24,19,23,19,23,18,22,18,21,18,20,18,19,18,19,17,19,18,18,18,17,18,16,18,15,18,14,18,13,18,12,18,11,18,10,18,9,18,8,18,7,18,6,18,5,18,4,18,3,18,3,19,3,20,2,20,1,20,0,20
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,35,29,35,28,34,28,33,28,32,28,31,28,30,28,30,27,29,27,28,27,28,26,27,26,27,25,27,24,27,23,27,22,26,22,25,22,25,21,25,20,24,20,24,19,23,19,22,19,21,19,20,19,19,19,18,19,17,19,16,19,15,19,14,19,13,19,12,19,11,19,10,19,9,19,8,19,7,19,6,19,5,19,5,20,4,20,3,20,2,20,1,20,0,20
39,30,39,30,39,30,38,30,37,30,36,30,36,31,36,32,36,33,35,33,35,34,35,35,35,36,34,36,34,37,33,37,32,37,32,38,32,39,31,39,31,38,31,37,30,37,30,36,29,36,29,35,28,35,27,35,26,35,25,35,25,34,24,34,24,33,23,33,23,32,23,31,23,30,22,30,22,29,22,28,22,27,21,27,21,26,21,25,20,25,19,25,18,25,17,25,17,24,16,24,15,24,14,24,13,24,12,24,12,23,11,23,11,22,10,22,9,22,8,22,7,22,6,22,6,21,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,33,31,32,31,32,32,32,33,31,33,30,33,29,33,28,33,27,33,26,33,25,33,25,34,24,34,23,34,22,34,21,34,20,34,19,34,19,35,19,36,18,36,18,37,18,38,17,38,17,37,17,36,17,35,17,34,16,34,15,34,15,33,15,32,15,31,15,30,15,29,15,28,15,27,14,27,13,27,12,27,11,27,11,26,11,25,10,25,9,25,9,24,8,24,7,24,6,24,5,24,5,23,5,22,5,21,5,20,4,20,3,20,2,20,1,20,0,20
39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,33,29,33,28,32,28,31,28,30,28,30,27,30,26,29,26,29,25,29,24,28,24,27,24,27,23,27,22,26,22,26,21,25,21,24,21,24,20,24,19,23,19,23,18,23,17,23,16,22,16,21,16,20,16,20,15,19,15,18,15,17,15,17,14,17,13,16,13,15,13,14,13,13,13,12,13,11,13,11,14,11,15,11,16,10,16,9,16,9,17,8,17,7,17,7,18,6,18,6,19,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,30,39,30,39,30,38,30,37,30,37,29,36,29,35,29,34,29,33,29,33,28,32,28,32,27,31,27,30,27,30,26,29,26,28,26,27,26,26,26,26,25,25,25,24,25,23,25,23,24,22,24,22,23,21,23,20,23,20,22,19,22,19,21,19,20,19,19,18,19,18,18,17,18,17,17,17,16,17,15,17,14,17,13,16,13,15,13,14,13,13,13,13,12,13,11,13,12,13,13,13,14,13,15,12,15,11,15,11,16,10,16,10,17,9,17,8,17,8,18,7,18,6,18,5,18,4,18,4,19,3,19,3,20,2,20,1,20,0,20
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,32,29,31,29,31,28,30,28,29,28,28,28,27,28,26,28,26,27,26,26,25,26,24,26,24,25,24,24,23,24,23,23,22,23,21,23,20,23,20,22,20,21,19,21,18,21,18,20,17,20,17,19,16,19,16,18,16,17,15,17,14,17,13,17,13,16,12,16,11,16,11,17,11,18,10,18,9,18,9,19,8,19,7,19,6,19,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,31,29,31,28,30,28,29,28,28,28,28,27,27,27,26,27,26,26,25,26,24,26,23,26,22,26,21,26,20,26,19,26,18,26,18,25,17,25,17,24,16,24,15,24,14,24,13,24,12,24,11,24,10,24,10,23,10,22,9,22,8,22,7,22,6,22,5,22,4,22,4,21,4,20,3,20,2,20,1,20,0,20
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,38,29,37,29,36,29,35,29,34,29,33,29,32,29,31,29,30,29,29,29,28,29,27,29,26,29,26,28,25,28,24,28,23,28,22,28,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,12,27,11,27,11,26,11,25,10,25,10,24,9,24,8,24,7,24,7,23,6,23,5,23,4,23,4,22,3,22,2,22,2,21,1,21,1,20,0,20
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,35,31,34,31,33,31,32,31,31,31,30,31,29,31,28,31,28,32,27,32,26,32,26,33,25,33,24,33,23,33,22,33,21,33,21,34,21,33,20,33,20,32,20,31,20,30,20,29,19,29,19,28,18,28,17,28,17,27,16,27,15,27,14,27,14,26,14,25,14,24,13,24,13,23,12,23,12,22,11,22,11,21,10,21,9,21,8,21,7,21,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
