deviation_factor,midpoint
1.0,"(5, 14)"
1.0,"(5, 15)"
1.0,"(5, 16)"
1.0,"(6, 14)"
1.0,"(6, 15)"
1.0,"(6, 16)"
1.0,"(7, 14)"
1.0,"(7, 15)"
1.0,"(7, 16)"
1.0,"(8, 14)"
1.0,"(8, 15)"
1.0,"(8, 16)"
1.0,"(9, 14)"
1.0,"(9, 15)"
1.0,"(9, 16)"
1.0,"(10, 14)"
1.0,"(10, 15)"
1.0,"(10, 16)"
1.0,"(11, 14)"
1.0,"(11, 15)"
1.0,"(11, 16)"
1.0,"(12, 14)"
1.0,"(12, 15)"
1.0,"(12, 16)"
1.0,"(13, 14)"
1.0,"(13, 15)"
1.0,"(13, 16)"
1.0,"(14, 14)"
1.0,"(14, 15)"
1.0,"(14, 16)"
1.0,"(15, 14)"
1.0,"(15, 15)"
1.0,"(15, 16)"
1.1,"(5, 13)"
1.1,"(5, 17)"
1.1,"(6, 13)"
1.1,"(6, 17)"
1.1,"(7, 13)"
1.1,"(7, 17)"
1.1,"(8, 13)"
1.1,"(8, 17)"
1.1,"(9, 13)"
1.1,"(9, 17)"
1.1,"(10, 13)"
1.1,"(10, 17)"
1.1,"(11, 13)"
1.1,"(11, 17)"
1.1,"(12, 13)"
1.1,"(12, 17)"
1.1,"(13, 13)"
1.1,"(13, 17)"
1.1,"(14, 13)"
1.1,"(14, 17)"
1.1,"(15, 13)"
1.1,"(15, 17)"
1.19,"(5, 12)"
1.19,"(5, 18)"
1.19,"(6, 12)"
1.19,"(6, 18)"
1.19,"(7, 12)"
1.19,"(7, 18)"
1.19,"(8, 12)"
1.19,"(8, 18)"
1.19,"(9, 12)"
1.19,"(9, 18)"
1.19,"(10, 12)"
1.19,"(10, 18)"
1.19,"(11, 12)"
1.19,"(11, 18)"
1.19,"(12, 12)"
1.19,"(12, 18)"
1.19,"(13, 12)"
1.19,"(13, 18)"
1.19,"(14, 12)"
1.19,"(14, 18)"
1.19,"(15, 12)"
1.19,"(15, 18)"
1.29,"(5, 11)"
1.29,"(5, 19)"
1.29,"(6, 11)"
1.29,"(6, 19)"
1.29,"(7, 11)"
1.29,"(7, 19)"
1.29,"(8, 11)"
1.29,"(8, 19)"
1.29,"(9, 11)"
1.29,"(9, 19)"
1.29,"(10, 11)"
1.29,"(10, 19)"
1.29,"(11, 11)"
1.29,"(11, 19)"
1.29,"(12, 11)"
1.29,"(12, 19)"
1.29,"(13, 11)"
1.29,"(13, 19)"
1.29,"(14, 11)"
1.29,"(14, 19)"
1.29,"(15, 11)"
1.29,"(15, 19)"
1.38,"(5, 10)"
1.38,"(6, 10)"
1.38,"(7, 10)"
1.38,"(8, 10)"
1.38,"(9, 10)"
1.38,"(10, 10)"
1.38,"(11, 10)"
1.38,"(12, 10)"
1.38,"(13, 10)"
1.38,"(14, 10)"
1.38,"(15, 10)"
1.48,"(5, 9)"
1.48,"(6, 9)"
1.48,"(7, 9)"
1.48,"(8, 9)"
1.48,"(9, 9)"
1.48,"(10, 9)"
1.48,"(11, 9)"
1.48,"(12, 9)"
1.48,"(13, 9)"
1.48,"(14, 9)"
1.48,"(15, 9)"
1.57,"(5, 8)"
1.57,"(6, 8)"
1.57,"(7, 8)"
1.57,"(8, 8)"
1.57,"(9, 8)"
1.57,"(10, 8)"
1.57,"(11, 8)"
1.57,"(12, 8)"
1.57,"(13, 8)"
1.57,"(14, 8)"
1.57,"(15, 8)"
1.67,"(5, 7)"
1.67,"(6, 7)"
1.67,"(7, 7)"
1.67,"(8, 7)"
1.67,"(9, 7)"
1.67,"(10, 7)"
1.67,"(11, 7)"
1.67,"(12, 7)"
1.67,"(13, 7)"
1.67,"(14, 7)"
1.67,"(15, 7)"
