deviation_factor,midpoint
1.0,"(5, 6)"
1.0,"(5, 7)"
1.0,"(5, 8)"
1.0,"(5, 9)"
1.0,"(5, 10)"
1.0,"(6, 6)"
1.0,"(6, 7)"
1.0,"(6, 8)"
1.0,"(6, 9)"
1.0,"(6, 10)"
1.0,"(7, 6)"
1.0,"(7, 7)"
1.0,"(7, 8)"
1.0,"(7, 9)"
1.0,"(7, 10)"
1.0,"(8, 6)"
1.0,"(8, 7)"
1.0,"(8, 8)"
1.0,"(8, 9)"
1.0,"(8, 10)"
1.0,"(9, 6)"
1.0,"(9, 7)"
1.0,"(9, 8)"
1.0,"(9, 9)"
1.0,"(9, 10)"
1.0,"(10, 6)"
1.0,"(10, 7)"
1.0,"(10, 8)"
1.0,"(10, 9)"
1.0,"(10, 10)"
1.0,"(11, 6)"
1.0,"(11, 7)"
1.0,"(11, 8)"
1.0,"(11, 9)"
1.0,"(11, 10)"
1.0,"(12, 6)"
1.0,"(12, 7)"
1.0,"(12, 8)"
1.0,"(12, 9)"
1.0,"(12, 10)"
1.0,"(13, 6)"
1.0,"(13, 7)"
1.0,"(13, 8)"
1.0,"(13, 9)"
1.0,"(13, 10)"
1.0,"(14, 6)"
1.0,"(14, 7)"
1.0,"(14, 8)"
1.0,"(14, 9)"
1.0,"(14, 10)"
1.0,"(15, 6)"
1.0,"(15, 7)"
1.0,"(15, 8)"
1.0,"(15, 9)"
1.0,"(15, 10)"
1.09,"(5, 5)"
1.09,"(5, 11)"
1.09,"(6, 5)"
1.09,"(6, 11)"
1.09,"(7, 5)"
1.09,"(7, 11)"
1.09,"(8, 5)"
1.09,"(8, 11)"
1.09,"(9, 5)"
1.09,"(9, 11)"
1.09,"(10, 5)"
1.09,"(10, 11)"
1.09,"(11, 5)"
1.09,"(11, 11)"
1.09,"(12, 5)"
1.09,"(12, 11)"
1.09,"(13, 5)"
1.09,"(13, 11)"
1.09,"(14, 5)"
1.09,"(14, 11)"
1.09,"(15, 5)"
1.09,"(15, 11)"
1.17,"(5, 4)"
1.17,"(5, 12)"
1.17,"(6, 4)"
1.17,"(6, 12)"
1.17,"(7, 4)"
1.17,"(7, 12)"
1.17,"(8, 4)"
1.17,"(8, 12)"
1.17,"(9, 4)"
1.17,"(9, 12)"
1.17,"(10, 4)"
1.17,"(10, 12)"
1.17,"(11, 4)"
1.17,"(11, 12)"
1.17,"(12, 4)"
1.17,"(12, 12)"
1.17,"(13, 4)"
1.17,"(13, 12)"
1.17,"(14, 4)"
1.17,"(14, 12)"
1.17,"(15, 4)"
1.17,"(15, 12)"
1.26,"(5, 3)"
1.26,"(5, 13)"
1.26,"(6, 3)"
1.26,"(6, 13)"
1.26,"(7, 3)"
1.26,"(7, 13)"
1.26,"(8, 3)"
1.26,"(8, 13)"
1.26,"(9, 3)"
1.26,"(9, 13)"
1.26,"(10, 3)"
1.26,"(10, 13)"
1.26,"(11, 3)"
1.26,"(11, 13)"
1.26,"(12, 3)"
1.26,"(12, 13)"
1.26,"(13, 3)"
1.26,"(13, 13)"
1.26,"(14, 3)"
1.26,"(14, 13)"
1.26,"(15, 3)"
1.26,"(15, 13)"
1.35,"(5, 2)"
1.35,"(5, 14)"
1.35,"(6, 2)"
1.35,"(6, 14)"
1.35,"(7, 2)"
1.35,"(7, 14)"
1.35,"(8, 2)"
1.35,"(8, 14)"
1.35,"(9, 2)"
1.35,"(9, 14)"
1.35,"(10, 2)"
1.35,"(10, 14)"
1.35,"(11, 2)"
1.35,"(11, 14)"
1.35,"(12, 2)"
1.35,"(12, 14)"
1.35,"(13, 2)"
1.35,"(13, 14)"
1.35,"(14, 2)"
1.35,"(14, 14)"
1.35,"(15, 2)"
1.35,"(15, 14)"
1.43,"(5, 1)"
1.43,"(5, 15)"
1.43,"(6, 1)"
1.43,"(6, 15)"
1.43,"(7, 1)"
1.43,"(7, 15)"
1.43,"(8, 1)"
1.43,"(8, 15)"
1.43,"(9, 1)"
1.43,"(9, 15)"
1.43,"(10, 1)"
1.43,"(10, 15)"
1.43,"(11, 1)"
1.43,"(11, 15)"
1.43,"(12, 1)"
1.43,"(12, 15)"
1.43,"(13, 1)"
1.43,"(13, 15)"
1.43,"(14, 1)"
1.43,"(14, 15)"
1.43,"(15, 1)"
1.43,"(15, 15)"
1.52,"(5, 0)"
1.52,"(5, 16)"
1.52,"(6, 0)"
1.52,"(6, 16)"
1.52,"(7, 0)"
1.52,"(7, 16)"
1.52,"(8, 0)"
1.52,"(8, 16)"
1.52,"(9, 0)"
1.52,"(9, 16)"
1.52,"(10, 0)"
1.52,"(10, 16)"
1.52,"(11, 0)"
1.52,"(11, 16)"
1.52,"(12, 0)"
1.52,"(12, 16)"
1.52,"(13, 0)"
1.52,"(13, 16)"
1.52,"(14, 0)"
1.52,"(14, 16)"
1.52,"(15, 0)"
1.52,"(15, 16)"
1.61,"(5, 17)"
1.61,"(6, 17)"
1.61,"(7, 17)"
1.61,"(8, 17)"
1.61,"(9, 17)"
1.61,"(10, 17)"
1.61,"(11, 17)"
1.61,"(12, 17)"
1.61,"(13, 17)"
1.61,"(14, 17)"
1.61,"(15, 17)"
1.7,"(5, 18)"
1.7,"(6, 18)"
1.7,"(7, 18)"
1.7,"(8, 18)"
1.7,"(9, 18)"
1.7,"(10, 18)"
1.7,"(11, 18)"
1.7,"(12, 18)"
1.7,"(13, 18)"
1.7,"(14, 18)"
1.7,"(15, 18)"
