deviation_factor,midpoint
1.0,"(3, 4)"
1.0,"(3, 5)"
1.0,"(3, 6)"
1.0,"(3, 7)"
1.0,"(3, 8)"
1.0,"(4, 4)"
1.0,"(4, 5)"
1.0,"(4, 6)"
1.0,"(4, 7)"
1.0,"(4, 8)"
1.0,"(5, 4)"
1.0,"(5, 5)"
1.0,"(5, 6)"
1.0,"(5, 7)"
1.0,"(5, 8)"
1.0,"(6, 4)"
1.0,"(6, 5)"
1.0,"(6, 6)"
1.0,"(6, 7)"
1.0,"(6, 8)"
1.0,"(7, 4)"
1.0,"(7, 5)"
1.0,"(7, 6)"
1.0,"(7, 7)"
1.0,"(7, 8)"
1.15,"(3, 3)"
1.15,"(3, 9)"
1.15,"(4, 3)"
1.15,"(4, 9)"
1.15,"(5, 3)"
1.15,"(5, 9)"
1.15,"(6, 3)"
1.15,"(6, 9)"
1.15,"(7, 3)"
1.15,"(7, 9)"
1.31,"(3, 2)"
1.31,"(4, 2)"
1.31,"(5, 2)"
1.31,"(6, 2)"
1.31,"(7, 2)"
1.46,"(3, 1)"
1.46,"(4, 1)"
1.46,"(5, 1)"
1.46,"(6, 1)"
1.46,"(7, 1)"
1.62,"(3, 0)"
1.62,"(4, 0)"
1.62,"(5, 0)"
1.62,"(6, 0)"
1.62,"(7, 0)"
