deviation_factor,midpoint
1.0,"(5, 12)"
1.0,"(5, 13)"
1.0,"(5, 14)"
1.0,"(6, 12)"
1.0,"(6, 13)"
1.0,"(6, 14)"
1.0,"(7, 12)"
1.0,"(7, 13)"
1.0,"(7, 14)"
1.0,"(8, 12)"
1.0,"(8, 13)"
1.0,"(8, 14)"
1.0,"(9, 12)"
1.0,"(9, 13)"
1.0,"(9, 14)"
1.0,"(10, 12)"
1.0,"(10, 13)"
1.0,"(10, 14)"
1.0,"(11, 12)"
1.0,"(11, 13)"
1.0,"(11, 14)"
1.0,"(12, 12)"
1.0,"(12, 13)"
1.0,"(12, 14)"
1.0,"(13, 12)"
1.0,"(13, 13)"
1.0,"(13, 14)"
1.0,"(14, 12)"
1.0,"(14, 13)"
1.0,"(14, 14)"
1.0,"(15, 12)"
1.0,"(15, 13)"
1.0,"(15, 14)"
1.1,"(5, 11)"
1.1,"(5, 15)"
1.1,"(6, 11)"
1.1,"(6, 15)"
1.1,"(7, 11)"
1.1,"(7, 15)"
1.1,"(8, 11)"
1.1,"(8, 15)"
1.1,"(9, 11)"
1.1,"(9, 15)"
1.1,"(10, 11)"
1.1,"(10, 15)"
1.1,"(11, 11)"
1.1,"(11, 15)"
1.1,"(12, 11)"
1.1,"(12, 15)"
1.1,"(13, 11)"
1.1,"(13, 15)"
1.1,"(14, 11)"
1.1,"(14, 15)"
1.1,"(15, 11)"
1.1,"(15, 15)"
1.19,"(5, 10)"
1.19,"(5, 16)"
1.19,"(6, 10)"
1.19,"(6, 16)"
1.19,"(7, 10)"
1.19,"(7, 16)"
1.19,"(8, 10)"
1.19,"(8, 16)"
1.19,"(9, 10)"
1.19,"(9, 16)"
1.19,"(10, 10)"
1.19,"(10, 16)"
1.19,"(11, 10)"
1.19,"(11, 16)"
1.19,"(12, 10)"
1.19,"(12, 16)"
1.19,"(13, 10)"
1.19,"(13, 16)"
1.19,"(14, 10)"
1.19,"(14, 16)"
1.19,"(15, 10)"
1.19,"(15, 16)"
1.29,"(5, 9)"
1.29,"(5, 17)"
1.29,"(6, 9)"
1.29,"(6, 17)"
1.29,"(7, 9)"
1.29,"(7, 17)"
1.29,"(8, 9)"
1.29,"(8, 17)"
1.29,"(9, 9)"
1.29,"(9, 17)"
1.29,"(10, 9)"
1.29,"(10, 17)"
1.29,"(11, 9)"
1.29,"(11, 17)"
1.29,"(12, 9)"
1.29,"(12, 17)"
1.29,"(13, 9)"
1.29,"(13, 17)"
1.29,"(14, 9)"
1.29,"(14, 17)"
1.29,"(15, 9)"
1.29,"(15, 17)"
1.38,"(5, 8)"
1.38,"(5, 18)"
1.38,"(6, 8)"
1.38,"(6, 18)"
1.38,"(7, 8)"
1.38,"(7, 18)"
1.38,"(8, 8)"
1.38,"(8, 18)"
1.38,"(9, 8)"
1.38,"(9, 18)"
1.38,"(10, 8)"
1.38,"(10, 18)"
1.38,"(11, 8)"
1.38,"(11, 18)"
1.38,"(12, 8)"
1.38,"(12, 18)"
1.38,"(13, 8)"
1.38,"(13, 18)"
1.38,"(14, 8)"
1.38,"(14, 18)"
1.38,"(15, 8)"
1.38,"(15, 18)"
1.48,"(5, 7)"
1.48,"(5, 19)"
1.48,"(6, 7)"
1.48,"(6, 19)"
1.48,"(7, 7)"
1.48,"(7, 19)"
1.48,"(8, 7)"
1.48,"(8, 19)"
1.48,"(9, 7)"
1.48,"(9, 19)"
1.48,"(10, 7)"
1.48,"(10, 19)"
1.48,"(11, 7)"
1.48,"(11, 19)"
1.48,"(12, 7)"
1.48,"(12, 19)"
1.48,"(13, 7)"
1.48,"(13, 19)"
1.48,"(14, 7)"
1.48,"(14, 19)"
1.48,"(15, 7)"
1.48,"(15, 19)"
1.57,"(5, 6)"
1.57,"(6, 6)"
1.57,"(7, 6)"
1.57,"(8, 6)"
1.57,"(9, 6)"
1.57,"(10, 6)"
1.57,"(11, 6)"
1.57,"(12, 6)"
1.57,"(13, 6)"
1.57,"(14, 6)"
1.57,"(15, 6)"
1.67,"(5, 5)"
1.67,"(6, 5)"
1.67,"(7, 5)"
1.67,"(8, 5)"
1.67,"(9, 5)"
1.67,"(10, 5)"
1.67,"(11, 5)"
1.67,"(12, 5)"
1.67,"(13, 5)"
1.67,"(14, 5)"
1.67,"(15, 5)"
