deviation_factor,midpoint
1.0,"(5, 10)"
1.0,"(6, 10)"
1.0,"(7, 10)"
1.0,"(8, 10)"
1.0,"(9, 10)"
1.0,"(10, 10)"
1.0,"(11, 10)"
1.0,"(12, 10)"
1.0,"(13, 10)"
1.0,"(14, 10)"
1.0,"(15, 10)"
1.11,"(5, 9)"
1.11,"(5, 11)"
1.11,"(6, 9)"
1.11,"(6, 11)"
1.11,"(7, 9)"
1.11,"(7, 11)"
1.11,"(8, 9)"
1.11,"(8, 11)"
1.11,"(9, 9)"
1.11,"(9, 11)"
1.11,"(10, 9)"
1.11,"(10, 11)"
1.11,"(11, 9)"
1.11,"(11, 11)"
1.11,"(12, 9)"
1.11,"(12, 11)"
1.11,"(13, 9)"
1.11,"(13, 11)"
1.11,"(14, 9)"
1.11,"(14, 11)"
1.11,"(15, 9)"
1.11,"(15, 11)"
1.21,"(5, 8)"
1.21,"(5, 12)"
1.21,"(6, 8)"
1.21,"(6, 12)"
1.21,"(7, 8)"
1.21,"(7, 12)"
1.21,"(8, 8)"
1.21,"(8, 12)"
1.21,"(9, 8)"
1.21,"(9, 12)"
1.21,"(10, 8)"
1.21,"(10, 12)"
1.21,"(11, 8)"
1.21,"(11, 12)"
1.21,"(12, 8)"
1.21,"(12, 12)"
1.21,"(13, 8)"
1.21,"(13, 12)"
1.21,"(14, 8)"
1.21,"(14, 12)"
1.21,"(15, 8)"
1.21,"(15, 12)"
1.32,"(5, 7)"
1.32,"(5, 13)"
1.32,"(6, 7)"
1.32,"(6, 13)"
1.32,"(7, 7)"
1.32,"(7, 13)"
1.32,"(8, 7)"
1.32,"(8, 13)"
1.32,"(9, 7)"
1.32,"(9, 13)"
1.32,"(10, 7)"
1.32,"(10, 13)"
1.32,"(11, 7)"
1.32,"(11, 13)"
1.32,"(12, 7)"
1.32,"(12, 13)"
1.32,"(13, 7)"
1.32,"(13, 13)"
1.32,"(14, 7)"
1.32,"(14, 13)"
1.32,"(15, 7)"
1.32,"(15, 13)"
1.42,"(5, 6)"
1.42,"(5, 14)"
1.42,"(6, 6)"
1.42,"(6, 14)"
1.42,"(7, 6)"
1.42,"(7, 14)"
1.42,"(8, 6)"
1.42,"(8, 14)"
1.42,"(9, 6)"
1.42,"(9, 14)"
1.42,"(10, 6)"
1.42,"(10, 14)"
1.42,"(11, 6)"
1.42,"(11, 14)"
1.42,"(12, 6)"
1.42,"(12, 14)"
1.42,"(13, 6)"
1.42,"(13, 14)"
1.42,"(14, 6)"
1.42,"(14, 14)"
1.42,"(15, 6)"
1.42,"(15, 14)"
1.53,"(5, 5)"
1.53,"(5, 15)"
1.53,"(6, 5)"
1.53,"(6, 15)"
1.53,"(7, 5)"
1.53,"(7, 15)"
1.53,"(8, 5)"
1.53,"(8, 15)"
1.53,"(9, 5)"
1.53,"(9, 15)"
1.53,"(10, 5)"
1.53,"(10, 15)"
1.53,"(11, 5)"
1.53,"(11, 15)"
1.53,"(12, 5)"
1.53,"(12, 15)"
1.53,"(13, 5)"
1.53,"(13, 15)"
1.53,"(14, 5)"
1.53,"(14, 15)"
1.53,"(15, 5)"
1.53,"(15, 15)"
1.63,"(5, 4)"
1.63,"(5, 16)"
1.63,"(6, 4)"
1.63,"(6, 16)"
1.63,"(7, 4)"
1.63,"(7, 16)"
1.63,"(8, 4)"
1.63,"(8, 16)"
1.63,"(9, 4)"
1.63,"(9, 16)"
1.63,"(10, 4)"
1.63,"(10, 16)"
1.63,"(11, 4)"
1.63,"(11, 16)"
1.63,"(12, 4)"
1.63,"(12, 16)"
1.63,"(13, 4)"
1.63,"(13, 16)"
1.63,"(14, 4)"
1.63,"(14, 16)"
1.63,"(15, 4)"
1.63,"(15, 16)"
