deviation_factor,midpoint
1.0,"(5, 10)"
1.0,"(5, 11)"
1.0,"(5, 12)"
1.0,"(6, 10)"
1.0,"(6, 11)"
1.0,"(6, 12)"
1.0,"(7, 10)"
1.0,"(7, 11)"
1.0,"(7, 12)"
1.0,"(8, 10)"
1.0,"(8, 11)"
1.0,"(8, 12)"
1.0,"(9, 10)"
1.0,"(9, 11)"
1.0,"(9, 12)"
1.0,"(10, 10)"
1.0,"(10, 11)"
1.0,"(10, 12)"
1.0,"(11, 10)"
1.0,"(11, 11)"
1.0,"(11, 12)"
1.0,"(12, 10)"
1.0,"(12, 11)"
1.0,"(12, 12)"
1.0,"(13, 10)"
1.0,"(13, 11)"
1.0,"(13, 12)"
1.0,"(14, 10)"
1.0,"(14, 11)"
1.0,"(14, 12)"
1.0,"(15, 10)"
1.0,"(15, 11)"
1.0,"(15, 12)"
1.1,"(5, 9)"
1.1,"(5, 13)"
1.1,"(6, 9)"
1.1,"(6, 13)"
1.1,"(7, 9)"
1.1,"(7, 13)"
1.1,"(8, 9)"
1.1,"(8, 13)"
1.1,"(9, 9)"
1.1,"(9, 13)"
1.1,"(10, 9)"
1.1,"(10, 13)"
1.1,"(11, 9)"
1.1,"(11, 13)"
1.1,"(12, 9)"
1.1,"(12, 13)"
1.1,"(13, 9)"
1.1,"(13, 13)"
1.1,"(14, 9)"
1.1,"(14, 13)"
1.1,"(15, 9)"
1.1,"(15, 13)"
1.19,"(5, 8)"
1.19,"(5, 14)"
1.19,"(6, 8)"
1.19,"(6, 14)"
1.19,"(7, 8)"
1.19,"(7, 14)"
1.19,"(8, 8)"
1.19,"(8, 14)"
1.19,"(9, 8)"
1.19,"(9, 14)"
1.19,"(10, 8)"
1.19,"(10, 14)"
1.19,"(11, 8)"
1.19,"(11, 14)"
1.19,"(12, 8)"
1.19,"(12, 14)"
1.19,"(13, 8)"
1.19,"(13, 14)"
1.19,"(14, 8)"
1.19,"(14, 14)"
1.19,"(15, 8)"
1.19,"(15, 14)"
1.29,"(5, 7)"
1.29,"(5, 15)"
1.29,"(6, 7)"
1.29,"(6, 15)"
1.29,"(7, 7)"
1.29,"(7, 15)"
1.29,"(8, 7)"
1.29,"(8, 15)"
1.29,"(9, 7)"
1.29,"(9, 15)"
1.29,"(10, 7)"
1.29,"(10, 15)"
1.29,"(11, 7)"
1.29,"(11, 15)"
1.29,"(12, 7)"
1.29,"(12, 15)"
1.29,"(13, 7)"
1.29,"(13, 15)"
1.29,"(14, 7)"
1.29,"(14, 15)"
1.29,"(15, 7)"
1.29,"(15, 15)"
1.38,"(5, 6)"
1.38,"(5, 16)"
1.38,"(6, 6)"
1.38,"(6, 16)"
1.38,"(7, 6)"
1.38,"(7, 16)"
1.38,"(8, 6)"
1.38,"(8, 16)"
1.38,"(9, 6)"
1.38,"(9, 16)"
1.38,"(10, 6)"
1.38,"(10, 16)"
1.38,"(11, 6)"
1.38,"(11, 16)"
1.38,"(12, 6)"
1.38,"(12, 16)"
1.38,"(13, 6)"
1.38,"(13, 16)"
1.38,"(14, 6)"
1.38,"(14, 16)"
1.38,"(15, 6)"
1.38,"(15, 16)"
1.48,"(5, 5)"
1.48,"(5, 17)"
1.48,"(6, 5)"
1.48,"(6, 17)"
1.48,"(7, 5)"
1.48,"(7, 17)"
1.48,"(8, 5)"
1.48,"(8, 17)"
1.48,"(9, 5)"
1.48,"(9, 17)"
1.48,"(10, 5)"
1.48,"(10, 17)"
1.48,"(11, 5)"
1.48,"(11, 17)"
1.48,"(12, 5)"
1.48,"(12, 17)"
1.48,"(13, 5)"
1.48,"(13, 17)"
1.48,"(14, 5)"
1.48,"(14, 17)"
1.48,"(15, 5)"
1.48,"(15, 17)"
1.57,"(5, 4)"
1.57,"(5, 18)"
1.57,"(6, 4)"
1.57,"(6, 18)"
1.57,"(7, 4)"
1.57,"(7, 18)"
1.57,"(8, 4)"
1.57,"(8, 18)"
1.57,"(9, 4)"
1.57,"(9, 18)"
1.57,"(10, 4)"
1.57,"(10, 18)"
1.57,"(11, 4)"
1.57,"(11, 18)"
1.57,"(12, 4)"
1.57,"(12, 18)"
1.57,"(13, 4)"
1.57,"(13, 18)"
1.57,"(14, 4)"
1.57,"(14, 18)"
1.57,"(15, 4)"
1.57,"(15, 18)"
1.67,"(5, 3)"
1.67,"(5, 19)"
1.67,"(6, 3)"
1.67,"(6, 19)"
1.67,"(7, 3)"
1.67,"(7, 19)"
1.67,"(8, 3)"
1.67,"(8, 19)"
1.67,"(9, 3)"
1.67,"(9, 19)"
1.67,"(10, 3)"
1.67,"(10, 19)"
1.67,"(11, 3)"
1.67,"(11, 19)"
1.67,"(12, 3)"
1.67,"(12, 19)"
1.67,"(13, 3)"
1.67,"(13, 19)"
1.67,"(14, 3)"
1.67,"(14, 19)"
1.67,"(15, 3)"
1.67,"(15, 19)"
