deviation_factor,midpoint
1.0,"(9, 32)"
1.0,"(9, 33)"
1.0,"(9, 34)"
1.0,"(9, 35)"
1.0,"(9, 36)"
1.0,"(9, 37)"
1.0,"(9, 38)"
1.0,"(10, 32)"
1.0,"(10, 33)"
1.0,"(10, 34)"
1.0,"(10, 35)"
1.0,"(10, 36)"
1.0,"(10, 37)"
1.0,"(10, 38)"
1.0,"(11, 32)"
1.0,"(11, 33)"
1.0,"(11, 34)"
1.0,"(11, 35)"
1.0,"(11, 36)"
1.0,"(11, 37)"
1.0,"(11, 38)"
1.0,"(12, 32)"
1.0,"(12, 33)"
1.0,"(12, 34)"
1.0,"(12, 35)"
1.0,"(12, 36)"
1.0,"(12, 37)"
1.0,"(12, 38)"
1.0,"(13, 32)"
1.0,"(13, 33)"
1.0,"(13, 34)"
1.0,"(13, 35)"
1.0,"(13, 36)"
1.0,"(13, 37)"
1.0,"(13, 38)"
1.0,"(14, 32)"
1.0,"(14, 33)"
1.0,"(14, 34)"
1.0,"(14, 35)"
1.0,"(14, 36)"
1.0,"(14, 37)"
1.0,"(14, 38)"
1.0,"(15, 32)"
1.0,"(15, 33)"
1.0,"(15, 34)"
1.0,"(15, 35)"
1.0,"(15, 36)"
1.0,"(15, 37)"
1.0,"(15, 38)"
1.0,"(16, 32)"
1.0,"(16, 33)"
1.0,"(16, 34)"
1.0,"(16, 35)"
1.0,"(16, 36)"
1.0,"(16, 37)"
1.0,"(16, 38)"
1.0,"(17, 32)"
1.0,"(17, 33)"
1.0,"(17, 34)"
1.0,"(17, 35)"
1.0,"(17, 36)"
1.0,"(17, 37)"
1.0,"(17, 38)"
1.0,"(18, 32)"
1.0,"(18, 33)"
1.0,"(18, 34)"
1.0,"(18, 35)"
1.0,"(18, 36)"
1.0,"(18, 37)"
1.0,"(18, 38)"
1.0,"(19, 32)"
1.0,"(19, 33)"
1.0,"(19, 34)"
1.0,"(19, 35)"
1.0,"(19, 36)"
1.0,"(19, 37)"
1.0,"(19, 38)"
1.0,"(20, 32)"
1.0,"(20, 33)"
1.0,"(20, 34)"
1.0,"(20, 35)"
1.0,"(20, 36)"
1.0,"(20, 37)"
1.0,"(20, 38)"
1.0,"(21, 32)"
1.0,"(21, 33)"
1.0,"(21, 34)"
1.0,"(21, 35)"
1.0,"(21, 36)"
1.0,"(21, 37)"
1.0,"(21, 38)"
1.0,"(22, 32)"
1.0,"(22, 33)"
1.0,"(22, 34)"
1.0,"(22, 35)"
1.0,"(22, 36)"
1.0,"(22, 37)"
1.0,"(22, 38)"
1.0,"(23, 32)"
1.0,"(23, 33)"
1.0,"(23, 34)"
1.0,"(23, 35)"
1.0,"(23, 36)"
1.0,"(23, 37)"
1.0,"(23, 38)"
1.0,"(24, 32)"
1.0,"(24, 33)"
1.0,"(24, 34)"
1.0,"(24, 35)"
1.0,"(24, 36)"
1.0,"(24, 37)"
1.0,"(24, 38)"
1.0,"(25, 32)"
1.0,"(25, 33)"
1.0,"(25, 34)"
1.0,"(25, 35)"
1.0,"(25, 36)"
1.0,"(25, 37)"
1.0,"(25, 38)"
1.0,"(26, 32)"
1.0,"(26, 33)"
1.0,"(26, 34)"
1.0,"(26, 35)"
1.0,"(26, 36)"
1.0,"(26, 37)"
1.0,"(26, 38)"
1.0,"(27, 32)"
1.0,"(27, 33)"
1.0,"(27, 34)"
1.0,"(27, 35)"
1.0,"(27, 36)"
1.0,"(27, 37)"
1.0,"(27, 38)"
1.0,"(28, 32)"
1.0,"(28, 33)"
1.0,"(28, 34)"
1.0,"(28, 35)"
1.0,"(28, 36)"
1.0,"(28, 37)"
1.0,"(28, 38)"
1.0,"(29, 32)"
1.0,"(29, 33)"
1.0,"(29, 34)"
1.0,"(29, 35)"
1.0,"(29, 36)"
1.0,"(29, 37)"
1.0,"(29, 38)"
1.0,"(30, 32)"
1.0,"(30, 33)"
1.0,"(30, 34)"
1.0,"(30, 35)"
1.0,"(30, 36)"
1.0,"(30, 37)"
1.0,"(30, 38)"
1.0,"(31, 32)"
1.0,"(31, 33)"
1.0,"(31, 34)"
1.0,"(31, 35)"
1.0,"(31, 36)"
1.0,"(31, 37)"
1.0,"(31, 38)"
1.04,"(9, 31)"
1.04,"(9, 39)"
1.04,"(10, 31)"
1.04,"(10, 39)"
1.04,"(11, 31)"
1.04,"(11, 39)"
1.04,"(12, 31)"
1.04,"(12, 39)"
1.04,"(13, 31)"
1.04,"(13, 39)"
1.04,"(14, 31)"
1.04,"(14, 39)"
1.04,"(15, 31)"
1.04,"(15, 39)"
1.04,"(16, 31)"
1.04,"(16, 39)"
1.04,"(17, 31)"
1.04,"(17, 39)"
1.04,"(18, 31)"
1.04,"(18, 39)"
1.04,"(19, 31)"
1.04,"(19, 39)"
1.04,"(20, 31)"
1.04,"(20, 39)"
1.04,"(21, 31)"
1.04,"(21, 39)"
1.04,"(22, 31)"
1.04,"(22, 39)"
1.04,"(23, 31)"
1.04,"(23, 39)"
1.04,"(24, 31)"
1.04,"(24, 39)"
1.04,"(25, 31)"
1.04,"(25, 39)"
1.04,"(26, 31)"
1.04,"(26, 39)"
1.04,"(27, 31)"
1.04,"(27, 39)"
1.04,"(28, 31)"
1.04,"(28, 39)"
1.04,"(29, 31)"
1.04,"(29, 39)"
1.04,"(30, 31)"
1.04,"(30, 39)"
1.04,"(31, 31)"
1.04,"(31, 39)"
1.09,"(9, 30)"
1.09,"(10, 30)"
1.09,"(11, 30)"
1.09,"(12, 30)"
1.09,"(13, 30)"
1.09,"(14, 30)"
1.09,"(15, 30)"
1.09,"(16, 30)"
1.09,"(17, 30)"
1.09,"(18, 30)"
1.09,"(19, 30)"
1.09,"(20, 30)"
1.09,"(21, 30)"
1.09,"(22, 30)"
1.09,"(23, 30)"
1.09,"(24, 30)"
1.09,"(25, 30)"
1.09,"(26, 30)"
1.09,"(27, 30)"
1.09,"(28, 30)"
1.09,"(29, 30)"
1.09,"(30, 30)"
1.09,"(31, 30)"
1.13,"(9, 29)"
1.13,"(10, 29)"
1.13,"(11, 29)"
1.13,"(12, 29)"
1.13,"(13, 29)"
1.13,"(14, 29)"
1.13,"(15, 29)"
1.13,"(16, 29)"
1.13,"(17, 29)"
1.13,"(18, 29)"
1.13,"(19, 29)"
1.13,"(20, 29)"
1.13,"(21, 29)"
1.13,"(22, 29)"
1.13,"(23, 29)"
1.13,"(24, 29)"
1.13,"(25, 29)"
1.13,"(26, 29)"
1.13,"(27, 29)"
1.13,"(28, 29)"
1.13,"(29, 29)"
1.13,"(30, 29)"
1.13,"(31, 29)"
1.18,"(9, 28)"
1.18,"(10, 28)"
1.18,"(11, 28)"
1.18,"(12, 28)"
1.18,"(13, 28)"
1.18,"(14, 28)"
1.18,"(15, 28)"
1.18,"(16, 28)"
1.18,"(17, 28)"
1.18,"(18, 28)"
1.18,"(19, 28)"
1.18,"(20, 28)"
1.18,"(21, 28)"
1.18,"(22, 28)"
1.18,"(23, 28)"
1.18,"(24, 28)"
1.18,"(25, 28)"
1.18,"(26, 28)"
1.18,"(27, 28)"
1.18,"(28, 28)"
1.18,"(29, 28)"
1.18,"(30, 28)"
1.18,"(31, 28)"
1.22,"(9, 27)"
1.22,"(10, 27)"
1.22,"(11, 27)"
1.22,"(12, 27)"
1.22,"(13, 27)"
1.22,"(14, 27)"
1.22,"(15, 27)"
1.22,"(16, 27)"
1.22,"(17, 27)"
1.22,"(18, 27)"
1.22,"(19, 27)"
1.22,"(20, 27)"
1.22,"(21, 27)"
1.22,"(22, 27)"
1.22,"(23, 27)"
1.22,"(24, 27)"
1.22,"(25, 27)"
1.22,"(26, 27)"
1.22,"(27, 27)"
1.22,"(28, 27)"
1.22,"(29, 27)"
1.22,"(30, 27)"
1.22,"(31, 27)"
1.27,"(9, 26)"
1.27,"(10, 26)"
1.27,"(11, 26)"
1.27,"(12, 26)"
1.27,"(13, 26)"
1.27,"(14, 26)"
1.27,"(15, 26)"
1.27,"(16, 26)"
1.27,"(17, 26)"
1.27,"(18, 26)"
1.27,"(19, 26)"
1.27,"(20, 26)"
1.27,"(21, 26)"
1.27,"(22, 26)"
1.27,"(23, 26)"
1.27,"(24, 26)"
1.27,"(25, 26)"
1.27,"(26, 26)"
1.27,"(27, 26)"
1.27,"(28, 26)"
1.27,"(29, 26)"
1.27,"(30, 26)"
1.27,"(31, 26)"
1.31,"(9, 25)"
1.31,"(10, 25)"
1.31,"(11, 25)"
1.31,"(12, 25)"
1.31,"(13, 25)"
1.31,"(14, 25)"
1.31,"(15, 25)"
1.31,"(16, 25)"
1.31,"(17, 25)"
1.31,"(18, 25)"
1.31,"(19, 25)"
1.31,"(20, 25)"
1.31,"(21, 25)"
1.31,"(22, 25)"
1.31,"(23, 25)"
1.31,"(24, 25)"
1.31,"(25, 25)"
1.31,"(26, 25)"
1.31,"(27, 25)"
1.31,"(28, 25)"
1.31,"(29, 25)"
1.31,"(30, 25)"
1.31,"(31, 25)"
1.36,"(9, 24)"
1.36,"(10, 24)"
1.36,"(11, 24)"
1.36,"(12, 24)"
1.36,"(13, 24)"
1.36,"(14, 24)"
1.36,"(15, 24)"
1.36,"(16, 24)"
1.36,"(17, 24)"
1.36,"(18, 24)"
1.36,"(19, 24)"
1.36,"(20, 24)"
1.36,"(21, 24)"
1.36,"(22, 24)"
1.36,"(23, 24)"
1.36,"(24, 24)"
1.36,"(25, 24)"
1.36,"(26, 24)"
1.36,"(27, 24)"
1.36,"(28, 24)"
1.36,"(29, 24)"
1.36,"(30, 24)"
1.36,"(31, 24)"
1.4,"(9, 23)"
1.4,"(10, 23)"
1.4,"(11, 23)"
1.4,"(12, 23)"
1.4,"(13, 23)"
1.4,"(14, 23)"
1.4,"(15, 23)"
