deviation_factor,midpoint
1.0,"(5, 8)"
1.0,"(5, 9)"
1.0,"(5, 10)"
1.0,"(5, 11)"
1.0,"(5, 12)"
1.0,"(5, 13)"
1.0,"(5, 14)"
1.0,"(6, 8)"
1.0,"(6, 9)"
1.0,"(6, 10)"
1.0,"(6, 11)"
1.0,"(6, 12)"
1.0,"(6, 13)"
1.0,"(6, 14)"
1.0,"(7, 8)"
1.0,"(7, 9)"
1.0,"(7, 10)"
1.0,"(7, 11)"
1.0,"(7, 12)"
1.0,"(7, 13)"
1.0,"(7, 14)"
1.0,"(8, 8)"
1.0,"(8, 9)"
1.0,"(8, 10)"
1.0,"(8, 11)"
1.0,"(8, 12)"
1.0,"(8, 13)"
1.0,"(8, 14)"
1.0,"(9, 8)"
1.0,"(9, 9)"
1.0,"(9, 10)"
1.0,"(9, 11)"
1.0,"(9, 12)"
1.0,"(9, 13)"
1.0,"(9, 14)"
1.0,"(10, 8)"
1.0,"(10, 9)"
1.0,"(10, 10)"
1.0,"(10, 11)"
1.0,"(10, 12)"
1.0,"(10, 13)"
1.0,"(10, 14)"
1.0,"(11, 8)"
1.0,"(11, 9)"
1.0,"(11, 10)"
1.0,"(11, 11)"
1.0,"(11, 12)"
1.0,"(11, 13)"
1.0,"(11, 14)"
1.0,"(12, 8)"
1.0,"(12, 9)"
1.0,"(12, 10)"
1.0,"(12, 11)"
1.0,"(12, 12)"
1.0,"(12, 13)"
1.0,"(12, 14)"
1.0,"(13, 8)"
1.0,"(13, 9)"
1.0,"(13, 10)"
1.0,"(13, 11)"
1.0,"(13, 12)"
1.0,"(13, 13)"
1.0,"(13, 14)"
1.0,"(14, 8)"
1.0,"(14, 9)"
1.0,"(14, 10)"
1.0,"(14, 11)"
1.0,"(14, 12)"
1.0,"(14, 13)"
1.0,"(14, 14)"
1.0,"(15, 8)"
1.0,"(15, 9)"
1.0,"(15, 10)"
1.0,"(15, 11)"
1.0,"(15, 12)"
1.0,"(15, 13)"
1.0,"(15, 14)"
1.08,"(5, 7)"
1.08,"(5, 15)"
1.08,"(6, 7)"
1.08,"(6, 15)"
1.08,"(7, 7)"
1.08,"(7, 15)"
1.08,"(8, 7)"
1.08,"(8, 15)"
1.08,"(9, 7)"
1.08,"(9, 15)"
1.08,"(10, 7)"
1.08,"(10, 15)"
1.08,"(11, 7)"
1.08,"(11, 15)"
1.08,"(12, 7)"
1.08,"(12, 15)"
1.08,"(13, 7)"
1.08,"(13, 15)"
1.08,"(14, 7)"
1.08,"(14, 15)"
1.08,"(15, 7)"
1.08,"(15, 15)"
1.16,"(5, 6)"
1.16,"(5, 16)"
1.16,"(6, 6)"
1.16,"(6, 16)"
1.16,"(7, 6)"
1.16,"(7, 16)"
1.16,"(8, 6)"
1.16,"(8, 16)"
1.16,"(9, 6)"
1.16,"(9, 16)"
1.16,"(10, 6)"
1.16,"(10, 16)"
1.16,"(11, 6)"
1.16,"(11, 16)"
1.16,"(12, 6)"
1.16,"(12, 16)"
1.16,"(13, 6)"
1.16,"(13, 16)"
1.16,"(14, 6)"
1.16,"(14, 16)"
1.16,"(15, 6)"
1.16,"(15, 16)"
1.24,"(5, 5)"
1.24,"(5, 17)"
1.24,"(6, 5)"
1.24,"(6, 17)"
1.24,"(7, 5)"
1.24,"(7, 17)"
1.24,"(8, 5)"
1.24,"(8, 17)"
1.24,"(9, 5)"
1.24,"(9, 17)"
1.24,"(10, 5)"
1.24,"(10, 17)"
1.24,"(11, 5)"
1.24,"(11, 17)"
1.24,"(12, 5)"
1.24,"(12, 17)"
1.24,"(13, 5)"
1.24,"(13, 17)"
1.24,"(14, 5)"
1.24,"(14, 17)"
1.24,"(15, 5)"
1.24,"(15, 17)"
1.32,"(5, 4)"
1.32,"(5, 18)"
1.32,"(6, 4)"
1.32,"(6, 18)"
1.32,"(7, 4)"
1.32,"(7, 18)"
1.32,"(8, 4)"
1.32,"(8, 18)"
1.32,"(9, 4)"
1.32,"(9, 18)"
1.32,"(10, 4)"
1.32,"(10, 18)"
1.32,"(11, 4)"
1.32,"(11, 18)"
1.32,"(12, 4)"
1.32,"(12, 18)"
1.32,"(13, 4)"
1.32,"(13, 18)"
1.32,"(14, 4)"
1.32,"(14, 18)"
1.32,"(15, 4)"
1.32,"(15, 18)"
1.4,"(5, 3)"
1.4,"(5, 19)"
1.4,"(6, 3)"
1.4,"(6, 19)"
1.4,"(7, 3)"
1.4,"(7, 19)"
1.4,"(8, 3)"
1.4,"(8, 19)"
1.4,"(9, 3)"
1.4,"(9, 19)"
1.4,"(10, 3)"
1.4,"(10, 19)"
1.4,"(11, 3)"
1.4,"(11, 19)"
1.4,"(12, 3)"
1.4,"(12, 19)"
1.4,"(13, 3)"
1.4,"(13, 19)"
1.4,"(14, 3)"
1.4,"(14, 19)"
1.4,"(15, 3)"
1.4,"(15, 19)"
1.48,"(5, 2)"
1.48,"(6, 2)"
1.48,"(7, 2)"
1.48,"(8, 2)"
1.48,"(9, 2)"
1.48,"(10, 2)"
1.48,"(11, 2)"
1.48,"(12, 2)"
1.48,"(13, 2)"
1.48,"(14, 2)"
1.48,"(15, 2)"
1.56,"(5, 1)"
1.56,"(6, 1)"
1.56,"(7, 1)"
1.56,"(8, 1)"
1.56,"(9, 1)"
1.56,"(10, 1)"
1.56,"(11, 1)"
1.56,"(12, 1)"
1.56,"(13, 1)"
1.56,"(14, 1)"
1.56,"(15, 1)"
1.64,"(5, 0)"
1.64,"(6, 0)"
1.64,"(7, 0)"
1.64,"(8, 0)"
1.64,"(9, 0)"
1.64,"(10, 0)"
1.64,"(11, 0)"
1.64,"(12, 0)"
1.64,"(13, 0)"
1.64,"(14, 0)"
1.64,"(15, 0)"
