deviation_factor,midpoint
1.0,"(3, 4)"
1.0,"(4, 4)"
1.0,"(5, 4)"
1.0,"(6, 4)"
1.0,"(7, 4)"
1.22,"(3, 3)"
1.22,"(3, 5)"
1.22,"(4, 3)"
1.22,"(4, 5)"
1.22,"(5, 3)"
1.22,"(5, 5)"
1.22,"(6, 3)"
1.22,"(6, 5)"
1.22,"(7, 3)"
1.22,"(7, 5)"
1.44,"(3, 2)"
1.44,"(3, 6)"
1.44,"(4, 2)"
1.44,"(4, 6)"
1.44,"(5, 2)"
1.44,"(5, 6)"
1.44,"(6, 2)"
1.44,"(6, 6)"
1.44,"(7, 2)"
1.44,"(7, 6)"
1.67,"(3, 1)"
1.67,"(3, 7)"
1.67,"(4, 1)"
1.67,"(4, 7)"
1.67,"(5, 1)"
1.67,"(5, 7)"
1.67,"(6, 1)"
1.67,"(6, 7)"
1.67,"(7, 1)"
1.67,"(7, 7)"
