deviation_factor,midpoint
1.0,"(9, 28)"
1.0,"(9, 29)"
1.0,"(9, 30)"
1.0,"(10, 28)"
1.0,"(10, 29)"
1.0,"(10, 30)"
1.0,"(11, 28)"
1.0,"(11, 29)"
1.0,"(11, 30)"
1.0,"(12, 28)"
1.0,"(12, 29)"
1.0,"(12, 30)"
1.0,"(13, 28)"
1.0,"(13, 29)"
1.0,"(13, 30)"
1.0,"(14, 28)"
1.0,"(14, 29)"
1.0,"(14, 30)"
1.0,"(15, 28)"
1.0,"(15, 29)"
1.0,"(15, 30)"
1.0,"(16, 28)"
1.0,"(16, 29)"
1.0,"(16, 30)"
1.0,"(17, 28)"
1.0,"(17, 29)"
1.0,"(17, 30)"
1.0,"(18, 28)"
1.0,"(18, 29)"
1.0,"(18, 30)"
1.0,"(19, 28)"
1.0,"(19, 29)"
1.0,"(19, 30)"
1.0,"(20, 28)"
1.0,"(20, 29)"
1.0,"(20, 30)"
1.0,"(21, 28)"
1.0,"(21, 29)"
1.0,"(21, 30)"
1.0,"(22, 28)"
1.0,"(22, 29)"
1.0,"(22, 30)"
1.0,"(23, 28)"
1.0,"(23, 29)"
1.0,"(23, 30)"
1.0,"(24, 28)"
1.0,"(24, 29)"
1.0,"(24, 30)"
1.0,"(25, 28)"
1.0,"(25, 29)"
1.0,"(25, 30)"
1.0,"(26, 28)"
1.0,"(26, 29)"
1.0,"(26, 30)"
1.0,"(27, 28)"
1.0,"(27, 29)"
1.0,"(27, 30)"
1.0,"(28, 28)"
1.0,"(28, 29)"
1.0,"(28, 30)"
1.0,"(29, 28)"
1.0,"(29, 29)"
1.0,"(29, 30)"
1.0,"(30, 28)"
1.0,"(30, 29)"
1.0,"(30, 30)"
1.0,"(31, 28)"
1.0,"(31, 29)"
1.0,"(31, 30)"
1.05,"(9, 27)"
1.05,"(9, 31)"
1.05,"(10, 27)"
1.05,"(10, 31)"
1.05,"(11, 27)"
1.05,"(11, 31)"
1.05,"(12, 27)"
1.05,"(12, 31)"
1.05,"(13, 27)"
1.05,"(13, 31)"
1.05,"(14, 27)"
1.05,"(14, 31)"
1.05,"(15, 27)"
1.05,"(15, 31)"
1.05,"(16, 27)"
1.05,"(16, 31)"
1.05,"(17, 27)"
1.05,"(17, 31)"
1.05,"(18, 27)"
1.05,"(18, 31)"
1.05,"(19, 27)"
1.05,"(19, 31)"
1.05,"(20, 27)"
1.05,"(20, 31)"
1.05,"(21, 27)"
1.05,"(21, 31)"
1.05,"(22, 27)"
1.05,"(22, 31)"
1.05,"(23, 27)"
1.05,"(23, 31)"
1.05,"(24, 27)"
1.05,"(24, 31)"
1.05,"(25, 27)"
1.05,"(25, 31)"
1.05,"(26, 27)"
1.05,"(26, 31)"
1.05,"(27, 27)"
1.05,"(27, 31)"
1.05,"(28, 27)"
1.05,"(28, 31)"
1.05,"(29, 27)"
