deviation_factor,midpoint
1.0,"(3, 0)"
1.0,"(3, 1)"
1.0,"(3, 2)"
1.0,"(3, 3)"
1.0,"(3, 4)"
1.0,"(4, 0)"
1.0,"(4, 1)"
1.0,"(4, 2)"
1.0,"(4, 3)"
1.0,"(4, 4)"
1.0,"(5, 0)"
1.0,"(5, 1)"
1.0,"(5, 2)"
1.0,"(5, 3)"
1.0,"(5, 4)"
1.0,"(6, 0)"
1.0,"(6, 1)"
1.0,"(6, 2)"
1.0,"(6, 3)"
1.0,"(6, 4)"
1.0,"(7, 0)"
1.0,"(7, 1)"
1.0,"(7, 2)"
1.0,"(7, 3)"
1.0,"(7, 4)"
1.15,"(3, 5)"
1.15,"(4, 5)"
1.15,"(5, 5)"
1.15,"(6, 5)"
1.15,"(7, 5)"
1.31,"(3, 6)"
1.31,"(4, 6)"
1.31,"(5, 6)"
1.31,"(6, 6)"
1.31,"(7, 6)"
1.46,"(3, 7)"
1.46,"(4, 7)"
1.46,"(5, 7)"
1.46,"(6, 7)"
1.46,"(7, 7)"
1.62,"(3, 8)"
1.62,"(4, 8)"
1.62,"(5, 8)"
1.62,"(6, 8)"
1.62,"(7, 8)"
