deviation_factor,midpoint
1.0,"(3, 6)"
1.0,"(3, 7)"
1.0,"(3, 8)"
1.0,"(4, 6)"
1.0,"(4, 7)"
1.0,"(4, 8)"
1.0,"(5, 6)"
1.0,"(5, 7)"
1.0,"(5, 8)"
1.0,"(6, 6)"
1.0,"(6, 7)"
1.0,"(6, 8)"
1.0,"(7, 6)"
1.0,"(7, 7)"
1.0,"(7, 8)"
1.18,"(3, 5)"
1.18,"(3, 9)"
1.18,"(4, 5)"
1.18,"(4, 9)"
1.18,"(5, 5)"
1.18,"(5, 9)"
1.18,"(6, 5)"
1.18,"(6, 9)"
1.18,"(7, 5)"
1.18,"(7, 9)"
1.36,"(3, 4)"
1.36,"(4, 4)"
1.36,"(5, 4)"
1.36,"(6, 4)"
1.36,"(7, 4)"
1.55,"(3, 3)"
1.55,"(4, 3)"
1.55,"(5, 3)"
1.55,"(6, 3)"
1.55,"(7, 3)"
