deviation_factor,midpoint
1.0,"(9, 32)"
1.0,"(10, 32)"
1.0,"(11, 32)"
1.0,"(12, 32)"
1.0,"(13, 32)"
1.0,"(14, 32)"
1.0,"(15, 32)"
1.0,"(16, 32)"
1.0,"(17, 32)"
1.0,"(18, 32)"
1.0,"(19, 32)"
1.0,"(20, 32)"
1.0,"(21, 32)"
1.0,"(22, 32)"
1.0,"(23, 32)"
1.0,"(24, 32)"
1.0,"(25, 32)"
1.0,"(26, 32)"
1.0,"(27, 32)"
1.0,"(28, 32)"
1.0,"(29, 32)"
1.0,"(30, 32)"
1.0,"(31, 32)"
1.05,"(9, 31)"
1.05,"(9, 33)"
1.05,"(10, 31)"
1.05,"(10, 33)"
1.05,"(11, 31)"
1.05,"(11, 33)"
1.05,"(12, 31)"
1.05,"(12, 33)"
1.05,"(13, 31)"
1.05,"(13, 33)"
1.05,"(14, 31)"
1.05,"(14, 33)"
1.05,"(15, 31)"
1.05,"(15, 33)"
1.05,"(16, 31)"
1.05,"(16, 33)"
1.05,"(17, 31)"
1.05,"(17, 33)"
1.05,"(18, 31)"
1.05,"(18, 33)"
1.05,"(19, 31)"
1.05,"(19, 33)"
1.05,"(20, 31)"
1.05,"(20, 33)"
1.05,"(21, 31)"
1.05,"(21, 33)"
1.05,"(22, 31)"
1.05,"(22, 33)"
1.05,"(23, 31)"
1.05,"(23, 33)"
1.05,"(24, 31)"
1.05,"(24, 33)"
1.05,"(25, 31)"
1.05,"(25, 33)"
1.05,"(26, 31)"
1.05,"(26, 33)"
1.05,"(27, 31)"
1.05,"(27, 33)"
1.05,"(28, 31)"
1.05,"(28, 33)"
1.05,"(29, 31)"
1.05,"(29, 33)"
1.05,"(30, 31)"
1.05,"(30, 33)"
1.05,"(31, 31)"
1.05,"(31, 33)"
1.1,"(9, 30)"
1.1,"(9, 34)"
1.1,"(10, 30)"
1.1,"(10, 34)"
1.1,"(11, 30)"
1.1,"(11, 34)"
1.1,"(12, 30)"
1.1,"(12, 34)"
1.1,"(13, 30)"
1.1,"(13, 34)"
1.1,"(14, 30)"
1.1,"(14, 34)"
1.1,"(15, 30)"
1.1,"(15, 34)"
1.1,"(16, 30)"
1.1,"(16, 34)"
1.1,"(17, 30)"
1.1,"(17, 34)"
1.1,"(18, 30)"
1.1,"(18, 34)"
1.1,"(19, 30)"
1.1,"(19, 34)"
1.1,"(20, 30)"
1.1,"(20, 34)"
1.1,"(21, 30)"
1.1,"(21, 34)"
1.1,"(22, 30)"
1.1,"(22, 34)"
1.1,"(23, 30)"
1.1,"(23, 34)"
1.1,"(24, 30)"
1.1,"(24, 34)"
1.1,"(25, 30)"
1.1,"(25, 34)"
1.1,"(26, 30)"
1.1,"(26, 34)"
1.1,"(27, 30)"
1.1,"(27, 34)"
1.1,"(28, 30)"
1.1,"(28, 34)"
1.1,"(29, 30)"
1.1,"(29, 34)"
1.1,"(30, 30)"
1.1,"(30, 34)"
1.1,"(31, 30)"
1.1,"(31, 34)"
1.15,"(9, 29)"
1.15,"(9, 35)"
1.15,"(10, 29)"
1.15,"(10, 35)"
1.15,"(11, 29)"
1.15,"(11, 35)"
1.15,"(12, 29)"
1.15,"(12, 35)"
1.15,"(13, 29)"
1.15,"(13, 35)"
1.15,"(14, 29)"
1.15,"(14, 35)"
1.15,"(15, 29)"
1.15,"(15, 35)"
1.15,"(16, 29)"
1.15,"(16, 35)"
1.15,"(17, 29)"
1.15,"(17, 35)"
1.15,"(18, 29)"
1.15,"(18, 35)"
1.15,"(19, 29)"
1.15,"(19, 35)"
1.15,"(20, 29)"
1.15,"(20, 35)"
1.15,"(21, 29)"
1.15,"(21, 35)"
1.15,"(22, 29)"
1.15,"(22, 35)"
1.15,"(23, 29)"
1.15,"(23, 35)"
1.15,"(24, 29)"
1.15,"(24, 35)"
1.15,"(25, 29)"
1.15,"(25, 35)"
1.15,"(26, 29)"
1.15,"(26, 35)"
1.15,"(27, 29)"
1.15,"(27, 35)"
1.15,"(28, 29)"
1.15,"(28, 35)"
1.15,"(29, 29)"
1.15,"(29, 35)"
1.15,"(30, 29)"
1.15,"(30, 35)"
1.15,"(31, 29)"
1.15,"(31, 35)"
1.21,"(9, 28)"
1.21,"(9, 36)"
1.21,"(10, 28)"
1.21,"(10, 36)"
1.21,"(11, 28)"
1.21,"(11, 36)"
1.21,"(12, 28)"
1.21,"(12, 36)"
1.21,"(13, 28)"
1.21,"(13, 36)"
1.21,"(14, 28)"
1.21,"(14, 36)"
1.21,"(15, 28)"
1.21,"(15, 36)"
1.21,"(16, 28)"
1.21,"(16, 36)"
1.21,"(17, 28)"
1.21,"(17, 36)"
1.21,"(18, 28)"
1.21,"(18, 36)"
1.21,"(19, 28)"
1.21,"(19, 36)"
1.21,"(20, 28)"
1.21,"(20, 36)"
1.21,"(21, 28)"
1.21,"(21, 36)"
1.21,"(22, 28)"
1.21,"(22, 36)"
1.21,"(23, 28)"
1.21,"(23, 36)"
1.21,"(24, 28)"
1.21,"(24, 36)"
1.21,"(25, 28)"
1.21,"(25, 36)"
1.21,"(26, 28)"
1.21,"(26, 36)"
1.21,"(27, 28)"
1.21,"(27, 36)"
1.21,"(28, 28)"
1.21,"(28, 36)"
1.21,"(29, 28)"
1.21,"(29, 36)"
1.21,"(30, 28)"
1.21,"(30, 36)"
1.21,"(31, 28)"
1.21,"(31, 36)"
1.26,"(9, 27)"
1.26,"(9, 37)"
1.26,"(10, 27)"
1.26,"(10, 37)"
1.26,"(11, 27)"
1.26,"(11, 37)"
1.26,"(12, 27)"
1.26,"(12, 37)"
1.26,"(13, 27)"
1.26,"(13, 37)"
1.26,"(14, 27)"
1.26,"(14, 37)"
1.26,"(15, 27)"
1.26,"(15, 37)"
1.26,"(16, 27)"
1.26,"(16, 37)"
1.26,"(17, 27)"
1.26,"(17, 37)"
1.26,"(18, 27)"
1.26,"(18, 37)"
1.26,"(19, 27)"
1.26,"(19, 37)"
1.26,"(20, 27)"
1.26,"(20, 37)"
1.26,"(21, 27)"
1.26,"(21, 37)"
1.26,"(22, 27)"
1.26,"(22, 37)"
1.26,"(23, 27)"
1.26,"(23, 37)"
1.26,"(24, 27)"
1.26,"(24, 37)"
1.26,"(25, 27)"
1.26,"(25, 37)"
1.26,"(26, 27)"
1.26,"(26, 37)"
1.26,"(27, 27)"
1.26,"(27, 37)"
1.26,"(28, 27)"
1.26,"(28, 37)"
1.26,"(29, 27)"
1.26,"(29, 37)"
1.26,"(30, 27)"
1.26,"(30, 37)"
1.26,"(31, 27)"
1.26,"(31, 37)"
1.31,"(9, 26)"
1.31,"(9, 38)"
1.31,"(10, 26)"
1.31,"(10, 38)"
1.31,"(11, 26)"
1.31,"(11, 38)"
1.31,"(12, 26)"
1.31,"(12, 38)"
1.31,"(13, 26)"
