deviation_factor,midpoint
1.0,"(9, 34)"
1.0,"(9, 35)"
1.0,"(9, 36)"
1.0,"(10, 34)"
1.0,"(10, 35)"
1.0,"(10, 36)"
1.0,"(11, 34)"
1.0,"(11, 35)"
1.0,"(11, 36)"
1.0,"(12, 34)"
1.0,"(12, 35)"
1.0,"(12, 36)"
1.0,"(13, 34)"
1.0,"(13, 35)"
1.0,"(13, 36)"
1.0,"(14, 34)"
1.0,"(14, 35)"
1.0,"(14, 36)"
1.0,"(15, 34)"
1.0,"(15, 35)"
1.0,"(15, 36)"
1.0,"(16, 34)"
1.0,"(16, 35)"
1.0,"(16, 36)"
1.0,"(17, 34)"
1.0,"(17, 35)"
1.0,"(17, 36)"
1.0,"(18, 34)"
1.0,"(18, 35)"
1.0,"(18, 36)"
1.0,"(19, 34)"
1.0,"(19, 35)"
1.0,"(19, 36)"
1.0,"(20, 34)"
1.0,"(20, 35)"
1.0,"(20, 36)"
1.0,"(21, 34)"
1.0,"(21, 35)"
1.0,"(21, 36)"
1.0,"(22, 34)"
1.0,"(22, 35)"
1.0,"(22, 36)"
1.0,"(23, 34)"
1.0,"(23, 35)"
1.0,"(23, 36)"
1.0,"(24, 34)"
1.0,"(24, 35)"
1.0,"(24, 36)"
1.0,"(25, 34)"
1.0,"(25, 35)"
1.0,"(25, 36)"
1.0,"(26, 34)"
1.0,"(26, 35)"
1.0,"(26, 36)"
1.0,"(27, 34)"
1.0,"(27, 35)"
1.0,"(27, 36)"
1.0,"(28, 34)"
1.0,"(28, 35)"
1.0,"(28, 36)"
1.0,"(29, 34)"
1.0,"(29, 35)"
1.0,"(29, 36)"
1.0,"(30, 34)"
1.0,"(30, 35)"
1.0,"(30, 36)"
1.0,"(31, 34)"
1.0,"(31, 35)"
1.0,"(31, 36)"
1.05,"(9, 33)"
1.05,"(9, 37)"
1.05,"(10, 33)"
1.05,"(10, 37)"
1.05,"(11, 33)"
1.05,"(11, 37)"
1.05,"(12, 33)"
1.05,"(12, 37)"
1.05,"(13, 33)"
1.05,"(13, 37)"
1.05,"(14, 33)"
1.05,"(14, 37)"
1.05,"(15, 33)"
1.05,"(15, 37)"
1.05,"(16, 33)"
1.05,"(16, 37)"
1.05,"(17, 33)"
1.05,"(17, 37)"
1.05,"(18, 33)"
1.05,"(18, 37)"
1.05,"(19, 33)"
1.05,"(19, 37)"
1.05,"(20, 33)"
1.05,"(20, 37)"
1.05,"(21, 33)"
1.05,"(21, 37)"
1.05,"(22, 33)"
1.05,"(22, 37)"
1.05,"(23, 33)"
1.05,"(23, 37)"
1.05,"(24, 33)"
1.05,"(24, 37)"
1.05,"(25, 33)"
1.05,"(25, 37)"
1.05,"(26, 33)"
1.05,"(26, 37)"
1.05,"(27, 33)"
1.05,"(27, 37)"
1.05,"(28, 33)"
1.05,"(28, 37)"
1.05,"(29, 33)"
1.05,"(29, 37)"
1.05,"(30, 33)"
1.05,"(30, 37)"
1.05,"(31, 33)"
1.05,"(31, 37)"
1.1,"(9, 32)"
1.1,"(9, 38)"
1.1,"(10, 32)"
1.1,"(10, 38)"
1.1,"(11, 32)"
1.1,"(11, 38)"
1.1,"(12, 32)"
1.1,"(12, 38)"
1.1,"(13, 32)"
1.1,"(13, 38)"
1.1,"(14, 32)"
1.1,"(14, 38)"
1.1,"(15, 32)"
1.1,"(15, 38)"
1.1,"(16, 32)"
1.1,"(16, 38)"
1.1,"(17, 32)"
1.1,"(17, 38)"
1.1,"(18, 32)"
1.1,"(18, 38)"
1.1,"(19, 32)"
1.1,"(19, 38)"
1.1,"(20, 32)"
1.1,"(20, 38)"
1.1,"(21, 32)"
1.1,"(21, 38)"
1.1,"(22, 32)"
1.1,"(22, 38)"
1.1,"(23, 32)"
1.1,"(23, 38)"
1.1,"(24, 32)"
1.1,"(24, 38)"
1.1,"(25, 32)"
1.1,"(25, 38)"
1.1,"(26, 32)"
1.1,"(26, 38)"
1.1,"(27, 32)"
1.1,"(27, 38)"
1.1,"(28, 32)"
1.1,"(28, 38)"
1.1,"(29, 32)"
1.1,"(29, 38)"
1.1,"(30, 32)"
1.1,"(30, 38)"
1.1,"(31, 32)"
1.1,"(31, 38)"
1.15,"(9, 31)"
1.15,"(9, 39)"
1.15,"(10, 31)"
1.15,"(10, 39)"
1.15,"(11, 31)"
1.15,"(11, 39)"
1.15,"(12, 31)"
1.15,"(12, 39)"
1.15,"(13, 31)"
1.15,"(13, 39)"
1.15,"(14, 31)"
1.15,"(14, 39)"
1.15,"(15, 31)"
1.15,"(15, 39)"
1.15,"(16, 31)"
1.15,"(16, 39)"
1.15,"(17, 31)"
1.15,"(17, 39)"
1.15,"(18, 31)"
1.15,"(18, 39)"
1.15,"(19, 31)"
1.15,"(19, 39)"
1.15,"(20, 31)"
1.15,"(20, 39)"
1.15,"(21, 31)"
1.15,"(21, 39)"
1.15,"(22, 31)"
1.15,"(22, 39)"
1.15,"(23, 31)"
1.15,"(23, 39)"
1.15,"(24, 31)"
1.15,"(24, 39)"
1.15,"(25, 31)"
1.15,"(25, 39)"
1.15,"(26, 31)"
1.15,"(26, 39)"
1.15,"(27, 31)"
1.15,"(27, 39)"
1.15,"(28, 31)"
1.15,"(28, 39)"
1.15,"(29, 31)"
1.15,"(29, 39)"
1.15,"(30, 31)"
1.15,"(30, 39)"
1.15,"(31, 31)"
1.15,"(31, 39)"
1.2,"(9, 30)"
1.2,"(10, 30)"
1.2,"(11, 30)"
1.2,"(12, 30)"
1.2,"(13, 30)"
1.2,"(14, 30)"
1.2,"(15, 30)"
1.2,"(16, 30)"
1.2,"(17, 30)"
1.2,"(18, 30)"
1.2,"(19, 30)"
1.2,"(20, 30)"
1.2,"(21, 30)"
1.2,"(22, 30)"
1.2,"(23, 30)"
1.2,"(24, 30)"
1.2,"(25, 30)"
1.2,"(26, 30)"
1.2,"(27, 30)"
1.2,"(28, 30)"
1.2,"(29, 30)"
1.2,"(30, 30)"
1.2,"(31, 30)"
1.24,"(9, 29)"
1.24,"(10, 29)"
1.24,"(11, 29)"
1.24,"(12, 29)"
1.24,"(13, 29)"
1.24,"(14, 29)"
1.24,"(15, 29)"
1.24,"(16, 29)"
1.24,"(17, 29)"
1.24,"(18, 29)"
1.24,"(19, 29)"
1.24,"(20, 29)"
1.24,"(21, 29)"
1.24,"(22, 29)"
1.24,"(23, 29)"
1.24,"(24, 29)"
1.24,"(25, 29)"
1.24,"(26, 29)"
1.24,"(27, 29)"
1.24,"(28, 29)"
1.24,"(29, 29)"
1.24,"(30, 29)"
1.24,"(31, 29)"
1.29,"(9, 28)"
1.29,"(10, 28)"
1.29,"(11, 28)"
1.29,"(12, 28)"
1.29,"(13, 28)"
1.29,"(14, 28)"
1.29,"(15, 28)"
1.29,"(16, 28)"
1.29,"(17, 28)"
1.29,"(18, 28)"
1.29,"(19, 28)"
1.29,"(20, 28)"
1.29,"(21, 28)"
1.29,"(22, 28)"
1.29,"(23, 28)"
1.29,"(24, 28)"
1.29,"(25, 28)"
1.29,"(26, 28)"
1.29,"(27, 28)"
1.29,"(28, 28)"
1.29,"(29, 28)"
1.29,"(30, 28)"
1.29,"(31, 28)"
1.34,"(9, 27)"
1.34,"(10, 27)"
1.34,"(11, 27)"
1.34,"(12, 27)"
1.34,"(13, 27)"
1.34,"(14, 27)"
1.34,"(15, 27)"
1.34,"(16, 27)"
1.34,"(17, 27)"
1.34,"(18, 27)"
1.34,"(19, 27)"
1.34,"(20, 27)"
1.34,"(21, 27)"
1.34,"(22, 27)"
1.34,"(23, 27)"
1.34,"(24, 27)"
1.34,"(25, 27)"
1.34,"(26, 27)"
1.34,"(27, 27)"
1.34,"(28, 27)"
1.34,"(29, 27)"
1.34,"(30, 27)"
1.34,"(31, 27)"
1.39,"(9, 26)"
1.39,"(10, 26)"
1.39,"(11, 26)"
1.39,"(12, 26)"
1.39,"(13, 26)"
1.39,"(14, 26)"
1.39,"(15, 26)"
1.39,"(16, 26)"
1.39,"(17, 26)"
1.39,"(18, 26)"
1.39,"(19, 26)"
1.39,"(20, 26)"
1.39,"(21, 26)"
1.39,"(22, 26)"
1.39,"(23, 26)"
1.39,"(24, 26)"
1.39,"(25, 26)"
1.39,"(26, 26)"
1.39,"(27, 26)"
1.39,"(28, 26)"
1.39,"(29, 26)"
1.39,"(30, 26)"
1.39,"(31, 26)"
1.44,"(9, 25)"
1.44,"(10, 25)"
1.44,"(11, 25)"
1.44,"(12, 25)"
1.44,"(13, 25)"
1.44,"(14, 25)"
1.44,"(15, 25)"
1.44,"(16, 25)"
1.44,"(17, 25)"
