deviation_factor,midpoint
1.0,"(9, 18)"
1.0,"(9, 19)"
1.0,"(9, 20)"
1.0,"(9, 21)"
1.0,"(9, 22)"
1.0,"(10, 18)"
1.0,"(10, 19)"
1.0,"(10, 20)"
1.0,"(10, 21)"
1.0,"(10, 22)"
1.0,"(11, 18)"
1.0,"(11, 19)"
1.0,"(11, 20)"
1.0,"(11, 21)"
1.0,"(11, 22)"
1.0,"(12, 18)"
1.0,"(12, 19)"
1.0,"(12, 20)"
1.0,"(12, 21)"
1.0,"(12, 22)"
1.0,"(13, 18)"
1.0,"(13, 19)"
1.0,"(13, 20)"
1.0,"(13, 21)"
1.0,"(13, 22)"
1.0,"(14, 18)"
1.0,"(14, 19)"
1.0,"(14, 20)"
1.0,"(14, 21)"
1.0,"(14, 22)"
1.0,"(15, 18)"
1.0,"(15, 19)"
1.0,"(15, 20)"
1.0,"(15, 21)"
1.0,"(15, 22)"
1.0,"(16, 18)"
1.0,"(16, 19)"
1.0,"(16, 20)"
1.0,"(16, 21)"
1.0,"(16, 22)"
1.0,"(17, 18)"
1.0,"(17, 19)"
1.0,"(17, 20)"
1.0,"(17, 21)"
1.0,"(17, 22)"
1.0,"(18, 18)"
1.0,"(18, 19)"
1.0,"(18, 20)"
1.0,"(18, 21)"
1.0,"(18, 22)"
1.0,"(19, 18)"
1.0,"(19, 19)"
1.0,"(19, 20)"
1.0,"(19, 21)"
1.0,"(19, 22)"
1.0,"(20, 18)"
1.0,"(20, 19)"
1.0,"(20, 20)"
1.0,"(20, 21)"
1.0,"(20, 22)"
1.0,"(21, 18)"
1.0,"(21, 19)"
1.0,"(21, 20)"
1.0,"(21, 21)"
1.0,"(21, 22)"
1.0,"(22, 18)"
1.0,"(22, 19)"
1.0,"(22, 20)"
1.0,"(22, 21)"
1.0,"(22, 22)"
1.0,"(23, 18)"
1.0,"(23, 19)"
1.0,"(23, 20)"
1.0,"(23, 21)"
1.0,"(23, 22)"
1.0,"(24, 18)"
1.0,"(24, 19)"
1.0,"(24, 20)"
1.0,"(24, 21)"
1.0,"(24, 22)"
1.0,"(25, 18)"
1.0,"(25, 19)"
1.0,"(25, 20)"
1.0,"(25, 21)"
1.0,"(25, 22)"
1.0,"(26, 18)"
1.0,"(26, 19)"
1.0,"(26, 20)"
1.0,"(26, 21)"
1.0,"(26, 22)"
1.0,"(27, 18)"
1.0,"(27, 19)"
1.0,"(27, 20)"
1.0,"(27, 21)"
1.0,"(27, 22)"
1.0,"(28, 18)"
1.0,"(28, 19)"
1.0,"(28, 20)"
1.0,"(28, 21)"
1.0,"(28, 22)"
1.0,"(29, 18)"
1.0,"(29, 19)"
1.0,"(29, 20)"
1.0,"(29, 21)"
1.0,"(29, 22)"
1.0,"(30, 18)"
1.0,"(30, 19)"
1.0,"(30, 20)"
1.0,"(30, 21)"
1.0,"(30, 22)"
1.0,"(31, 18)"
1.0,"(31, 19)"
1.0,"(31, 20)"
1.0,"(31, 21)"
1.0,"(31, 22)"
1.05,"(9, 17)"
1.05,"(9, 23)"
1.05,"(10, 17)"
1.05,"(10, 23)"
1.05,"(11, 17)"
1.05,"(11, 23)"
1.05,"(12, 17)"
1.05,"(12, 23)"
1.05,"(13, 17)"
1.05,"(13, 23)"
1.05,"(14, 17)"
1.05,"(14, 23)"
1.05,"(15, 17)"
1.05,"(15, 23)"
1.05,"(16, 17)"
1.05,"(16, 23)"
1.05,"(17, 17)"
1.05,"(17, 23)"
1.05,"(18, 17)"
1.05,"(18, 23)"
1.05,"(19, 17)"
1.05,"(19, 23)"
1.05,"(20, 17)"
1.05,"(20, 23)"
1.05,"(21, 17)"
1.05,"(21, 23)"
1.05,"(22, 17)"
1.05,"(22, 23)"
1.05,"(23, 17)"
1.05,"(23, 23)"
1.05,"(24, 17)"
1.05,"(24, 23)"
1.05,"(25, 17)"
1.05,"(25, 23)"
1.05,"(26, 17)"
1.05,"(26, 23)"
1.05,"(27, 17)"
1.05,"(27, 23)"
1.05,"(28, 17)"
1.05,"(28, 23)"
1.05,"(29, 17)"
1.05,"(29, 23)"
1.05,"(30, 17)"
1.05,"(30, 23)"
1.05,"(31, 17)"
1.05,"(31, 23)"
1.09,"(9, 16)"
1.09,"(9, 24)"
1.09,"(10, 16)"
1.09,"(10, 24)"
1.09,"(11, 16)"
1.09,"(11, 24)"
1.09,"(12, 16)"
1.09,"(12, 24)"
1.09,"(13, 16)"
1.09,"(13, 24)"
1.09,"(14, 16)"
1.09,"(14, 24)"
1.09,"(15, 16)"
1.09,"(15, 24)"
1.09,"(16, 16)"
