deviation_factor,midpoint
1.0,"(9, 24)"
1.0,"(10, 24)"
1.0,"(11, 24)"
1.0,"(12, 24)"
1.0,"(13, 24)"
1.0,"(14, 24)"
1.0,"(15, 24)"
1.0,"(16, 24)"
1.0,"(17, 24)"
1.0,"(18, 24)"
1.0,"(19, 24)"
1.0,"(20, 24)"
1.0,"(21, 24)"
1.0,"(22, 24)"
1.0,"(23, 24)"
1.0,"(24, 24)"
1.0,"(25, 24)"
1.0,"(26, 24)"
1.0,"(27, 24)"
1.0,"(28, 24)"
1.0,"(29, 24)"
1.0,"(30, 24)"
1.0,"(31, 24)"
1.05,"(9, 23)"
1.05,"(9, 25)"
1.05,"(10, 23)"
1.05,"(10, 25)"
1.05,"(11, 23)"
1.05,"(11, 25)"
1.05,"(12, 23)"
1.05,"(12, 25)"
1.05,"(13, 23)"
1.05,"(13, 25)"
1.05,"(14, 23)"
1.05,"(14, 25)"
1.05,"(15, 23)"
1.05,"(15, 25)"
1.05,"(16, 23)"
1.05,"(16, 25)"
1.05,"(17, 23)"
1.05,"(17, 25)"
1.05,"(18, 23)"
1.05,"(18, 25)"
1.05,"(19, 23)"
1.05,"(19, 25)"
1.05,"(20, 23)"
1.05,"(20, 25)"
1.05,"(21, 23)"
1.05,"(21, 25)"
1.05,"(22, 23)"
1.05,"(22, 25)"
1.05,"(23, 23)"
1.05,"(23, 25)"
1.05,"(24, 23)"
1.05,"(24, 25)"
1.05,"(25, 23)"
1.05,"(25, 25)"
1.05,"(26, 23)"
1.05,"(26, 25)"
1.05,"(27, 23)"
1.05,"(27, 25)"
1.05,"(28, 23)"
1.05,"(28, 25)"
1.05,"(29, 23)"
1.05,"(29, 25)"
1.05,"(30, 23)"
1.05,"(30, 25)"
1.05,"(31, 23)"
1.05,"(31, 25)"
1.1,"(9, 22)"
1.1,"(9, 26)"
1.1,"(10, 22)"
1.1,"(10, 26)"
1.1,"(11, 22)"
1.1,"(11, 26)"
1.1,"(12, 22)"
1.1,"(12, 26)"
1.1,"(13, 22)"
1.1,"(13, 26)"
1.1,"(14, 22)"
1.1,"(14, 26)"
1.1,"(15, 22)"
1.1,"(15, 26)"
1.1,"(16, 22)"
1.1,"(16, 26)"
1.1,"(17, 22)"
1.1,"(17, 26)"
1.1,"(18, 22)"
1.1,"(18, 26)"
1.1,"(19, 22)"
1.1,"(19, 26)"
1.1,"(20, 22)"
1.1,"(20, 26)"
1.1,"(21, 22)"
1.1,"(21, 26)"
1.1,"(22, 22)"
1.1,"(22, 26)"
1.1,"(23, 22)"
1.1,"(23, 26)"
1.1,"(24, 22)"
1.1,"(24, 26)"
1.1,"(25, 22)"
1.1,"(25, 26)"
1.1,"(26, 22)"
1.1,"(26, 26)"
1.1,"(27, 22)"
1.1,"(27, 26)"
1.1,"(28, 22)"
1.1,"(28, 26)"
1.1,"(29, 22)"
1.1,"(29, 26)"
1.1,"(30, 22)"
1.1,"(30, 26)"
1.1,"(31, 22)"
1.1,"(31, 26)"
1.15,"(9, 21)"
1.15,"(9, 27)"
1.15,"(10, 21)"
1.15,"(10, 27)"
1.15,"(11, 21)"
1.15,"(11, 27)"
1.15,"(12, 21)"
1.15,"(12, 27)"
1.15,"(13, 21)"
1.15,"(13, 27)"
1.15,"(14, 21)"
1.15,"(14, 27)"
1.15,"(15, 21)"
1.15,"(15, 27)"
1.15,"(16, 21)"
1.15,"(16, 27)"
1.15,"(17, 21)"
1.15,"(17, 27)"
1.15,"(18, 21)"
1.15,"(18, 27)"
1.15,"(19, 21)"
1.15,"(19, 27)"
1.15,"(20, 21)"
1.15,"(20, 27)"
1.15,"(21, 21)"
1.15,"(21, 27)"
1.15,"(22, 21)"
1.15,"(22, 27)"
1.15,"(23, 21)"
1.15,"(23, 27)"
1.15,"(24, 21)"
1.15,"(24, 27)"
1.15,"(25, 21)"
1.15,"(25, 27)"
1.15,"(26, 21)"
1.15,"(26, 27)"
1.15,"(27, 21)"
1.15,"(27, 27)"
1.15,"(28, 21)"
1.15,"(28, 27)"
1.15,"(29, 21)"
1.15,"(29, 27)"
1.15,"(30, 21)"
1.15,"(30, 27)"
1.15,"(31, 21)"
1.15,"(31, 27)"
1.21,"(9, 20)"
1.21,"(9, 28)"
1.21,"(10, 20)"
1.21,"(10, 28)"
1.21,"(11, 20)"
1.21,"(11, 28)"
1.21,"(12, 20)"
1.21,"(12, 28)"
1.21,"(13, 20)"
1.21,"(13, 28)"
1.21,"(14, 20)"
1.21,"(14, 28)"
1.21,"(15, 20)"
1.21,"(15, 28)"
1.21,"(16, 20)"
1.21,"(16, 28)"
1.21,"(17, 20)"
1.21,"(17, 28)"
1.21,"(18, 20)"
1.21,"(18, 28)"
1.21,"(19, 20)"
1.21,"(19, 28)"
1.21,"(20, 20)"
1.21,"(20, 28)"
1.21,"(21, 20)"
1.21,"(21, 28)"
1.21,"(22, 20)"
1.21,"(22, 28)"
1.21,"(23, 20)"
1.21,"(23, 28)"
1.21,"(24, 20)"
1.21,"(24, 28)"
1.21,"(25, 20)"
1.21,"(25, 28)"
1.21,"(26, 20)"
1.21,"(26, 28)"
1.21,"(27, 20)"
1.21,"(27, 28)"
1.21,"(28, 20)"
1.21,"(28, 28)"
1.21,"(29, 20)"
1.21,"(29, 28)"
1.21,"(30, 20)"
1.21,"(30, 28)"
1.21,"(31, 20)"
1.21,"(31, 28)"
1.26,"(9, 19)"
1.26,"(9, 29)"
1.26,"(10, 19)"
1.26,"(10, 29)"
1.26,"(11, 19)"
1.26,"(11, 29)"
