deviation_factor,midpoint
1.0,"(9, 18)"
1.0,"(9, 19)"
1.0,"(9, 20)"
1.0,"(10, 18)"
1.0,"(10, 19)"
1.0,"(10, 20)"
1.0,"(11, 18)"
1.0,"(11, 19)"
1.0,"(11, 20)"
1.0,"(12, 18)"
1.0,"(12, 19)"
1.0,"(12, 20)"
1.0,"(13, 18)"
1.0,"(13, 19)"
1.0,"(13, 20)"
1.0,"(14, 18)"
1.0,"(14, 19)"
1.0,"(14, 20)"
1.0,"(15, 18)"
1.0,"(15, 19)"
1.0,"(15, 20)"
1.0,"(16, 18)"
1.0,"(16, 19)"
1.0,"(16, 20)"
1.0,"(17, 18)"
1.0,"(17, 19)"
1.0,"(17, 20)"
1.0,"(18, 18)"
1.0,"(18, 19)"
1.0,"(18, 20)"
1.0,"(19, 18)"
1.0,"(19, 19)"
1.0,"(19, 20)"
1.0,"(20, 18)"
1.0,"(20, 19)"
1.0,"(20, 20)"
1.0,"(21, 18)"
1.0,"(21, 19)"
1.0,"(21, 20)"
1.0,"(22, 18)"
1.0,"(22, 19)"
1.0,"(22, 20)"
1.0,"(23, 18)"
1.0,"(23, 19)"
1.0,"(23, 20)"
1.0,"(24, 18)"
1.0,"(24, 19)"
1.0,"(24, 20)"
1.0,"(25, 18)"
1.0,"(25, 19)"
1.0,"(25, 20)"
1.0,"(26, 18)"
1.0,"(26, 19)"
1.0,"(26, 20)"
1.0,"(27, 18)"
1.0,"(27, 19)"
1.0,"(27, 20)"
1.0,"(28, 18)"
1.0,"(28, 19)"
1.0,"(28, 20)"
1.0,"(29, 18)"
1.0,"(29, 19)"
1.0,"(29, 20)"
1.0,"(30, 18)"
1.0,"(30, 19)"
1.0,"(30, 20)"
1.0,"(31, 18)"
1.0,"(31, 19)"
1.0,"(31, 20)"
1.05,"(9, 17)"
1.05,"(9, 21)"
1.05,"(10, 17)"
1.05,"(10, 21)"
1.05,"(11, 17)"
1.05,"(11, 21)"
1.05,"(12, 17)"
1.05,"(12, 21)"
1.05,"(13, 17)"
1.05,"(13, 21)"
1.05,"(14, 17)"
1.05,"(14, 21)"
1.05,"(15, 17)"
1.05,"(15, 21)"
1.05,"(16, 17)"
1.05,"(16, 21)"
1.05,"(17, 17)"
1.05,"(17, 21)"
1.05,"(18, 17)"
1.05,"(18, 21)"
1.05,"(19, 17)"
1.05,"(19, 21)"
1.05,"(20, 17)"
1.05,"(20, 21)"
1.05,"(21, 17)"
1.05,"(21, 21)"
1.05,"(22, 17)"
1.05,"(22, 21)"
1.05,"(23, 17)"
1.05,"(23, 21)"
1.05,"(24, 17)"
1.05,"(24, 21)"
1.05,"(25, 17)"
1.05,"(25, 21)"
1.05,"(26, 17)"
1.05,"(26, 21)"
1.05,"(27, 17)"
1.05,"(27, 21)"
1.05,"(28, 17)"
1.05,"(28, 21)"
1.05,"(29, 17)"
1.05,"(29, 21)"
1.05,"(30, 17)"
1.05,"(30, 21)"
1.05,"(31, 17)"
1.05,"(31, 21)"
1.1,"(9, 16)"
1.1,"(9, 22)"
1.1,"(10, 16)"
1.1,"(10, 22)"
1.1,"(11, 16)"
1.1,"(11, 22)"
1.1,"(12, 16)"
1.1,"(12, 22)"
1.1,"(13, 16)"
1.1,"(13, 22)"
1.1,"(14, 16)"
1.1,"(14, 22)"
1.1,"(15, 16)"
1.1,"(15, 22)"
1.1,"(16, 16)"
1.1,"(16, 22)"
1.1,"(17, 16)"
1.1,"(17, 22)"
1.1,"(18, 16)"
1.1,"(18, 22)"
1.1,"(19, 16)"
1.1,"(19, 22)"
1.1,"(20, 16)"
1.1,"(20, 22)"
1.1,"(21, 16)"
1.1,"(21, 22)"
1.1,"(22, 16)"
1.1,"(22, 22)"
1.1,"(23, 16)"
1.1,"(23, 22)"
1.1,"(24, 16)"
1.1,"(24, 22)"
1.1,"(25, 16)"
1.1,"(25, 22)"
1.1,"(26, 16)"
1.1,"(26, 22)"
1.1,"(27, 16)"
1.1,"(27, 22)"
1.1,"(28, 16)"
1.1,"(28, 22)"
1.1,"(29, 16)"
1.1,"(29, 22)"
1.1,"(30, 16)"
1.1,"(30, 22)"
1.1,"(31, 16)"
1.1,"(31, 22)"
1.15,"(9, 15)"
1.15,"(9, 23)"
1.15,"(10, 15)"
1.15,"(10, 23)"
1.15,"(11, 15)"
1.15,"(11, 23)"
1.15,"(12, 15)"
1.15,"(12, 23)"
1.15,"(13, 15)"
1.15,"(13, 23)"
1.15,"(14, 15)"
1.15,"(14, 23)"
1.15,"(15, 15)"
1.15,"(15, 23)"
1.15,"(16, 15)"
