deviation_factor,midpoint
1.0,"(9, 20)"
1.0,"(10, 20)"
1.0,"(11, 20)"
1.0,"(12, 20)"
1.0,"(13, 20)"
1.0,"(14, 20)"
1.0,"(15, 20)"
1.0,"(16, 20)"
1.0,"(17, 20)"
1.0,"(18, 20)"
1.0,"(19, 20)"
1.0,"(20, 20)"
1.0,"(21, 20)"
1.0,"(22, 20)"
1.0,"(23, 20)"
1.0,"(24, 20)"
1.0,"(25, 20)"
1.0,"(26, 20)"
1.0,"(27, 20)"
1.0,"(28, 20)"
1.0,"(29, 20)"
1.0,"(30, 20)"
1.0,"(31, 20)"
1.05,"(9, 19)"
1.05,"(9, 21)"
1.05,"(10, 19)"
1.05,"(10, 21)"
1.05,"(11, 19)"
1.05,"(11, 21)"
1.05,"(12, 19)"
1.05,"(12, 21)"
1.05,"(13, 19)"
1.05,"(13, 21)"
1.05,"(14, 19)"
1.05,"(14, 21)"
1.05,"(15, 19)"
1.05,"(15, 21)"
1.05,"(16, 19)"
1.05,"(16, 21)"
1.05,"(17, 19)"
1.05,"(17, 21)"
1.05,"(18, 19)"
1.05,"(18, 21)"
1.05,"(19, 19)"
1.05,"(19, 21)"
1.05,"(20, 19)"
1.05,"(20, 21)"
1.05,"(21, 19)"
1.05,"(21, 21)"
1.05,"(22, 19)"
1.05,"(22, 21)"
1.05,"(23, 19)"
1.05,"(23, 21)"
1.05,"(24, 19)"
1.05,"(24, 21)"
1.05,"(25, 19)"
1.05,"(25, 21)"
1.05,"(26, 19)"
1.05,"(26, 21)"
1.05,"(27, 19)"
1.05,"(27, 21)"
1.05,"(28, 19)"
1.05,"(28, 21)"
1.05,"(29, 19)"
1.05,"(29, 21)"
1.05,"(30, 19)"
1.05,"(30, 21)"
1.05,"(31, 19)"
1.05,"(31, 21)"
1.1,"(9, 18)"
1.1,"(9, 22)"
1.1,"(10, 18)"
1.1,"(10, 22)"
1.1,"(11, 18)"
1.1,"(11, 22)"
1.1,"(12, 18)"
1.1,"(12, 22)"
1.1,"(13, 18)"
1.1,"(13, 22)"
1.1,"(14, 18)"
1.1,"(14, 22)"
1.1,"(15, 18)"
1.1,"(15, 22)"
1.1,"(16, 18)"
1.1,"(16, 22)"
1.1,"(17, 18)"
1.1,"(17, 22)"
1.1,"(18, 18)"
1.1,"(18, 22)"
1.1,"(19, 18)"
1.1,"(19, 22)"
1.1,"(20, 18)"
1.1,"(20, 22)"
1.1,"(21, 18)"
1.1,"(21, 22)"
1.1,"(22, 18)"
1.1,"(22, 22)"
1.1,"(23, 18)"
1.1,"(23, 22)"
1.1,"(24, 18)"
1.1,"(24, 22)"
1.1,"(25, 18)"
1.1,"(25, 22)"
1.1,"(26, 18)"
1.1,"(26, 22)"
1.1,"(27, 18)"
1.1,"(27, 22)"
1.1,"(28, 18)"
1.1,"(28, 22)"
1.1,"(29, 18)"
1.1,"(29, 22)"
1.1,"(30, 18)"
1.1,"(30, 22)"
1.1,"(31, 18)"
1.1,"(31, 22)"
1.15,"(9, 17)"
1.15,"(9, 23)"
1.15,"(10, 17)"
1.15,"(10, 23)"
1.15,"(11, 17)"
1.15,"(11, 23)"
1.15,"(12, 17)"
1.15,"(12, 23)"
1.15,"(13, 17)"
1.15,"(13, 23)"
1.15,"(14, 17)"
1.15,"(14, 23)"
1.15,"(15, 17)"
1.15,"(15, 23)"
1.15,"(16, 17)"
1.15,"(16, 23)"
1.15,"(17, 17)"
1.15,"(17, 23)"
1.15,"(18, 17)"
1.15,"(18, 23)"
1.15,"(19, 17)"
1.15,"(19, 23)"
1.15,"(20, 17)"
1.15,"(20, 23)"
1.15,"(21, 17)"
1.15,"(21, 23)"
1.15,"(22, 17)"
1.15,"(22, 23)"
1.15,"(23, 17)"
1.15,"(23, 23)"
1.15,"(24, 17)"
1.15,"(24, 23)"
1.15,"(25, 17)"
1.15,"(25, 23)"
1.15,"(26, 17)"
1.15,"(26, 23)"
1.15,"(27, 17)"
1.15,"(27, 23)"
1.15,"(28, 17)"
1.15,"(28, 23)"
1.15,"(29, 17)"
1.15,"(29, 23)"
1.15,"(30, 17)"
1.15,"(30, 23)"
1.15,"(31, 17)"
1.15,"(31, 23)"
1.21,"(9, 16)"
1.21,"(9, 24)"
1.21,"(10, 16)"
1.21,"(10, 24)"
1.21,"(11, 16)"
1.21,"(11, 24)"
1.21,"(12, 16)"
1.21,"(12, 24)"
1.21,"(13, 16)"
1.21,"(13, 24)"
1.21,"(14, 16)"
1.21,"(14, 24)"
1.21,"(15, 16)"
1.21,"(15, 24)"
1.21,"(16, 16)"
1.21,"(16, 24)"
1.21,"(17, 16)"
1.21,"(17, 24)"
1.21,"(18, 16)"
1.21,"(18, 24)"
1.21,"(19, 16)"
1.21,"(19, 24)"
1.21,"(20, 16)"
1.21,"(20, 24)"
1.21,"(21, 16)"
1.21,"(21, 24)"
1.21,"(22, 16)"
1.21,"(22, 24)"
1.21,"(23, 16)"
1.21,"(23, 24)"
1.21,"(24, 16)"
1.21,"(24, 24)"
1.21,"(25, 16)"
1.21,"(25, 24)"
1.21,"(26, 16)"
1.21,"(26, 24)"
1.21,"(27, 16)"
1.21,"(27, 24)"
1.21,"(28, 16)"
1.21,"(28, 24)"
1.21,"(29, 16)"
1.21,"(29, 24)"
1.21,"(30, 16)"
1.21,"(30, 24)"
1.21,"(31, 16)"
1.21,"(31, 24)"
1.26,"(9, 15)"
1.26,"(9, 25)"
1.26,"(10, 15)"
1.26,"(10, 25)"
1.26,"(11, 15)"
1.26,"(11, 25)"
1.26,"(12, 15)"
1.26,"(12, 25)"
1.26,"(13, 15)"
1.26,"(13, 25)"
1.26,"(14, 15)"
1.26,"(14, 25)"
1.26,"(15, 15)"
1.26,"(15, 25)"
1.26,"(16, 15)"
1.26,"(16, 25)"
1.26,"(17, 15)"
1.26,"(17, 25)"
1.26,"(18, 15)"
1.26,"(18, 25)"
1.26,"(19, 15)"
1.26,"(19, 25)"
1.26,"(20, 15)"
1.26,"(20, 25)"
1.26,"(21, 15)"
1.26,"(21, 25)"
1.26,"(22, 15)"
1.26,"(22, 25)"
1.26,"(23, 15)"
1.26,"(23, 25)"
1.26,"(24, 15)"
1.26,"(24, 25)"
1.26,"(25, 15)"
1.26,"(25, 25)"
1.26,"(26, 15)"
1.26,"(26, 25)"
1.26,"(27, 15)"
1.26,"(27, 25)"
1.26,"(28, 15)"
1.26,"(28, 25)"
1.26,"(29, 15)"
1.26,"(29, 25)"
1.26,"(30, 15)"
1.26,"(30, 25)"
1.26,"(31, 15)"
1.26,"(31, 25)"
1.31,"(9, 14)"
1.31,"(9, 26)"
1.31,"(10, 14)"
1.31,"(10, 26)"
1.31,"(11, 14)"
1.31,"(11, 26)"
1.31,"(12, 14)"
1.31,"(12, 26)"
1.31,"(13, 14)"
1.31,"(13, 26)"
1.31,"(14, 14)"
1.31,"(14, 26)"
1.31,"(15, 14)"
1.31,"(15, 26)"
1.31,"(16, 14)"
1.31,"(16, 26)"
1.31,"(17, 14)"
1.31,"(17, 26)"
1.31,"(18, 14)"
1.31,"(18, 26)"
1.31,"(19, 14)"
1.31,"(19, 26)"
1.31,"(20, 14)"
1.31,"(20, 26)"
1.31,"(21, 14)"
1.31,"(21, 26)"
1.31,"(22, 14)"
1.31,"(22, 26)"
1.31,"(23, 14)"
1.31,"(23, 26)"
1.31,"(24, 14)"
1.31,"(24, 26)"
1.31,"(25, 14)"
1.31,"(25, 26)"
1.31,"(26, 14)"
1.31,"(26, 26)"
1.31,"(27, 14)"
1.31,"(27, 26)"
1.31,"(28, 14)"
1.31,"(28, 26)"
1.31,"(29, 14)"
1.31,"(29, 26)"
1.31,"(30, 14)"
1.31,"(30, 26)"
1.31,"(31, 14)"
1.31,"(31, 26)"
1.36,"(9, 13)"
1.36,"(9, 27)"
1.36,"(10, 13)"
1.36,"(10, 27)"
1.36,"(11, 13)"
1.36,"(11, 27)"
1.36,"(12, 13)"
1.36,"(12, 27)"
1.36,"(13, 13)"
1.36,"(13, 27)"
1.36,"(14, 13)"
1.36,"(14, 27)"
1.36,"(15, 13)"
1.36,"(15, 27)"
1.36,"(16, 13)"
1.36,"(16, 27)"
1.36,"(17, 13)"
1.36,"(17, 27)"
1.36,"(18, 13)"
1.36,"(18, 27)"
1.36,"(19, 13)"
1.36,"(19, 27)"
1.36,"(20, 13)"
1.36,"(20, 27)"
1.36,"(21, 13)"
1.36,"(21, 27)"
1.36,"(22, 13)"
1.36,"(22, 27)"
1.36,"(23, 13)"
1.36,"(23, 27)"
1.36,"(24, 13)"
1.36,"(24, 27)"
1.36,"(25, 13)"
1.36,"(25, 27)"
1.36,"(26, 13)"
1.36,"(26, 27)"
1.36,"(27, 13)"
1.36,"(27, 27)"
