deviation_factor,midpoint
1.0,"(9, 30)"
1.0,"(10, 30)"
1.0,"(11, 30)"
1.0,"(12, 30)"
1.0,"(13, 30)"
1.0,"(14, 30)"
1.0,"(15, 30)"
1.0,"(16, 30)"
1.0,"(17, 30)"
1.0,"(18, 30)"
1.0,"(19, 30)"
1.0,"(20, 30)"
1.0,"(21, 30)"
1.0,"(22, 30)"
1.0,"(23, 30)"
1.0,"(24, 30)"
1.0,"(25, 30)"
1.0,"(26, 30)"
1.0,"(27, 30)"
1.0,"(28, 30)"
1.0,"(29, 30)"
1.0,"(30, 30)"
1.0,"(31, 30)"
1.05,"(9, 29)"
1.05,"(9, 31)"
1.05,"(10, 29)"
1.05,"(10, 31)"
1.05,"(11, 29)"
1.05,"(11, 31)"
1.05,"(12, 29)"
1.05,"(12, 31)"
1.05,"(13, 29)"
1.05,"(13, 31)"
1.05,"(14, 29)"
1.05,"(14, 31)"
1.05,"(15, 29)"
1.05,"(15, 31)"
1.05,"(16, 29)"
1.05,"(16, 31)"
1.05,"(17, 29)"
1.05,"(17, 31)"
1.05,"(18, 29)"
1.05,"(18, 31)"
1.05,"(19, 29)"
1.05,"(19, 31)"
1.05,"(20, 29)"
1.05,"(20, 31)"
1.05,"(21, 29)"
1.05,"(21, 31)"
1.05,"(22, 29)"
1.05,"(22, 31)"
1.05,"(23, 29)"
1.05,"(23, 31)"
1.05,"(24, 29)"
1.05,"(24, 31)"
1.05,"(25, 29)"
1.05,"(25, 31)"
1.05,"(26, 29)"
1.05,"(26, 31)"
1.05,"(27, 29)"
1.05,"(27, 31)"
1.05,"(28, 29)"
1.05,"(28, 31)"
1.05,"(29, 29)"
1.05,"(29, 31)"
1.05,"(30, 29)"
1.05,"(30, 31)"
1.05,"(31, 29)"
1.05,"(31, 31)"
1.1,"(9, 28)"
1.1,"(9, 32)"
1.1,"(10, 28)"
1.1,"(10, 32)"
1.1,"(11, 28)"
1.1,"(11, 32)"
1.1,"(12, 28)"
1.1,"(12, 32)"
1.1,"(13, 28)"
1.1,"(13, 32)"
1.1,"(14, 28)"
1.1,"(14, 32)"
1.1,"(15, 28)"
1.1,"(15, 32)"
1.1,"(16, 28)"
1.1,"(16, 32)"
1.1,"(17, 28)"
1.1,"(17, 32)"
1.1,"(18, 28)"
1.1,"(18, 32)"
1.1,"(19, 28)"
1.1,"(19, 32)"
1.1,"(20, 28)"
1.1,"(20, 32)"
1.1,"(21, 28)"
1.1,"(21, 32)"
1.1,"(22, 28)"
1.1,"(22, 32)"
1.1,"(23, 28)"
1.1,"(23, 32)"
1.1,"(24, 28)"
1.1,"(24, 32)"
1.1,"(25, 28)"
1.1,"(25, 32)"
1.1,"(26, 28)"
1.1,"(26, 32)"
1.1,"(27, 28)"
1.1,"(27, 32)"
1.1,"(28, 28)"
1.1,"(28, 32)"
1.1,"(29, 28)"
1.1,"(29, 32)"
1.1,"(30, 28)"
1.1,"(30, 32)"
1.1,"(31, 28)"
1.1,"(31, 32)"
1.15,"(9, 27)"
1.15,"(9, 33)"
1.15,"(10, 27)"
1.15,"(10, 33)"
1.15,"(11, 27)"
1.15,"(11, 33)"
1.15,"(12, 27)"
1.15,"(12, 33)"
1.15,"(13, 27)"
1.15,"(13, 33)"
1.15,"(14, 27)"
1.15,"(14, 33)"
1.15,"(15, 27)"
1.15,"(15, 33)"
1.15,"(16, 27)"
1.15,"(16, 33)"
1.15,"(17, 27)"
1.15,"(17, 33)"
1.15,"(18, 27)"
1.15,"(18, 33)"
1.15,"(19, 27)"
1.15,"(19, 33)"
1.15,"(20, 27)"
1.15,"(20, 33)"
1.15,"(21, 27)"
1.15,"(21, 33)"
1.15,"(22, 27)"
1.15,"(22, 33)"
1.15,"(23, 27)"
1.15,"(23, 33)"
1.15,"(24, 27)"
1.15,"(24, 33)"
1.15,"(25, 27)"
1.15,"(25, 33)"
1.15,"(26, 27)"
1.15,"(26, 33)"
1.15,"(27, 27)"
1.15,"(27, 33)"
1.15,"(28, 27)"
1.15,"(28, 33)"
1.15,"(29, 27)"
1.15,"(29, 33)"
1.15,"(30, 27)"
1.15,"(30, 33)"
1.15,"(31, 27)"
1.15,"(31, 33)"
1.21,"(9, 26)"
1.21,"(9, 34)"
1.21,"(10, 26)"
1.21,"(10, 34)"
1.21,"(11, 26)"
1.21,"(11, 34)"
1.21,"(12, 26)"
1.21,"(12, 34)"
1.21,"(13, 26)"
1.21,"(13, 34)"
1.21,"(14, 26)"
1.21,"(14, 34)"
1.21,"(15, 26)"
1.21,"(15, 34)"
1.21,"(16, 26)"
1.21,"(16, 34)"
1.21,"(17, 26)"
1.21,"(17, 34)"
1.21,"(18, 26)"
1.21,"(18, 34)"
1.21,"(19, 26)"
1.21,"(19, 34)"
1.21,"(20, 26)"
1.21,"(20, 34)"
1.21,"(21, 26)"
1.21,"(21, 34)"
1.21,"(22, 26)"
1.21,"(22, 34)"
1.21,"(23, 26)"
1.21,"(23, 34)"
1.21,"(24, 26)"
1.21,"(24, 34)"
1.21,"(25, 26)"
1.21,"(25, 34)"
1.21,"(26, 26)"
1.21,"(26, 34)"
1.21,"(27, 26)"
1.21,"(27, 34)"
1.21,"(28, 26)"
1.21,"(28, 34)"
1.21,"(29, 26)"
1.21,"(29, 34)"
1.21,"(30, 26)"
1.21,"(30, 34)"
1.21,"(31, 26)"
1.21,"(31, 34)"
1.26,"(9, 25)"
1.26,"(9, 35)"
1.26,"(10, 25)"
1.26,"(10, 35)"
1.26,"(11, 25)"
1.26,"(11, 35)"
1.26,"(12, 25)"
1.26,"(12, 35)"
1.26,"(13, 25)"
1.26,"(13, 35)"
1.26,"(14, 25)"
1.26,"(14, 35)"
1.26,"(15, 25)"
1.26,"(15, 35)"
1.26,"(16, 25)"
1.26,"(16, 35)"
1.26,"(17, 25)"
1.26,"(17, 35)"
1.26,"(18, 25)"
1.26,"(18, 35)"
1.26,"(19, 25)"
1.26,"(19, 35)"
1.26,"(20, 25)"
1.26,"(20, 35)"
1.26,"(21, 25)"
1.26,"(21, 35)"
1.26,"(22, 25)"
1.26,"(22, 35)"
1.26,"(23, 25)"
1.26,"(23, 35)"
1.26,"(24, 25)"
1.26,"(24, 35)"
1.26,"(25, 25)"
1.26,"(25, 35)"
1.26,"(26, 25)"
1.26,"(26, 35)"
1.26,"(27, 25)"
1.26,"(27, 35)"
1.26,"(28, 25)"
1.26,"(28, 35)"
1.26,"(29, 25)"
1.26,"(29, 35)"
1.26,"(30, 25)"
1.26,"(30, 35)"
1.26,"(31, 25)"
1.26,"(31, 35)"
1.31,"(9, 24)"
1.31,"(9, 36)"
1.31,"(10, 24)"
1.31,"(10, 36)"
1.31,"(11, 24)"
1.31,"(11, 36)"
1.31,"(12, 24)"
1.31,"(12, 36)"
1.31,"(13, 24)"
1.31,"(13, 36)"
1.31,"(14, 24)"
1.31,"(14, 36)"
1.31,"(15, 24)"
1.31,"(15, 36)"
1.31,"(16, 24)"
1.31,"(16, 36)"
1.31,"(17, 24)"
1.31,"(17, 36)"
1.31,"(18, 24)"
1.31,"(18, 36)"
1.31,"(19, 24)"
1.31,"(19, 36)"
1.31,"(20, 24)"
1.31,"(20, 36)"
1.31,"(21, 24)"
1.31,"(21, 36)"
1.31,"(22, 24)"
1.31,"(22, 36)"
1.31,"(23, 24)"
1.31,"(23, 36)"
1.31,"(24, 24)"
1.31,"(24, 36)"
1.31,"(25, 24)"
1.31,"(25, 36)"
1.31,"(26, 24)"
1.31,"(26, 36)"
1.31,"(27, 24)"
1.31,"(27, 36)"
1.31,"(28, 24)"
1.31,"(28, 36)"
1.31,"(29, 24)"
1.31,"(29, 36)"
1.31,"(30, 24)"
1.31,"(30, 36)"
1.31,"(31, 24)"
1.31,"(31, 36)"
1.36,"(9, 23)"
1.36,"(9, 37)"
1.36,"(10, 23)"
1.36,"(10, 37)"
1.36,"(11, 23)"
1.36,"(11, 37)"
1.36,"(12, 23)"
1.36,"(12, 37)"
1.36,"(13, 23)"
1.36,"(13, 37)"
1.36,"(14, 23)"
1.36,"(14, 37)"
1.36,"(15, 23)"
1.36,"(15, 37)"
1.36,"(16, 23)"
1.36,"(16, 37)"
1.36,"(17, 23)"
1.36,"(17, 37)"
1.36,"(18, 23)"
1.36,"(18, 37)"
1.36,"(19, 23)"
1.36,"(19, 37)"
1.36,"(20, 23)"
1.36,"(20, 37)"
1.36,"(21, 23)"
1.36,"(21, 37)"
1.36,"(22, 23)"
1.36,"(22, 37)"
1.36,"(23, 23)"
1.36,"(23, 37)"
1.36,"(24, 23)"
1.36,"(24, 37)"
1.36,"(25, 23)"
1.36,"(25, 37)"
1.36,"(26, 23)"
1.36,"(26, 37)"
1.36,"(27, 23)"
1.36,"(27, 37)"
1.36,"(28, 23)"
1.36,"(28, 37)"
1.36,"(29, 23)"
1.36,"(29, 37)"
1.36,"(30, 23)"
1.36,"(30, 37)"
1.36,"(31, 23)"
1.36,"(31, 37)"
1.41,"(9, 22)"
1.41,"(9, 38)"
1.41,"(10, 22)"
1.41,"(10, 38)"
1.41,"(11, 22)"
1.41,"(11, 38)"
1.41,"(12, 22)"
1.41,"(12, 38)"
1.41,"(13, 22)"
1.41,"(13, 38)"
1.41,"(14, 22)"
1.41,"(14, 38)"
1.41,"(15, 22)"
1.41,"(15, 38)"
1.41,"(16, 22)"
1.41,"(16, 38)"
1.41,"(17, 22)"
1.41,"(17, 38)"
1.41,"(18, 22)"
1.41,"(18, 38)"
1.41,"(19, 22)"
1.41,"(19, 38)"
1.41,"(20, 22)"
1.41,"(20, 38)"
1.41,"(21, 22)"
1.41,"(21, 38)"
1.41,"(22, 22)"
1.41,"(22, 38)"
1.41,"(23, 22)"
1.41,"(23, 38)"
1.41,"(24, 22)"
1.41,"(24, 38)"
1.41,"(25, 22)"
1.41,"(25, 38)"
1.41,"(26, 22)"
1.41,"(26, 38)"
1.41,"(27, 22)"
1.41,"(27, 38)"
1.41,"(28, 22)"
1.41,"(28, 38)"
1.41,"(29, 22)"
1.41,"(29, 38)"
1.41,"(30, 22)"
1.41,"(30, 38)"
1.41,"(31, 22)"
1.41,"(31, 38)"
1.46,"(9, 21)"
1.46,"(9, 39)"
1.46,"(10, 21)"
1.46,"(10, 39)"
1.46,"(11, 21)"
1.46,"(11, 39)"
1.46,"(12, 21)"
1.46,"(12, 39)"
1.46,"(13, 21)"
1.46,"(13, 39)"
1.46,"(14, 21)"
1.46,"(14, 39)"
1.46,"(15, 21)"
1.46,"(15, 39)"
1.46,"(16, 21)"
1.46,"(16, 39)"
1.46,"(17, 21)"
1.46,"(17, 39)"
1.46,"(18, 21)"
1.46,"(18, 39)"
