deviation_factor,midpoint
1.0,"(5, 8)"
1.0,"(5, 9)"
1.0,"(5, 10)"
1.0,"(5, 11)"
1.0,"(5, 12)"
1.0,"(6, 8)"
1.0,"(6, 9)"
1.0,"(6, 10)"
1.0,"(6, 11)"
1.0,"(6, 12)"
1.0,"(7, 8)"
1.0,"(7, 9)"
1.0,"(7, 10)"
1.0,"(7, 11)"
1.0,"(7, 12)"
1.0,"(8, 8)"
1.0,"(8, 9)"
1.0,"(8, 10)"
1.0,"(8, 11)"
1.0,"(8, 12)"
1.0,"(9, 8)"
1.0,"(9, 9)"
1.0,"(9, 10)"
1.0,"(9, 11)"
1.0,"(9, 12)"
1.0,"(10, 8)"
1.0,"(10, 9)"
1.0,"(10, 10)"
1.0,"(10, 11)"
1.0,"(10, 12)"
1.0,"(11, 8)"
1.0,"(11, 9)"
1.0,"(11, 10)"
1.0,"(11, 11)"
1.0,"(11, 12)"
1.0,"(12, 8)"
1.0,"(12, 9)"
1.0,"(12, 10)"
1.0,"(12, 11)"
1.0,"(12, 12)"
1.0,"(13, 8)"
1.0,"(13, 9)"
1.0,"(13, 10)"
1.0,"(13, 11)"
1.0,"(13, 12)"
1.0,"(14, 8)"
1.0,"(14, 9)"
1.0,"(14, 10)"
1.0,"(14, 11)"
1.0,"(14, 12)"
1.0,"(15, 8)"
1.0,"(15, 9)"
1.0,"(15, 10)"
1.0,"(15, 11)"
1.0,"(15, 12)"
1.09,"(5, 7)"
1.09,"(5, 13)"
1.09,"(6, 7)"
1.09,"(6, 13)"
1.09,"(7, 7)"
1.09,"(7, 13)"
1.09,"(8, 7)"
1.09,"(8, 13)"
1.09,"(9, 7)"
1.09,"(9, 13)"
1.09,"(10, 7)"
1.09,"(10, 13)"
1.09,"(11, 7)"
1.09,"(11, 13)"
1.09,"(12, 7)"
1.09,"(12, 13)"
1.09,"(13, 7)"
1.09,"(13, 13)"
1.09,"(14, 7)"
1.09,"(14, 13)"
1.09,"(15, 7)"
1.09,"(15, 13)"
1.17,"(5, 6)"
1.17,"(5, 14)"
1.17,"(6, 6)"
1.17,"(6, 14)"
1.17,"(7, 6)"
1.17,"(7, 14)"
1.17,"(8, 6)"
1.17,"(8, 14)"
1.17,"(9, 6)"
1.17,"(9, 14)"
1.17,"(10, 6)"
1.17,"(10, 14)"
1.17,"(11, 6)"
1.17,"(11, 14)"
1.17,"(12, 6)"
1.17,"(12, 14)"
1.17,"(13, 6)"
1.17,"(13, 14)"
1.17,"(14, 6)"
1.17,"(14, 14)"
1.17,"(15, 6)"
1.17,"(15, 14)"
1.26,"(5, 5)"
1.26,"(5, 15)"
1.26,"(6, 5)"
1.26,"(6, 15)"
1.26,"(7, 5)"
1.26,"(7, 15)"
1.26,"(8, 5)"
1.26,"(8, 15)"
1.26,"(9, 5)"
1.26,"(9, 15)"
1.26,"(10, 5)"
1.26,"(10, 15)"
1.26,"(11, 5)"
1.26,"(11, 15)"
1.26,"(12, 5)"
1.26,"(12, 15)"
1.26,"(13, 5)"
1.26,"(13, 15)"
1.26,"(14, 5)"
1.26,"(14, 15)"
1.26,"(15, 5)"
1.26,"(15, 15)"
1.35,"(5, 4)"
1.35,"(5, 16)"
1.35,"(6, 4)"
1.35,"(6, 16)"
1.35,"(7, 4)"
1.35,"(7, 16)"
1.35,"(8, 4)"
1.35,"(8, 16)"
1.35,"(9, 4)"
1.35,"(9, 16)"
1.35,"(10, 4)"
1.35,"(10, 16)"
1.35,"(11, 4)"
1.35,"(11, 16)"
1.35,"(12, 4)"
1.35,"(12, 16)"
1.35,"(13, 4)"
1.35,"(13, 16)"
1.35,"(14, 4)"
1.35,"(14, 16)"
1.35,"(15, 4)"
1.35,"(15, 16)"
1.43,"(5, 3)"
1.43,"(5, 17)"
1.43,"(6, 3)"
1.43,"(6, 17)"
1.43,"(7, 3)"
1.43,"(7, 17)"
1.43,"(8, 3)"
1.43,"(8, 17)"
1.43,"(9, 3)"
1.43,"(9, 17)"
1.43,"(10, 3)"
1.43,"(10, 17)"
1.43,"(11, 3)"
1.43,"(11, 17)"
1.43,"(12, 3)"
1.43,"(12, 17)"
1.43,"(13, 3)"
1.43,"(13, 17)"
1.43,"(14, 3)"
1.43,"(14, 17)"
1.43,"(15, 3)"
1.43,"(15, 17)"
1.52,"(5, 2)"
1.52,"(5, 18)"
1.52,"(6, 2)"
1.52,"(6, 18)"
1.52,"(7, 2)"
1.52,"(7, 18)"
1.52,"(8, 2)"
1.52,"(8, 18)"
1.52,"(9, 2)"
1.52,"(9, 18)"
1.52,"(10, 2)"
1.52,"(10, 18)"
1.52,"(11, 2)"
1.52,"(11, 18)"
1.52,"(12, 2)"
1.52,"(12, 18)"
1.52,"(13, 2)"
1.52,"(13, 18)"
1.52,"(14, 2)"
1.52,"(14, 18)"
1.52,"(15, 2)"
1.52,"(15, 18)"
1.61,"(5, 1)"
1.61,"(5, 19)"
1.61,"(6, 1)"
1.61,"(6, 19)"
1.61,"(7, 1)"
1.61,"(7, 19)"
1.61,"(8, 1)"
1.61,"(8, 19)"
1.61,"(9, 1)"
1.61,"(9, 19)"
1.61,"(10, 1)"
1.61,"(10, 19)"
1.61,"(11, 1)"
1.61,"(11, 19)"
1.61,"(12, 1)"
1.61,"(12, 19)"
1.61,"(13, 1)"
1.61,"(13, 19)"
1.61,"(14, 1)"
1.61,"(14, 19)"
1.61,"(15, 1)"
1.61,"(15, 19)"
1.7,"(5, 0)"
1.7,"(6, 0)"
1.7,"(7, 0)"
1.7,"(8, 0)"
1.7,"(9, 0)"
1.7,"(10, 0)"
1.7,"(11, 0)"
1.7,"(12, 0)"
1.7,"(13, 0)"
1.7,"(14, 0)"
1.7,"(15, 0)"
