deviation_factor,midpoint
1.0,"(9, 36)"
1.0,"(10, 36)"
1.0,"(11, 36)"
1.0,"(12, 36)"
1.0,"(13, 36)"
1.0,"(14, 36)"
1.0,"(15, 36)"
1.0,"(16, 36)"
1.0,"(17, 36)"
1.0,"(18, 36)"
1.0,"(19, 36)"
1.0,"(20, 36)"
1.0,"(21, 36)"
1.0,"(22, 36)"
1.0,"(23, 36)"
1.0,"(24, 36)"
1.0,"(25, 36)"
1.0,"(26, 36)"
1.0,"(27, 36)"
1.0,"(28, 36)"
1.0,"(29, 36)"
1.0,"(30, 36)"
1.0,"(31, 36)"
1.05,"(9, 35)"
1.05,"(9, 37)"
1.05,"(10, 35)"
1.05,"(10, 37)"
1.05,"(11, 35)"
1.05,"(11, 37)"
1.05,"(12, 35)"
1.05,"(12, 37)"
1.05,"(13, 35)"
1.05,"(13, 37)"
1.05,"(14, 35)"
1.05,"(14, 37)"
1.05,"(15, 35)"
1.05,"(15, 37)"
1.05,"(16, 35)"
1.05,"(16, 37)"
1.05,"(17, 35)"
1.05,"(17, 37)"
1.05,"(18, 35)"
1.05,"(18, 37)"
1.05,"(19, 35)"
1.05,"(19, 37)"
1.05,"(20, 35)"
1.05,"(20, 37)"
1.05,"(21, 35)"
1.05,"(21, 37)"
1.05,"(22, 35)"
1.05,"(22, 37)"
1.05,"(23, 35)"
1.05,"(23, 37)"
1.05,"(24, 35)"
1.05,"(24, 37)"
1.05,"(25, 35)"
1.05,"(25, 37)"
1.05,"(26, 35)"
1.05,"(26, 37)"
1.05,"(27, 35)"
1.05,"(27, 37)"
1.05,"(28, 35)"
1.05,"(28, 37)"
1.05,"(29, 35)"
1.05,"(29, 37)"
1.05,"(30, 35)"
1.05,"(30, 37)"
1.05,"(31, 35)"
1.05,"(31, 37)"
1.1,"(9, 34)"
1.1,"(9, 38)"
1.1,"(10, 34)"
1.1,"(10, 38)"
1.1,"(11, 34)"
1.1,"(11, 38)"
1.1,"(12, 34)"
1.1,"(12, 38)"
1.1,"(13, 34)"
1.1,"(13, 38)"
1.1,"(14, 34)"
1.1,"(14, 38)"
1.1,"(15, 34)"
1.1,"(15, 38)"
1.1,"(16, 34)"
1.1,"(16, 38)"
1.1,"(17, 34)"
1.1,"(17, 38)"
1.1,"(18, 34)"
1.1,"(18, 38)"
1.1,"(19, 34)"
1.1,"(19, 38)"
1.1,"(20, 34)"
1.1,"(20, 38)"
1.1,"(21, 34)"
1.1,"(21, 38)"
1.1,"(22, 34)"
1.1,"(22, 38)"
1.1,"(23, 34)"
1.1,"(23, 38)"
1.1,"(24, 34)"
1.1,"(24, 38)"
1.1,"(25, 34)"
1.1,"(25, 38)"
1.1,"(26, 34)"
1.1,"(26, 38)"
1.1,"(27, 34)"
1.1,"(27, 38)"
1.1,"(28, 34)"
1.1,"(28, 38)"
1.1,"(29, 34)"
1.1,"(29, 38)"
1.1,"(30, 34)"
1.1,"(30, 38)"
1.1,"(31, 34)"
1.1,"(31, 38)"
1.15,"(9, 33)"
1.15,"(9, 39)"
1.15,"(10, 33)"
1.15,"(10, 39)"
1.15,"(11, 33)"
1.15,"(11, 39)"
1.15,"(12, 33)"
1.15,"(12, 39)"
1.15,"(13, 33)"
1.15,"(13, 39)"
1.15,"(14, 33)"
1.15,"(14, 39)"
1.15,"(15, 33)"
1.15,"(15, 39)"
1.15,"(16, 33)"
1.15,"(16, 39)"
1.15,"(17, 33)"
1.15,"(17, 39)"
1.15,"(18, 33)"
1.15,"(18, 39)"
1.15,"(19, 33)"
1.15,"(19, 39)"
1.15,"(20, 33)"
1.15,"(20, 39)"
1.15,"(21, 33)"
1.15,"(21, 39)"
1.15,"(22, 33)"
1.15,"(22, 39)"
1.15,"(23, 33)"
1.15,"(23, 39)"
1.15,"(24, 33)"
1.15,"(24, 39)"
1.15,"(25, 33)"
1.15,"(25, 39)"
1.15,"(26, 33)"
1.15,"(26, 39)"
1.15,"(27, 33)"
1.15,"(27, 39)"
1.15,"(28, 33)"
1.15,"(28, 39)"
1.15,"(29, 33)"
1.15,"(29, 39)"
1.15,"(30, 33)"
1.15,"(30, 39)"
1.15,"(31, 33)"
1.15,"(31, 39)"
1.21,"(9, 32)"
1.21,"(10, 32)"
1.21,"(11, 32)"
1.21,"(12, 32)"
1.21,"(13, 32)"
1.21,"(14, 32)"
1.21,"(15, 32)"
1.21,"(16, 32)"
1.21,"(17, 32)"
1.21,"(18, 32)"
1.21,"(19, 32)"
1.21,"(20, 32)"
1.21,"(21, 32)"
1.21,"(22, 32)"
1.21,"(23, 32)"
1.21,"(24, 32)"
1.21,"(25, 32)"
1.21,"(26, 32)"
1.21,"(27, 32)"
1.21,"(28, 32)"
1.21,"(29, 32)"
1.21,"(30, 32)"
1.21,"(31, 32)"
1.26,"(9, 31)"
1.26,"(10, 31)"
1.26,"(11, 31)"
1.26,"(12, 31)"
1.26,"(13, 31)"
1.26,"(14, 31)"
1.26,"(15, 31)"
1.26,"(16, 31)"
1.26,"(17, 31)"
1.26,"(18, 31)"
1.26,"(19, 31)"
1.26,"(20, 31)"
1.26,"(21, 31)"
1.26,"(22, 31)"
1.26,"(23, 31)"
1.26,"(24, 31)"
1.26,"(25, 31)"
1.26,"(26, 31)"
1.26,"(27, 31)"
1.26,"(28, 31)"
1.26,"(29, 31)"
1.26,"(30, 31)"
1.26,"(31, 31)"
1.31,"(9, 30)"
1.31,"(10, 30)"
1.31,"(11, 30)"
1.31,"(12, 30)"
1.31,"(13, 30)"
1.31,"(14, 30)"
1.31,"(15, 30)"
1.31,"(16, 30)"
1.31,"(17, 30)"
1.31,"(18, 30)"
1.31,"(19, 30)"
1.31,"(20, 30)"
1.31,"(21, 30)"
1.31,"(22, 30)"
1.31,"(23, 30)"
1.31,"(24, 30)"
1.31,"(25, 30)"
1.31,"(26, 30)"
1.31,"(27, 30)"
1.31,"(28, 30)"
1.31,"(29, 30)"
1.31,"(30, 30)"
1.31,"(31, 30)"
1.36,"(9, 29)"
1.36,"(10, 29)"
1.36,"(11, 29)"
1.36,"(12, 29)"
1.36,"(13, 29)"
1.36,"(14, 29)"
1.36,"(15, 29)"
1.36,"(16, 29)"
1.36,"(17, 29)"
1.36,"(18, 29)"
1.36,"(19, 29)"
1.36,"(20, 29)"
1.36,"(21, 29)"
1.36,"(22, 29)"
1.36,"(23, 29)"
1.36,"(24, 29)"
1.36,"(25, 29)"
1.36,"(26, 29)"
1.36,"(27, 29)"
1.36,"(28, 29)"
1.36,"(29, 29)"
1.36,"(30, 29)"
1.36,"(31, 29)"
1.41,"(9, 28)"
1.41,"(10, 28)"
1.41,"(11, 28)"
1.41,"(12, 28)"
1.41,"(13, 28)"
1.41,"(14, 28)"
1.41,"(15, 28)"
1.41,"(16, 28)"
1.41,"(17, 28)"
1.41,"(18, 28)"
1.41,"(19, 28)"
1.41,"(20, 28)"
1.41,"(21, 28)"
1.41,"(22, 28)"
1.41,"(23, 28)"
1.41,"(24, 28)"
1.41,"(25, 28)"
1.41,"(26, 28)"
1.41,"(27, 28)"
1.41,"(28, 28)"
1.41,"(29, 28)"
1.41,"(30, 28)"
1.41,"(31, 28)"
1.46,"(9, 27)"
1.46,"(10, 27)"
1.46,"(11, 27)"
1.46,"(12, 27)"
1.46,"(13, 27)"
1.46,"(14, 27)"
1.46,"(15, 27)"
1.46,"(16, 27)"
1.46,"(17, 27)"
1.46,"(18, 27)"
1.46,"(19, 27)"
1.46,"(20, 27)"
1.46,"(21, 27)"
1.46,"(22, 27)"
1.46,"(23, 27)"
1.46,"(24, 27)"
1.46,"(25, 27)"
1.46,"(26, 27)"
1.46,"(27, 27)"
1.46,"(28, 27)"
1.46,"(29, 27)"
1.46,"(30, 27)"
1.46,"(31, 27)"
1.51,"(9, 26)"
1.51,"(10, 26)"
1.51,"(11, 26)"
1.51,"(12, 26)"
1.51,"(13, 26)"
1.51,"(14, 26)"
1.51,"(15, 26)"
1.51,"(16, 26)"
1.51,"(17, 26)"
1.51,"(18, 26)"
1.51,"(19, 26)"
1.51,"(20, 26)"
1.51,"(21, 26)"
1.51,"(22, 26)"
1.51,"(23, 26)"
1.51,"(24, 26)"
1.51,"(25, 26)"
1.51,"(26, 26)"
1.51,"(27, 26)"
1.51,"(28, 26)"
1.51,"(29, 26)"
1.51,"(30, 26)"
1.51,"(31, 26)"
1.56,"(9, 25)"
1.56,"(10, 25)"
1.56,"(11, 25)"
1.56,"(12, 25)"
1.56,"(13, 25)"
1.56,"(14, 25)"
1.56,"(15, 25)"
1.56,"(16, 25)"
1.56,"(17, 25)"
1.56,"(18, 25)"
1.56,"(19, 25)"
1.56,"(20, 25)"
1.56,"(21, 25)"
1.56,"(22, 25)"
1.56,"(23, 25)"
1.56,"(24, 25)"
1.56,"(25, 25)"
1.56,"(26, 25)"
1.56,"(27, 25)"
1.56,"(28, 25)"
1.56,"(29, 25)"
1.56,"(30, 25)"
1.56,"(31, 25)"
1.62,"(9, 24)"
1.62,"(10, 24)"
1.62,"(11, 24)"
1.62,"(12, 24)"
1.62,"(13, 24)"
1.62,"(14, 24)"
1.62,"(15, 24)"
1.62,"(16, 24)"
1.62,"(17, 24)"
1.62,"(18, 24)"
1.62,"(19, 24)"
1.62,"(20, 24)"
1.62,"(21, 24)"
1.62,"(22, 24)"
1.62,"(23, 24)"
1.62,"(24, 24)"
1.62,"(25, 24)"
1.62,"(26, 24)"
1.62,"(27, 24)"
1.62,"(28, 24)"
1.62,"(29, 24)"
1.62,"(30, 24)"
1.62,"(31, 24)"
1.67,"(9, 23)"
1.67,"(10, 23)"
1.67,"(11, 23)"
1.67,"(12, 23)"
1.67,"(13, 23)"
1.67,"(14, 23)"
1.67,"(15, 23)"
1.67,"(16, 23)"
1.67,"(17, 23)"
1.67,"(18, 23)"
1.67,"(19, 23)"
1.67,"(20, 23)"
1.67,"(21, 23)"
1.67,"(22, 23)"
1.67,"(23, 23)"
1.67,"(24, 23)"
1.67,"(25, 23)"
1.67,"(26, 23)"
1.67,"(27, 23)"
1.67,"(28, 23)"
1.67,"(29, 23)"
1.67,"(30, 23)"
1.67,"(31, 23)"
