deviation_factor,midpoint
1.0,"(5, 8)"
1.0,"(5, 9)"
1.0,"(5, 10)"
1.0,"(6, 8)"
1.0,"(6, 9)"
1.0,"(6, 10)"
1.0,"(7, 8)"
1.0,"(7, 9)"
1.0,"(7, 10)"
1.0,"(8, 8)"
1.0,"(8, 9)"
1.0,"(8, 10)"
1.0,"(9, 8)"
1.0,"(9, 9)"
1.0,"(9, 10)"
1.0,"(10, 8)"
1.0,"(10, 9)"
1.0,"(10, 10)"
1.0,"(11, 8)"
1.0,"(11, 9)"
1.0,"(11, 10)"
1.0,"(12, 8)"
1.0,"(12, 9)"
1.0,"(12, 10)"
1.0,"(13, 8)"
1.0,"(13, 9)"
1.0,"(13, 10)"
1.0,"(14, 8)"
1.0,"(14, 9)"
1.0,"(14, 10)"
1.0,"(15, 8)"
1.0,"(15, 9)"
1.0,"(15, 10)"
1.1,"(5, 7)"
1.1,"(5, 11)"
1.1,"(6, 7)"
1.1,"(6, 11)"
1.1,"(7, 7)"
1.1,"(7, 11)"
1.1,"(8, 7)"
1.1,"(8, 11)"
1.1,"(9, 7)"
1.1,"(9, 11)"
1.1,"(10, 7)"
1.1,"(10, 11)"
1.1,"(11, 7)"
1.1,"(11, 11)"
1.1,"(12, 7)"
1.1,"(12, 11)"
1.1,"(13, 7)"
1.1,"(13, 11)"
1.1,"(14, 7)"
1.1,"(14, 11)"
1.1,"(15, 7)"
1.1,"(15, 11)"
1.19,"(5, 6)"
1.19,"(5, 12)"
1.19,"(6, 6)"
1.19,"(6, 12)"
1.19,"(7, 6)"
1.19,"(7, 12)"
1.19,"(8, 6)"
1.19,"(8, 12)"
1.19,"(9, 6)"
1.19,"(9, 12)"
1.19,"(10, 6)"
1.19,"(10, 12)"
1.19,"(11, 6)"
1.19,"(11, 12)"
1.19,"(12, 6)"
1.19,"(12, 12)"
1.19,"(13, 6)"
1.19,"(13, 12)"
1.19,"(14, 6)"
1.19,"(14, 12)"
1.19,"(15, 6)"
1.19,"(15, 12)"
1.29,"(5, 5)"
1.29,"(5, 13)"
1.29,"(6, 5)"
1.29,"(6, 13)"
1.29,"(7, 5)"
1.29,"(7, 13)"
1.29,"(8, 5)"
1.29,"(8, 13)"
1.29,"(9, 5)"
1.29,"(9, 13)"
1.29,"(10, 5)"
1.29,"(10, 13)"
1.29,"(11, 5)"
1.29,"(11, 13)"
1.29,"(12, 5)"
1.29,"(12, 13)"
1.29,"(13, 5)"
1.29,"(13, 13)"
1.29,"(14, 5)"
1.29,"(14, 13)"
1.29,"(15, 5)"
1.29,"(15, 13)"
1.38,"(5, 4)"
1.38,"(5, 14)"
1.38,"(6, 4)"
1.38,"(6, 14)"
1.38,"(7, 4)"
1.38,"(7, 14)"
1.38,"(8, 4)"
1.38,"(8, 14)"
1.38,"(9, 4)"
1.38,"(9, 14)"
1.38,"(10, 4)"
1.38,"(10, 14)"
1.38,"(11, 4)"
1.38,"(11, 14)"
1.38,"(12, 4)"
1.38,"(12, 14)"
1.38,"(13, 4)"
1.38,"(13, 14)"
1.38,"(14, 4)"
1.38,"(14, 14)"
1.38,"(15, 4)"
1.38,"(15, 14)"
1.48,"(5, 3)"
1.48,"(5, 15)"
1.48,"(6, 3)"
1.48,"(6, 15)"
1.48,"(7, 3)"
1.48,"(7, 15)"
1.48,"(8, 3)"
1.48,"(8, 15)"
1.48,"(9, 3)"
1.48,"(9, 15)"
1.48,"(10, 3)"
1.48,"(10, 15)"
1.48,"(11, 3)"
1.48,"(11, 15)"
1.48,"(12, 3)"
1.48,"(12, 15)"
1.48,"(13, 3)"
1.48,"(13, 15)"
1.48,"(14, 3)"
1.48,"(14, 15)"
1.48,"(15, 3)"
1.48,"(15, 15)"
1.57,"(5, 2)"
1.57,"(5, 16)"
1.57,"(6, 2)"
1.57,"(6, 16)"
1.57,"(7, 2)"
1.57,"(7, 16)"
1.57,"(8, 2)"
1.57,"(8, 16)"
1.57,"(9, 2)"
1.57,"(9, 16)"
1.57,"(10, 2)"
1.57,"(10, 16)"
1.57,"(11, 2)"
1.57,"(11, 16)"
1.57,"(12, 2)"
1.57,"(12, 16)"
1.57,"(13, 2)"
1.57,"(13, 16)"
1.57,"(14, 2)"
1.57,"(14, 16)"
1.57,"(15, 2)"
1.57,"(15, 16)"
1.67,"(5, 1)"
1.67,"(5, 17)"
1.67,"(6, 1)"
1.67,"(6, 17)"
1.67,"(7, 1)"
1.67,"(7, 17)"
1.67,"(8, 1)"
1.67,"(8, 17)"
1.67,"(9, 1)"
1.67,"(9, 17)"
1.67,"(10, 1)"
1.67,"(10, 17)"
1.67,"(11, 1)"
1.67,"(11, 17)"
1.67,"(12, 1)"
1.67,"(12, 17)"
1.67,"(13, 1)"
1.67,"(13, 17)"
1.67,"(14, 1)"
1.67,"(14, 17)"
1.67,"(15, 1)"
1.67,"(15, 17)"
