deviation_factor,midpoint
1.0,"(9, 30)"
1.0,"(9, 31)"
1.0,"(9, 32)"
1.0,"(10, 30)"
1.0,"(10, 31)"
1.0,"(10, 32)"
1.0,"(11, 30)"
1.0,"(11, 31)"
1.0,"(11, 32)"
1.0,"(12, 30)"
1.0,"(12, 31)"
1.0,"(12, 32)"
1.0,"(13, 30)"
1.0,"(13, 31)"
1.0,"(13, 32)"
1.0,"(14, 30)"
1.0,"(14, 31)"
1.0,"(14, 32)"
1.0,"(15, 30)"
1.0,"(15, 31)"
1.0,"(15, 32)"
1.0,"(16, 30)"
1.0,"(16, 31)"
1.0,"(16, 32)"
1.0,"(17, 30)"
1.0,"(17, 31)"
1.0,"(17, 32)"
1.0,"(18, 30)"
1.0,"(18, 31)"
1.0,"(18, 32)"
1.0,"(19, 30)"
1.0,"(19, 31)"
1.0,"(19, 32)"
1.0,"(20, 30)"
1.0,"(20, 31)"
1.0,"(20, 32)"
1.0,"(21, 30)"
1.0,"(21, 31)"
1.0,"(21, 32)"
1.0,"(22, 30)"
1.0,"(22, 31)"
1.0,"(22, 32)"
1.0,"(23, 30)"
1.0,"(23, 31)"
1.0,"(23, 32)"
1.0,"(24, 30)"
1.0,"(24, 31)"
1.0,"(24, 32)"
1.0,"(25, 30)"
1.0,"(25, 31)"
1.0,"(25, 32)"
1.0,"(26, 30)"
1.0,"(26, 31)"
1.0,"(26, 32)"
1.0,"(27, 30)"
1.0,"(27, 31)"
1.0,"(27, 32)"
1.0,"(28, 30)"
1.0,"(28, 31)"
1.0,"(28, 32)"
1.0,"(29, 30)"
1.0,"(29, 31)"
1.0,"(29, 32)"
1.0,"(30, 30)"
1.0,"(30, 31)"
1.0,"(30, 32)"
1.0,"(31, 30)"
1.0,"(31, 31)"
1.0,"(31, 32)"
1.05,"(9, 29)"
1.05,"(9, 33)"
1.05,"(10, 29)"
1.05,"(10, 33)"
1.05,"(11, 29)"
1.05,"(11, 33)"
1.05,"(12, 29)"
1.05,"(12, 33)"
1.05,"(13, 29)"
1.05,"(13, 33)"
1.05,"(14, 29)"
1.05,"(14, 33)"
1.05,"(15, 29)"
1.05,"(15, 33)"
1.05,"(16, 29)"
1.05,"(16, 33)"
1.05,"(17, 29)"
1.05,"(17, 33)"
1.05,"(18, 29)"
1.05,"(18, 33)"
1.05,"(19, 29)"
1.05,"(19, 33)"
1.05,"(20, 29)"
1.05,"(20, 33)"
1.05,"(21, 29)"
1.05,"(21, 33)"
1.05,"(22, 29)"
1.05,"(22, 33)"
1.05,"(23, 29)"
1.05,"(23, 33)"
1.05,"(24, 29)"
1.05,"(24, 33)"
1.05,"(25, 29)"
1.05,"(25, 33)"
1.05,"(26, 29)"
1.05,"(26, 33)"
1.05,"(27, 29)"
1.05,"(27, 33)"
1.05,"(28, 29)"
1.05,"(28, 33)"
1.05,"(29, 29)"
1.05,"(29, 33)"
1.05,"(30, 29)"
1.05,"(30, 33)"
1.05,"(31, 29)"
1.05,"(31, 33)"
1.1,"(9, 28)"
1.1,"(9, 34)"
1.1,"(10, 28)"
1.1,"(10, 34)"
1.1,"(11, 28)"
1.1,"(11, 34)"
1.1,"(12, 28)"
1.1,"(12, 34)"
1.1,"(13, 28)"
1.1,"(13, 34)"
1.1,"(14, 28)"
1.1,"(14, 34)"
1.1,"(15, 28)"
1.1,"(15, 34)"
1.1,"(16, 28)"
1.1,"(16, 34)"
1.1,"(17, 28)"
1.1,"(17, 34)"
1.1,"(18, 28)"
1.1,"(18, 34)"
1.1,"(19, 28)"
1.1,"(19, 34)"
1.1,"(20, 28)"
1.1,"(20, 34)"
1.1,"(21, 28)"
1.1,"(21, 34)"
1.1,"(22, 28)"
1.1,"(22, 34)"
1.1,"(23, 28)"
1.1,"(23, 34)"
1.1,"(24, 28)"
1.1,"(24, 34)"
1.1,"(25, 28)"
1.1,"(25, 34)"
1.1,"(26, 28)"
1.1,"(26, 34)"
1.1,"(27, 28)"
1.1,"(27, 34)"
1.1,"(28, 28)"
1.1,"(28, 34)"
1.1,"(29, 28)"
1.1,"(29, 34)"
1.1,"(30, 28)"
1.1,"(30, 34)"
1.1,"(31, 28)"
1.1,"(31, 34)"
1.15,"(9, 27)"
1.15,"(9, 35)"
1.15,"(10, 27)"
1.15,"(10, 35)"
1.15,"(11, 27)"
1.15,"(11, 35)"
1.15,"(12, 27)"
1.15,"(12, 35)"
1.15,"(13, 27)"
1.15,"(13, 35)"
1.15,"(14, 27)"
1.15,"(14, 35)"
1.15,"(15, 27)"
1.15,"(15, 35)"
1.15,"(16, 27)"
1.15,"(16, 35)"
1.15,"(17, 27)"
1.15,"(17, 35)"
1.15,"(18, 27)"
1.15,"(18, 35)"
1.15,"(19, 27)"
1.15,"(19, 35)"
1.15,"(20, 27)"
1.15,"(20, 35)"
1.15,"(21, 27)"
1.15,"(21, 35)"
1.15,"(22, 27)"
1.15,"(22, 35)"
1.15,"(23, 27)"
1.15,"(23, 35)"
1.15,"(24, 27)"
1.15,"(24, 35)"
1.15,"(25, 27)"
1.15,"(25, 35)"
1.15,"(26, 27)"
1.15,"(26, 35)"
1.15,"(27, 27)"
1.15,"(27, 35)"
1.15,"(28, 27)"
1.15,"(28, 35)"
1.15,"(29, 27)"
1.15,"(29, 35)"
1.15,"(30, 27)"
1.15,"(30, 35)"
1.15,"(31, 27)"
1.15,"(31, 35)"
1.2,"(9, 26)"
1.2,"(9, 36)"
1.2,"(10, 26)"
1.2,"(10, 36)"
1.2,"(11, 26)"
1.2,"(11, 36)"
1.2,"(12, 26)"
1.2,"(12, 36)"
1.2,"(13, 26)"
1.2,"(13, 36)"
1.2,"(14, 26)"
1.2,"(14, 36)"
1.2,"(15, 26)"
1.2,"(15, 36)"
1.2,"(16, 26)"
1.2,"(16, 36)"
1.2,"(17, 26)"
1.2,"(17, 36)"
1.2,"(18, 26)"
1.2,"(18, 36)"
1.2,"(19, 26)"
1.2,"(19, 36)"
1.2,"(20, 26)"
1.2,"(20, 36)"
1.2,"(21, 26)"
1.2,"(21, 36)"
1.2,"(22, 26)"
1.2,"(22, 36)"
1.2,"(23, 26)"
1.2,"(23, 36)"
1.2,"(24, 26)"
1.2,"(24, 36)"
1.2,"(25, 26)"
1.2,"(25, 36)"
1.2,"(26, 26)"
1.2,"(26, 36)"
1.2,"(27, 26)"
1.2,"(27, 36)"
1.2,"(28, 26)"
1.2,"(28, 36)"
1.2,"(29, 26)"
1.2,"(29, 36)"
1.2,"(30, 26)"
1.2,"(30, 36)"
1.2,"(31, 26)"
1.2,"(31, 36)"
1.24,"(9, 25)"
1.24,"(9, 37)"
1.24,"(10, 25)"
1.24,"(10, 37)"
1.24,"(11, 25)"
1.24,"(11, 37)"
1.24,"(12, 25)"
1.24,"(12, 37)"
1.24,"(13, 25)"
1.24,"(13, 37)"
1.24,"(14, 25)"
1.24,"(14, 37)"
1.24,"(15, 25)"
1.24,"(15, 37)"
1.24,"(16, 25)"
1.24,"(16, 37)"
1.24,"(17, 25)"
1.24,"(17, 37)"
1.24,"(18, 25)"
1.24,"(18, 37)"
1.24,"(19, 25)"
1.24,"(19, 37)"
1.24,"(20, 25)"
1.24,"(20, 37)"
1.24,"(21, 25)"
1.24,"(21, 37)"
1.24,"(22, 25)"
1.24,"(22, 37)"
1.24,"(23, 25)"
1.24,"(23, 37)"
1.24,"(24, 25)"
1.24,"(24, 37)"
1.24,"(25, 25)"
1.24,"(25, 37)"
1.24,"(26, 25)"
1.24,"(26, 37)"
1.24,"(27, 25)"
1.24,"(27, 37)"
1.24,"(28, 25)"
1.24,"(28, 37)"
1.24,"(29, 25)"
1.24,"(29, 37)"
1.24,"(30, 25)"
1.24,"(30, 37)"
1.24,"(31, 25)"
1.24,"(31, 37)"
1.29,"(9, 24)"
1.29,"(9, 38)"
1.29,"(10, 24)"
1.29,"(10, 38)"
1.29,"(11, 24)"
1.29,"(11, 38)"
1.29,"(12, 24)"
1.29,"(12, 38)"
1.29,"(13, 24)"
1.29,"(13, 38)"
1.29,"(14, 24)"
1.29,"(14, 38)"
1.29,"(15, 24)"
1.29,"(15, 38)"
1.29,"(16, 24)"
1.29,"(16, 38)"
1.29,"(17, 24)"
1.29,"(17, 38)"
1.29,"(18, 24)"
1.29,"(18, 38)"
1.29,"(19, 24)"
1.29,"(19, 38)"
1.29,"(20, 24)"
1.29,"(20, 38)"
1.29,"(21, 24)"
1.29,"(21, 38)"
1.29,"(22, 24)"
1.29,"(22, 38)"
