deviation_factor,midpoint
1.0,"(3, 4)"
1.0,"(3, 5)"
1.0,"(3, 6)"
1.0,"(4, 4)"
1.0,"(4, 5)"
1.0,"(4, 6)"
1.0,"(5, 4)"
1.0,"(5, 5)"
1.0,"(5, 6)"
1.0,"(6, 4)"
1.0,"(6, 5)"
1.0,"(6, 6)"
1.0,"(7, 4)"
1.0,"(7, 5)"
1.0,"(7, 6)"
1.18,"(3, 3)"
1.18,"(3, 7)"
1.18,"(4, 3)"
1.18,"(4, 7)"
1.18,"(5, 3)"
1.18,"(5, 7)"
1.18,"(6, 3)"
1.18,"(6, 7)"
1.18,"(7, 3)"
1.18,"(7, 7)"
1.36,"(3, 2)"
1.36,"(3, 8)"
1.36,"(4, 2)"
1.36,"(4, 8)"
1.36,"(5, 2)"
1.36,"(5, 8)"
1.36,"(6, 2)"
1.36,"(6, 8)"
1.36,"(7, 2)"
1.36,"(7, 8)"
1.55,"(3, 1)"
1.55,"(3, 9)"
1.55,"(4, 1)"
1.55,"(4, 9)"
1.55,"(5, 1)"
1.55,"(5, 9)"
1.55,"(6, 1)"
1.55,"(6, 9)"
1.55,"(7, 1)"
1.55,"(7, 9)"
