deviation_factor,midpoint
1.0,"(9, 26)"
1.0,"(9, 27)"
1.0,"(9, 28)"
1.0,"(10, 26)"
1.0,"(10, 27)"
1.0,"(10, 28)"
1.0,"(11, 26)"
1.0,"(11, 27)"
1.0,"(11, 28)"
1.0,"(12, 26)"
1.0,"(12, 27)"
1.0,"(12, 28)"
1.0,"(13, 26)"
1.0,"(13, 27)"
1.0,"(13, 28)"
1.0,"(14, 26)"
1.0,"(14, 27)"
1.0,"(14, 28)"
1.0,"(15, 26)"
1.0,"(15, 27)"
1.0,"(15, 28)"
1.0,"(16, 26)"
1.0,"(16, 27)"
1.0,"(16, 28)"
1.0,"(17, 26)"
1.0,"(17, 27)"
1.0,"(17, 28)"
1.0,"(18, 26)"
1.0,"(18, 27)"
1.0,"(18, 28)"
1.0,"(19, 26)"
1.0,"(19, 27)"
1.0,"(19, 28)"
1.0,"(20, 26)"
1.0,"(20, 27)"
1.0,"(20, 28)"
1.0,"(21, 26)"
1.0,"(21, 27)"
1.0,"(21, 28)"
1.0,"(22, 26)"
1.0,"(22, 27)"
1.0,"(22, 28)"
1.0,"(23, 26)"
1.0,"(23, 27)"
1.0,"(23, 28)"
1.0,"(24, 26)"
1.0,"(24, 27)"
1.0,"(24, 28)"
1.0,"(25, 26)"
1.0,"(25, 27)"
1.0,"(25, 28)"
1.0,"(26, 26)"
1.0,"(26, 27)"
1.0,"(26, 28)"
1.0,"(27, 26)"
1.0,"(27, 27)"
1.0,"(27, 28)"
1.0,"(28, 26)"
1.0,"(28, 27)"
1.0,"(28, 28)"
1.0,"(29, 26)"
1.0,"(29, 27)"
1.0,"(29, 28)"
1.0,"(30, 26)"
1.0,"(30, 27)"
1.0,"(30, 28)"
1.0,"(31, 26)"
1.0,"(31, 27)"
1.0,"(31, 28)"
1.05,"(9, 25)"
1.05,"(9, 29)"
1.05,"(10, 25)"
1.05,"(10, 29)"
1.05,"(11, 25)"
1.05,"(11, 29)"
1.05,"(12, 25)"
1.05,"(12, 29)"
1.05,"(13, 25)"
1.05,"(13, 29)"
1.05,"(14, 25)"
1.05,"(14, 29)"
1.05,"(15, 25)"
1.05,"(15, 29)"
1.05,"(16, 25)"
1.05,"(16, 29)"
1.05,"(17, 25)"
1.05,"(17, 29)"
1.05,"(18, 25)"
1.05,"(18, 29)"
1.05,"(19, 25)"
1.05,"(19, 29)"
1.05,"(20, 25)"
1.05,"(20, 29)"
1.05,"(21, 25)"
1.05,"(21, 29)"
1.05,"(22, 25)"
1.05,"(22, 29)"
1.05,"(23, 25)"
1.05,"(23, 29)"
1.05,"(24, 25)"
1.05,"(24, 29)"
1.05,"(25, 25)"
1.05,"(25, 29)"
1.05,"(26, 25)"
1.05,"(26, 29)"
1.05,"(27, 25)"
1.05,"(27, 29)"
1.05,"(28, 25)"
1.05,"(28, 29)"
1.05,"(29, 25)"
1.05,"(29, 29)"
1.05,"(30, 25)"
1.05,"(30, 29)"
1.05,"(31, 25)"
1.05,"(31, 29)"
1.1,"(9, 24)"
1.1,"(9, 30)"
1.1,"(10, 24)"
1.1,"(10, 30)"
1.1,"(11, 24)"
1.1,"(11, 30)"
1.1,"(12, 24)"
1.1,"(12, 30)"
1.1,"(13, 24)"
1.1,"(13, 30)"
1.1,"(14, 24)"
1.1,"(14, 30)"
1.1,"(15, 24)"
1.1,"(15, 30)"
1.1,"(16, 24)"
1.1,"(16, 30)"
1.1,"(17, 24)"
1.1,"(17, 30)"
1.1,"(18, 24)"
1.1,"(18, 30)"
1.1,"(19, 24)"
1.1,"(19, 30)"
1.1,"(20, 24)"
1.1,"(20, 30)"
1.1,"(21, 24)"
1.1,"(21, 30)"
1.1,"(22, 24)"
1.1,"(22, 30)"
1.1,"(23, 24)"
1.1,"(23, 30)"
1.1,"(24, 24)"
1.1,"(24, 30)"
1.1,"(25, 24)"
1.1,"(25, 30)"
1.1,"(26, 24)"
1.1,"(26, 30)"
1.1,"(27, 24)"
1.1,"(27, 30)"
1.1,"(28, 24)"
1.1,"(28, 30)"
1.1,"(29, 24)"
1.1,"(29, 30)"
1.1,"(30, 24)"
1.1,"(30, 30)"
1.1,"(31, 24)"
1.1,"(31, 30)"
1.15,"(9, 23)"
1.15,"(9, 31)"
1.15,"(10, 23)"
1.15,"(10, 31)"
1.15,"(11, 23)"
1.15,"(11, 31)"
1.15,"(12, 23)"
1.15,"(12, 31)"
1.15,"(13, 23)"
1.15,"(13, 31)"
1.15,"(14, 23)"
1.15,"(14, 31)"
1.15,"(15, 23)"
1.15,"(15, 31)"
1.15,"(16, 23)"
1.15,"(16, 31)"
1.15,"(17, 23)"
1.15,"(17, 31)"
1.15,"(18, 23)"
1.15,"(18, 31)"
1.15,"(19, 23)"
1.15,"(19, 31)"
1.15,"(20, 23)"
1.15,"(20, 31)"
1.15,"(21, 23)"
1.15,"(21, 31)"
1.15,"(22, 23)"
1.15,"(22, 31)"
1.15,"(23, 23)"
1.15,"(23, 31)"
1.15,"(24, 23)"
1.15,"(24, 31)"
1.15,"(25, 23)"
1.15,"(25, 31)"
1.15,"(26, 23)"
1.15,"(26, 31)"
1.15,"(27, 23)"
1.15,"(27, 31)"
1.15,"(28, 23)"
1.15,"(28, 31)"
1.15,"(29, 23)"
1.15,"(29, 31)"
1.15,"(30, 23)"
1.15,"(30, 31)"
1.15,"(31, 23)"
1.15,"(31, 31)"
1.2,"(9, 22)"
1.2,"(9, 32)"
1.2,"(10, 22)"
1.2,"(10, 32)"
1.2,"(11, 22)"
1.2,"(11, 32)"
1.2,"(12, 22)"
1.2,"(12, 32)"
1.2,"(13, 22)"
1.2,"(13, 32)"
1.2,"(14, 22)"
1.2,"(14, 32)"
1.2,"(15, 22)"
1.2,"(15, 32)"
1.2,"(16, 22)"
1.2,"(16, 32)"
1.2,"(17, 22)"
1.2,"(17, 32)"
1.2,"(18, 22)"
1.2,"(18, 32)"
1.2,"(19, 22)"
1.2,"(19, 32)"
1.2,"(20, 22)"
1.2,"(20, 32)"
1.2,"(21, 22)"
1.2,"(21, 32)"
1.2,"(22, 22)"
1.2,"(22, 32)"
1.2,"(23, 22)"
1.2,"(23, 32)"
1.2,"(24, 22)"
1.2,"(24, 32)"
1.2,"(25, 22)"
1.2,"(25, 32)"
1.2,"(26, 22)"
1.2,"(26, 32)"
1.2,"(27, 22)"
1.2,"(27, 32)"
1.2,"(28, 22)"
1.2,"(28, 32)"
1.2,"(29, 22)"
1.2,"(29, 32)"
1.2,"(30, 22)"
1.2,"(30, 32)"
1.2,"(31, 22)"
1.2,"(31, 32)"
1.24,"(9, 21)"
1.24,"(9, 33)"
1.24,"(10, 21)"
1.24,"(10, 33)"
1.24,"(11, 21)"
1.24,"(11, 33)"
1.24,"(12, 21)"
1.24,"(12, 33)"
1.24,"(13, 21)"
1.24,"(13, 33)"
1.24,"(14, 21)"
1.24,"(14, 33)"
1.24,"(15, 21)"
1.24,"(15, 33)"
1.24,"(16, 21)"
1.24,"(16, 33)"
1.24,"(17, 21)"
1.24,"(17, 33)"
1.24,"(18, 21)"
1.24,"(18, 33)"
1.24,"(19, 21)"
1.24,"(19, 33)"
1.24,"(20, 21)"
1.24,"(20, 33)"
1.24,"(21, 21)"
1.24,"(21, 33)"
