deviation_factor,midpoint
1.0,"(9, 34)"
1.0,"(10, 34)"
1.0,"(11, 34)"
1.0,"(12, 34)"
1.0,"(13, 34)"
1.0,"(14, 34)"
1.0,"(15, 34)"
1.0,"(16, 34)"
1.0,"(17, 34)"
1.0,"(18, 34)"
1.0,"(19, 34)"
1.0,"(20, 34)"
1.0,"(21, 34)"
1.0,"(22, 34)"
1.0,"(23, 34)"
1.0,"(24, 34)"
1.0,"(25, 34)"
1.0,"(26, 34)"
1.0,"(27, 34)"
1.0,"(28, 34)"
1.0,"(29, 34)"
1.0,"(30, 34)"
1.0,"(31, 34)"
1.05,"(9, 33)"
1.05,"(9, 35)"
1.05,"(10, 33)"
1.05,"(10, 35)"
1.05,"(11, 33)"
1.05,"(11, 35)"
1.05,"(12, 33)"
1.05,"(12, 35)"
1.05,"(13, 33)"
1.05,"(13, 35)"
1.05,"(14, 33)"
1.05,"(14, 35)"
1.05,"(15, 33)"
1.05,"(15, 35)"
1.05,"(16, 33)"
1.05,"(16, 35)"
1.05,"(17, 33)"
1.05,"(17, 35)"
1.05,"(18, 33)"
1.05,"(18, 35)"
1.05,"(19, 33)"
1.05,"(19, 35)"
1.05,"(20, 33)"
1.05,"(20, 35)"
1.05,"(21, 33)"
1.05,"(21, 35)"
1.05,"(22, 33)"
1.05,"(22, 35)"
1.05,"(23, 33)"
1.05,"(23, 35)"
1.05,"(24, 33)"
1.05,"(24, 35)"
1.05,"(25, 33)"
1.05,"(25, 35)"
1.05,"(26, 33)"
1.05,"(26, 35)"
1.05,"(27, 33)"
1.05,"(27, 35)"
1.05,"(28, 33)"
1.05,"(28, 35)"
1.05,"(29, 33)"
1.05,"(29, 35)"
1.05,"(30, 33)"
1.05,"(30, 35)"
1.05,"(31, 33)"
1.05,"(31, 35)"
1.1,"(9, 32)"
1.1,"(9, 36)"
1.1,"(10, 32)"
1.1,"(10, 36)"
1.1,"(11, 32)"
1.1,"(11, 36)"
1.1,"(12, 32)"
1.1,"(12, 36)"
1.1,"(13, 32)"
1.1,"(13, 36)"
1.1,"(14, 32)"
1.1,"(14, 36)"
1.1,"(15, 32)"
1.1,"(15, 36)"
1.1,"(16, 32)"
1.1,"(16, 36)"
1.1,"(17, 32)"
1.1,"(17, 36)"
1.1,"(18, 32)"
1.1,"(18, 36)"
1.1,"(19, 32)"
1.1,"(19, 36)"
1.1,"(20, 32)"
1.1,"(20, 36)"
1.1,"(21, 32)"
1.1,"(21, 36)"
1.1,"(22, 32)"
1.1,"(22, 36)"
1.1,"(23, 32)"
1.1,"(23, 36)"
1.1,"(24, 32)"
1.1,"(24, 36)"
1.1,"(25, 32)"
1.1,"(25, 36)"
1.1,"(26, 32)"
1.1,"(26, 36)"
1.1,"(27, 32)"
1.1,"(27, 36)"
1.1,"(28, 32)"
1.1,"(28, 36)"
1.1,"(29, 32)"
1.1,"(29, 36)"
1.1,"(30, 32)"
1.1,"(30, 36)"
1.1,"(31, 32)"
1.1,"(31, 36)"
1.15,"(9, 31)"
1.15,"(9, 37)"
1.15,"(10, 31)"
1.15,"(10, 37)"
1.15,"(11, 31)"
1.15,"(11, 37)"
1.15,"(12, 31)"
1.15,"(12, 37)"
1.15,"(13, 31)"
1.15,"(13, 37)"
1.15,"(14, 31)"
1.15,"(14, 37)"
1.15,"(15, 31)"
1.15,"(15, 37)"
1.15,"(16, 31)"
1.15,"(16, 37)"
1.15,"(17, 31)"
1.15,"(17, 37)"
1.15,"(18, 31)"
1.15,"(18, 37)"
1.15,"(19, 31)"
1.15,"(19, 37)"
1.15,"(20, 31)"
1.15,"(20, 37)"
1.15,"(21, 31)"
1.15,"(21, 37)"
1.15,"(22, 31)"
1.15,"(22, 37)"
1.15,"(23, 31)"
1.15,"(23, 37)"
1.15,"(24, 31)"
1.15,"(24, 37)"
1.15,"(25, 31)"
1.15,"(25, 37)"
1.15,"(26, 31)"
1.15,"(26, 37)"
1.15,"(27, 31)"
1.15,"(27, 37)"
1.15,"(28, 31)"
1.15,"(28, 37)"
1.15,"(29, 31)"
1.15,"(29, 37)"
1.15,"(30, 31)"
1.15,"(30, 37)"
1.15,"(31, 31)"
1.15,"(31, 37)"
1.21,"(9, 30)"
1.21,"(9, 38)"
1.21,"(10, 30)"
1.21,"(10, 38)"
1.21,"(11, 30)"
1.21,"(11, 38)"
1.21,"(12, 30)"
1.21,"(12, 38)"
1.21,"(13, 30)"
1.21,"(13, 38)"
1.21,"(14, 30)"
1.21,"(14, 38)"
1.21,"(15, 30)"
1.21,"(15, 38)"
1.21,"(16, 30)"
1.21,"(16, 38)"
1.21,"(17, 30)"
1.21,"(17, 38)"
1.21,"(18, 30)"
1.21,"(18, 38)"
1.21,"(19, 30)"
1.21,"(19, 38)"
1.21,"(20, 30)"
1.21,"(20, 38)"
