deviation_factor,midpoint
1.0,"(9, 22)"
1.0,"(10, 22)"
1.0,"(11, 22)"
1.0,"(12, 22)"
1.0,"(13, 22)"
1.0,"(14, 22)"
1.0,"(15, 22)"
1.0,"(16, 22)"
1.0,"(17, 22)"
1.0,"(18, 22)"
1.0,"(19, 22)"
1.0,"(20, 22)"
1.0,"(21, 22)"
1.0,"(22, 22)"
1.0,"(23, 22)"
1.0,"(24, 22)"
1.0,"(25, 22)"
1.0,"(26, 22)"
1.0,"(27, 22)"
1.0,"(28, 22)"
1.0,"(29, 22)"
1.0,"(30, 22)"
1.0,"(31, 22)"
1.05,"(9, 21)"
1.05,"(9, 23)"
1.05,"(10, 21)"
1.05,"(10, 23)"
1.05,"(11, 21)"
1.05,"(11, 23)"
1.05,"(12, 21)"
1.05,"(12, 23)"
1.05,"(13, 21)"
1.05,"(13, 23)"
1.05,"(14, 21)"
1.05,"(14, 23)"
1.05,"(15, 21)"
1.05,"(15, 23)"
1.05,"(16, 21)"
1.05,"(16, 23)"
1.05,"(17, 21)"
1.05,"(17, 23)"
1.05,"(18, 21)"
1.05,"(18, 23)"
1.05,"(19, 21)"
1.05,"(19, 23)"
1.05,"(20, 21)"
1.05,"(20, 23)"
1.05,"(21, 21)"
1.05,"(21, 23)"
1.05,"(22, 21)"
1.05,"(22, 23)"
1.05,"(23, 21)"
1.05,"(23, 23)"
1.05,"(24, 21)"
1.05,"(24, 23)"
1.05,"(25, 21)"
1.05,"(25, 23)"
1.05,"(26, 21)"
1.05,"(26, 23)"
1.05,"(27, 21)"
1.05,"(27, 23)"
1.05,"(28, 21)"
1.05,"(28, 23)"
1.05,"(29, 21)"
1.05,"(29, 23)"
1.05,"(30, 21)"
1.05,"(30, 23)"
1.05,"(31, 21)"
1.05,"(31, 23)"
1.1,"(9, 20)"
1.1,"(9, 24)"
1.1,"(10, 20)"
1.1,"(10, 24)"
1.1,"(11, 20)"
1.1,"(11, 24)"
1.1,"(12, 20)"
1.1,"(12, 24)"
1.1,"(13, 20)"
1.1,"(13, 24)"
1.1,"(14, 20)"
1.1,"(14, 24)"
1.1,"(15, 20)"
1.1,"(15, 24)"
1.1,"(16, 20)"
1.1,"(16, 24)"
1.1,"(17, 20)"
1.1,"(17, 24)"
1.1,"(18, 20)"
1.1,"(18, 24)"
1.1,"(19, 20)"
1.1,"(19, 24)"
1.1,"(20, 20)"
1.1,"(20, 24)"
1.1,"(21, 20)"
1.1,"(21, 24)"
1.1,"(22, 20)"
1.1,"(22, 24)"
1.1,"(23, 20)"
1.1,"(23, 24)"
1.1,"(24, 20)"
1.1,"(24, 24)"
1.1,"(25, 20)"
1.1,"(25, 24)"
1.1,"(26, 20)"
1.1,"(26, 24)"
1.1,"(27, 20)"
1.1,"(27, 24)"
1.1,"(28, 20)"
1.1,"(28, 24)"
1.1,"(29, 20)"
1.1,"(29, 24)"
1.1,"(30, 20)"
1.1,"(30, 24)"
1.1,"(31, 20)"
1.1,"(31, 24)"
1.15,"(9, 19)"
1.15,"(9, 25)"
1.15,"(10, 19)"
1.15,"(10, 25)"
1.15,"(11, 19)"
1.15,"(11, 25)"
1.15,"(12, 19)"
1.15,"(12, 25)"
1.15,"(13, 19)"
1.15,"(13, 25)"
