deviation_factor,midpoint
1.0,"(9, 26)"
1.0,"(10, 26)"
1.0,"(11, 26)"
1.0,"(12, 26)"
1.0,"(13, 26)"
1.0,"(14, 26)"
1.0,"(15, 26)"
1.0,"(16, 26)"
1.0,"(17, 26)"
1.0,"(18, 26)"
1.0,"(19, 26)"
1.0,"(20, 26)"
1.0,"(21, 26)"
1.0,"(22, 26)"
1.0,"(23, 26)"
1.0,"(24, 26)"
1.0,"(25, 26)"
1.0,"(26, 26)"
1.0,"(27, 26)"
1.0,"(28, 26)"
1.0,"(29, 26)"
1.0,"(30, 26)"
1.0,"(31, 26)"
1.05,"(9, 25)"
1.05,"(9, 27)"
1.05,"(10, 25)"
1.05,"(10, 27)"
1.05,"(11, 25)"
1.05,"(11, 27)"
1.05,"(12, 25)"
1.05,"(12, 27)"
1.05,"(13, 25)"
1.05,"(13, 27)"
1.05,"(14, 25)"
1.05,"(14, 27)"
1.05,"(15, 25)"
1.05,"(15, 27)"
1.05,"(16, 25)"
1.05,"(16, 27)"
1.05,"(17, 25)"
1.05,"(17, 27)"
1.05,"(18, 25)"
1.05,"(18, 27)"
1.05,"(19, 25)"
1.05,"(19, 27)"
1.05,"(20, 25)"
1.05,"(20, 27)"
1.05,"(21, 25)"
1.05,"(21, 27)"
1.05,"(22, 25)"
1.05,"(22, 27)"
1.05,"(23, 25)"
1.05,"(23, 27)"
1.05,"(24, 25)"
1.05,"(24, 27)"
1.05,"(25, 25)"
1.05,"(25, 27)"
1.05,"(26, 25)"
1.05,"(26, 27)"
1.05,"(27, 25)"
1.05,"(27, 27)"
1.05,"(28, 25)"
1.05,"(28, 27)"
1.05,"(29, 25)"
1.05,"(29, 27)"
1.05,"(30, 25)"
1.05,"(30, 27)"
1.05,"(31, 25)"
1.05,"(31, 27)"
1.1,"(9, 24)"
1.1,"(9, 28)"
1.1,"(10, 24)"
1.1,"(10, 28)"
1.1,"(11, 24)"
1.1,"(11, 28)"
1.1,"(12, 24)"
1.1,"(12, 28)"
1.1,"(13, 24)"
1.1,"(13, 28)"
1.1,"(14, 24)"
1.1,"(14, 28)"
1.1,"(15, 24)"
1.1,"(15, 28)"
1.1,"(16, 24)"
1.1,"(16, 28)"
1.1,"(17, 24)"
1.1,"(17, 28)"
1.1,"(18, 24)"
1.1,"(18, 28)"
1.1,"(19, 24)"
1.1,"(19, 28)"
1.1,"(20, 24)"
1.1,"(20, 28)"
1.1,"(21, 24)"
1.1,"(21, 28)"
1.1,"(22, 24)"
1.1,"(22, 28)"
1.1,"(23, 24)"
1.1,"(23, 28)"
1.1,"(24, 24)"
1.1,"(24, 28)"
1.1,"(25, 24)"
1.1,"(25, 28)"
1.1,"(26, 24)"
1.1,"(26, 28)"
1.1,"(27, 24)"
1.1,"(27, 28)"
1.1,"(28, 24)"
1.1,"(28, 28)"
1.1,"(29, 24)"
1.1,"(29, 28)"
1.1,"(30, 24)"
1.1,"(30, 28)"
1.1,"(31, 24)"
1.1,"(31, 28)"
1.15,"(9, 23)"
1.15,"(9, 29)"
1.15,"(10, 23)"
1.15,"(10, 29)"
1.15,"(11, 23)"
1.15,"(11, 29)"
1.15,"(12, 23)"
1.15,"(12, 29)"
1.15,"(13, 23)"
1.15,"(13, 29)"
1.15,"(14, 23)"
1.15,"(14, 29)"
1.15,"(15, 23)"
1.15,"(15, 29)"
1.15,"(16, 23)"
1.15,"(16, 29)"
1.15,"(17, 23)"
1.15,"(17, 29)"
1.15,"(18, 23)"
1.15,"(18, 29)"
1.15,"(19, 23)"
1.15,"(19, 29)"
1.15,"(20, 23)"
1.15,"(20, 29)"
1.15,"(21, 23)"
1.15,"(21, 29)"
1.15,"(22, 23)"
1.15,"(22, 29)"
1.15,"(23, 23)"
1.15,"(23, 29)"
1.15,"(24, 23)"
1.15,"(24, 29)"
1.15,"(25, 23)"
1.15,"(25, 29)"
1.15,"(26, 23)"
1.15,"(26, 29)"
1.15,"(27, 23)"
1.15,"(27, 29)"
1.15,"(28, 23)"
1.15,"(28, 29)"
1.15,"(29, 23)"
1.15,"(29, 29)"
1.15,"(30, 23)"
1.15,"(30, 29)"
1.15,"(31, 23)"
1.15,"(31, 29)"
1.21,"(9, 22)"
1.21,"(9, 30)"
1.21,"(10, 22)"
1.21,"(10, 30)"
1.21,"(11, 22)"
1.21,"(11, 30)"
1.21,"(12, 22)"
1.21,"(12, 30)"
1.21,"(13, 22)"
1.21,"(13, 30)"
1.21,"(14, 22)"
1.21,"(14, 30)"
1.21,"(15, 22)"
1.21,"(15, 30)"
1.21,"(16, 22)"
1.21,"(16, 30)"
1.21,"(17, 22)"
1.21,"(17, 30)"
1.21,"(18, 22)"
1.21,"(18, 30)"
1.21,"(19, 22)"
1.21,"(19, 30)"
1.21,"(20, 22)"
1.21,"(20, 30)"
1.21,"(21, 22)"
1.21,"(21, 30)"
1.21,"(22, 22)"
1.21,"(22, 30)"
1.21,"(23, 22)"
1.21,"(23, 30)"
1.21,"(24, 22)"
1.21,"(24, 30)"
1.21,"(25, 22)"
1.21,"(25, 30)"
1.21,"(26, 22)"
1.21,"(26, 30)"
1.21,"(27, 22)"
1.21,"(27, 30)"
1.21,"(28, 22)"
1.21,"(28, 30)"
1.21,"(29, 22)"
1.21,"(29, 30)"
1.21,"(30, 22)"
1.21,"(30, 30)"
1.21,"(31, 22)"
1.21,"(31, 30)"
1.26,"(9, 21)"
1.26,"(9, 31)"
1.26,"(10, 21)"
1.26,"(10, 31)"
1.26,"(11, 21)"
1.26,"(11, 31)"
1.26,"(12, 21)"
1.26,"(12, 31)"
1.26,"(13, 21)"
1.26,"(13, 31)"
1.26,"(14, 21)"
1.26,"(14, 31)"
1.26,"(15, 21)"
1.26,"(15, 31)"
1.26,"(16, 21)"
1.26,"(16, 31)"
1.26,"(17, 21)"
1.26,"(17, 31)"
1.26,"(18, 21)"
1.26,"(18, 31)"
1.26,"(19, 21)"
1.26,"(19, 31)"
1.26,"(20, 21)"
1.26,"(20, 31)"
1.26,"(21, 21)"
1.26,"(21, 31)"
1.26,"(22, 21)"
1.26,"(22, 31)"
1.26,"(23, 21)"
1.26,"(23, 31)"
1.26,"(24, 21)"
1.26,"(24, 31)"
1.26,"(25, 21)"
1.26,"(25, 31)"
1.26,"(26, 21)"
1.26,"(26, 31)"
1.26,"(27, 21)"
1.26,"(27, 31)"
1.26,"(28, 21)"
1.26,"(28, 31)"
1.26,"(29, 21)"
1.26,"(29, 31)"
1.26,"(30, 21)"
1.26,"(30, 31)"
1.26,"(31, 21)"
1.26,"(31, 31)"
1.31,"(9, 20)"
1.31,"(9, 32)"
1.31,"(10, 20)"
1.31,"(10, 32)"
1.31,"(11, 20)"
1.31,"(11, 32)"
1.31,"(12, 20)"
1.31,"(12, 32)"
1.31,"(13, 20)"
1.31,"(13, 32)"
1.31,"(14, 20)"
1.31,"(14, 32)"
1.31,"(15, 20)"
1.31,"(15, 32)"
1.31,"(16, 20)"
1.31,"(16, 32)"
1.31,"(17, 20)"
1.31,"(17, 32)"
1.31,"(18, 20)"
1.31,"(18, 32)"
1.31,"(19, 20)"
1.31,"(19, 32)"
1.31,"(20, 20)"
1.31,"(20, 32)"
1.31,"(21, 20)"
1.31,"(21, 32)"
1.31,"(22, 20)"
1.31,"(22, 32)"
1.31,"(23, 20)"
1.31,"(23, 32)"
1.31,"(24, 20)"
1.31,"(24, 32)"
1.31,"(25, 20)"
1.31,"(25, 32)"
1.31,"(26, 20)"
1.31,"(26, 32)"
1.31,"(27, 20)"
1.31,"(27, 32)"
1.31,"(28, 20)"
1.31,"(28, 32)"
1.31,"(29, 20)"
1.31,"(29, 32)"
1.31,"(30, 20)"
1.31,"(30, 32)"
1.31,"(31, 20)"
1.31,"(31, 32)"
1.36,"(9, 19)"
1.36,"(9, 33)"
1.36,"(10, 19)"
1.36,"(10, 33)"
1.36,"(11, 19)"
1.36,"(11, 33)"
1.36,"(12, 19)"
