y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60,y_61,x_61,y_62,x_62,y_63,x_63,y_64,x_64,y_65,x_65,y_66,x_66,y_67,x_67,y_68,x_68,y_69,x_69,y_70,x_70,y_71,x_71,y_72,x_72,y_73,x_73,y_74,x_74,y_75,x_75,y_76,x_76
39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,24,11,23,11,22,11,22,12,22,13,22,14,22,15,21,15,20,15,20,16,19,16,18,16,17,16,16,16,15,16,15,17,15,18,14,18,14,19,13,19,12,19,11,19,10,19,10,20,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,34,11,33,11,32,11,31,11,31,12,31,13,30,13,29,13,28,13,28,14,28,15,28,16,27,16,27,17,26,17,25,17,24,17,23,17,22,17,22,18,22,19,22,20,21,20,20,20,20,21,20,22,19,22,18,22,18,21,18,20,17,20,16,20,15,20,14,20,13,20,12,20,11,20,10,20,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,34,11,34,12,33,12,32,12,31,12,31,13,30,13,29,13,28,13,28,14,27,14,26,14,25,14,25,15,24,15,23,15,22,15,22,16,21,16,20,16,20,17,19,17,19,18,19,19,18,19,17,19,16,19,15,19,14,19,13,19,12,19,11,19,10,19,10,20,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,21,10,20,10,19,10,18,10,17,10,16,10,15,10,14,10,14,11,14,12,13,12,13,13,13,14,12,14,11,14,11,15,10,15,10,16,10,17,10,18,10,19,9,19,8,19,7,19,6,19,5,19,4,19,4,20,3,20,2,20,1,20,0,20
39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,35,11,34,11,33,11,32,11,32,12,31,12,30,12,29,12,29,13,29,14,28,14,28,15,27,15,27,16,27,17,27,18,26,18,25,18,25,19,25,20,24,20,24,21,24,22,23,22,22,22,21,22,21,23,20,23,20,22,19,22,18,22,17,22,16,22,15,22,14,22,13,22,12,22,12,21,11,21,10,21,9,21,8,21,7,21,6,21,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,31,10,30,10,29,10,28,10,27,10,26,10,25,10,24,10,23,10,22,10,21,10,20,10,20,9,19,9,18,9,17,9,17,8,16,8,16,7,15,7,14,7,14,6,14,5,14,4,13,4,13,5,12,5,12,6,12,7,12,8,12,9,12,10,11,10,10,10,9,10,8,10,8,11,8,12,8,13,8,14,8,15,7,15,7,16,6,16,6,17,6,18,6,19,5,19,5,20,4,20,3,20,2,20,1,20,0,20
39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,35,11,34,11,34,12,34,13,33,13,33,14,32,14,31,14,31,15,31,16,31,17,30,17,30,18,29,18,29,19,29,20,28,20,28,21,27,21,27,22,27,23,27,24,26,24,26,25,26,26,26,27,26,28,26,29,26,30,25,30,25,31,24,31,23,31,23,32,23,31,23,30,22,30,21,30,20,30,20,29,20,28,19,28,18,28,17,28,17,27,16,27,16,26,16,25,16,24,16,23,16,22,15,22,14,22,13,22,13,21,12,21,11,21,10,21,9,21,8,21,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,32,10,32,11,31,11,30,11,30,12,30,13,30,14,30,15,29,15,28,15,27,15,27,16,26,16,25,16,24,16,24,17,23,17,22,17,21,17,20,17,20,18,19,18,19,19,18,19,17,19,16,19,15,19,14,19,13,19,12,19,11,19,11,20,10,20,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,38,10,38,11,37,11,37,12,37,13,37,14,36,14,35,14,34,14,33,14,32,14,31,14,30,14,30,15,30,16,30,17,29,17,28,17,27,17,26,17,25,17,25,18,24,18,23,18,22,18,21,18,21,19,21,20,20,20,19,20,18,20,17,20,16,20,16,21,15,21,14,21,13,21,12,21,11,21,10,21,9,21,8,21,7,21,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,38,10,38,11,37,11,36,11,35,11,35,12,35,13,34,13,34,14,33,14,33,15,33,16,33,17,33,18,33,19,33,20,32,20,32,21,32,22,32,23,32,24,31,24,31,23,30,23,29,23,28,23,27,23,26,23,25,23,25,22,24,22,23,22,22,22,21,22,20,22,20,21,19,21,18,21,17,21,16,21,15,21,14,21,13,21,12,21,12,20,11,20,10,20,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,38,10,37,10,36,10,35,10,34,10,33,10,33,9,32,9,31,9,30,9,29,9,28,9,27,9,26,9,25,9,25,8,24,8,23,8,22,8,21,8,20,8,19,8,19,9,19,10,18,10,17,10,16,10,15,10,14,10,14,11,13,11,12,11,12,12,11,12,11,13,10,13,9,13,9,14,9,15,9,16,8,16,8,17,7,17,7,18,7,19,6,19,5,19,4,19,3,19,3,20,2,20,1,20,0,20
39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,39,10,38,10,38,11,38,12,37,12,37,13,36,13,36,14,36,15,36,16,36,17,35,17,34,17,34,18,34,19,33,19,32,19,32,20,32,21,31,21,31,22,31,23,30,23,30,24,30,25,29,25,28,25,27,25,26,25,25,25,24,25,23,25,22,25,21,25,20,25,19,25,19,24,18,24,18,23,17,23,16,23,16,22,15,22,15,21,14,21,13,21,13,20,12,20,11,20,10,20,9,20,8,20,7,20,6,20,5,20,4,20,3,20,2,20,1,20,0,20
