y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60,y_61,x_61,y_62,x_62,y_63,x_63,y_64,x_64,y_65,x_65,y_66,x_66,y_67,x_67,y_68,x_68,y_69,x_69,y_70,x_70,y_71,x_71,y_72,x_72,y_73,x_73,y_74,x_74,y_75,x_75,y_76,x_76
39,30,39,30,38,30,38,29,38,28,38,27,37,27,36,27,36,26,35,26,35,25,35,24,35,23,34,23,34,22,34,21,34,20,34,19,33,19,33,18,33,17,33,16,32,16,32,15,32,14,31,14,31,13,31,12,31,11,31,10,31,9,31,8,31,7,31,6,31,5,31,4,31,3,30,3,29,3,28,3,27,3,27,4,26,4,25,4,24,4,23,4,23,5,22,5,21,5,20,5,19,5,18,5,18,6,18,7,17,7,17,8,16,8,15,8,15,9,15,10,14,10,13,10,12,10,11,10,10,10,9,10,9,11,8,11,7,11,6,11,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,36,29,36,28,35,28,35,27,34,27,34,26,33,26,32,26,31,26,31,25,30,25,29,25,28,25,28,24,27,24,26,24,26,23,26,22,26,21,25,21,25,20,25,19,24,19,24,18,23,18,23,17,23,16,23,15,22,15,21,15,20,15,19,15,18,15,18,14,17,14,17,13,16,13,15,13,14,13,13,13,12,13,11,13,10,13,9,13,8,13,7,13,6,13,5,13,4,13,3,13,3,12,2,12,1,12,0,12
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,37,29,36,29,35,29,34,29,33,29,32,29,31,29,30,29,29,29,28,29,28,28,27,28,26,28,25,28,25,27,24,27,23,27,22,27,21,27,20,27,19,27,18,27,17,27,16,27,15,27,14,27,13,27,12,27,12,26,12,25,12,24,12,23,12,22,11,22,11,21,11,20,10,20,10,19,10,18,9,18,8,18,8,17,8,16,8,15,7,15,6,15,6,14,6,13,5,13,4,13,3,13,2,13,1,13,1,12,0,12
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,37,29,36,29,35,29,34,29,33,29,32,29,31,29,30,29,30,28,30,27,30,26,29,26,28,26,27,26,27,25,27,24,26,24,25,24,25,23,24,23,23,23,22,23,22,22,21,22,21,21,21,20,20,20,19,20,19,19,19,18,19,17,18,17,17,17,16,17,15,17,15,16,14,16,14,15,13,15,12,15,12,14,11,14,10,14,9,14,8,14,7,14,6,14,5,14,5,13,4,13,3,13,2,13,1,13,1,12,0,12
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,21,29,20,29,19,29,18,29,17,29,16,29,15,29,14,29,13,29,12,29,12,28,12,27,12,26,12,25,12,24,11,24,10,24,9,24,9,23,9,22,9,21,8,21,8,20,8,19,8,18,8,17,7,17,7,16,7,15,7,14,7,13,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,32,29,31,29,30,29,29,29,28,29,27,29,26,29,25,29,25,28,24,28,24,27,23,27,23,26,23,25,22,25,21,25,20,25,20,24,20,23,20,22,20,21,19,21,19,20,19,19,18,19,17,19,17,18,17,17,17,16,16,16,15,16,15,15,15,14,14,14,13,14,12,14,12,13,11,13,10,13,9,13,8,13,7,13,7,12,6,12,5,12,4,12,3,12,2,12,1,12,0,12
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,17,30,16,30,15,30,15,29,15,28,15,27,15,26,15,25,14,25,13,25,12,25,12,24,12,23,12,22,11,22,11,21,10,21,9,21,9,20,9,19,9,18,9,17,9,16,9,15,8,15,8,14,7,14,7,13,6,13,5,13,4,13,4,12,3,12,2,12,1,12,0,12
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,17,30,16,30,15,30,14,30,13,30,12,30,12,29,12,28,12,27,12,26,12,25,12,24,12,23,12,22,11,22,11,21,11,20,10,20,9,20,8,20,7,20,6,20,6,19,5,19,4,19,4,18,4,17,4,16,4,15,4,14,4,13,3,13,3,12,2,12,1,12,0,12
39,30,39,30,38,30,37,30,36,30,35,30,35,29,34,29,34,28,33,28,32,28,32,27,32,26,31,26,31,25,30,25,30,24,29,24,28,24,27,24,27,23,27,22,26,22,25,22,24,22,24,21,24,20,23,20,23,19,23,18,23,17,23,16,23,15,23,14,22,14,21,14,20,14,19,14,19,13,19,12,19,11,18,11,18,10,18,9,17,9,17,8,17,7,17,6,17,5,17,4,17,3,16,3,16,4,16,5,15,5,14,5,13,5,12,5,12,6,12,7,11,7,11,8,11,9,11,10,10,10,9,10,8,10,8,11,7,11,6,11,5,11,5,12,4,12,3,12,2,12,1,12,0,12
39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,31,31,30,31,29,31,29,32,29,33,28,33,28,34,28,35,27,35,27,36,26,36,25,36,24,36,24,37,24,38,24,39,23,39,23,38,22,38,21,38,21,37,21,36,20,36,20,35,20,34,20,33,20,32,20,31,19,31,19,30,19,29,18,29,18,28,17,28,17,27,16,27,15,27,15,26,15,25,14,25,13,25,13,24,13,23,12,23,12,22,12,21,12,20,11,20,11,19,11,18,10,18,9,18,9,17,9,16,8,16,8,15,8,14,7,14,6,14,5,14,5,13,4,13,3,13,2,13,1,13,1,12,0,12
