y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60,y_61,x_61,y_62,x_62,y_63,x_63,y_64,x_64,y_65,x_65,y_66,x_66,y_67,x_67,y_68,x_68,y_69,x_69,y_70,x_70,y_71,x_71,y_72,x_72,y_73,x_73,y_74,x_74,y_75,x_75,y_76,x_76,y_77,x_77,y_78,x_78,y_79,x_79,y_80,x_80,y_81,x_81,y_82,x_82,y_83,x_83,y_84,x_84,y_85,x_85,y_86,x_86,y_87,x_87,y_88,x_88,y_89,x_89,y_90,x_90,y_91,x_91,y_92,x_92,y_93,x_93
39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,38,6,38,7,37,7,36,7,35,7,34,7,33,7,32,7,32,8,31,8,30,8,29,8,28,8,27,8,26,8,25,8,24,8,23,8,23,9,23,10,22,10,21,10,21,11,20,11,20,12,20,13,19,13,18,13,18,14,18,15,18,16,17,16,16,16,16,17,16,18,15,18,14,18,14,19,13,19,12,19,12,20,12,21,11,21,11,22,10,22,10,23,10,24,10,25,10,26,9,26,8,26,8,27,7,27,6,27,6,28,6,29,6,30,5,30,5,31,5,32,4,32,4,33,4,34,4,35,3,35,3,36,2,36,1,36,0,36
39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,38,6,37,6,37,7,36,7,35,7,35,8,35,9,35,10,35,11,35,12,34,12,33,12,32,12,31,12,31,13,31,14,31,15,31,16,31,17,30,17,29,17,29,18,29,19,29,20,29,21,28,21,28,22,28,23,27,23,27,24,27,25,26,25,26,26,26,27,25,27,24,27,23,27,22,27,21,27,20,27,19,27,19,28,19,29,19,30,18,30,17,30,17,31,16,31,16,32,16,33,15,33,14,33,13,33,12,33,11,33,10,33,9,33,9,34,9,35,9,36,8,36,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,38,6,37,6,36,6,35,6,34,6,33,6,32,6,31,6,31,7,31,8,30,8,30,9,29,9,29,10,28,10,27,10,27,11,26,11,25,11,25,12,24,12,23,12,22,12,22,13,21,13,20,13,20,14,19,14,19,15,18,15,18,16,18,17,18,18,17,18,16,18,16,19,15,19,14,19,14,20,14,21,13,21,13,22,12,22,12,23,12,24,11,24,11,25,10,25,10,26,9,26,9,27,9,28,8,28,8,29,8,30,7,30,7,31,7,32,7,33,6,33,5,33,5,34,5,35,5,36,4,36,3,36,2,36,1,36,0,36
39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,38,6,37,6,36,6,35,6,35,7,34,7,33,7,32,7,31,7,30,7,29,7,28,7,27,7,27,8,26,8,25,8,24,8,24,9,24,10,24,11,23,11,22,11,22,12,22,13,21,13,20,13,19,13,18,13,17,13,16,13,15,13,14,13,13,13,13,14,13,15,13,16,12,16,12,17,12,18,12,19,12,20,11,20,11,21,11,22,11,23,11,24,10,24,10,25,10,26,9,26,9,27,8,27,8,28,8,29,7,29,7,30,6,30,6,31,6,32,6,33,6,34,6,35,5,35,4,35,3,35,3,36,2,36,1,36,0,36
39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,38,6,37,6,36,6,35,6,35,7,35,8,34,8,33,8,33,9,32,9,31,9,30,9,30,10,29,10,29,11,29,12,29,13,29,14,29,15,28,15,28,16,27,16,27,17,27,18,26,18,25,18,24,18,24,19,24,20,24,21,23,21,22,21,22,22,22,23,21,23,20,23,20,24,19,24,18,24,17,24,17,25,16,25,15,25,15,26,14,26,14,27,14,28,13,28,12,28,12,29,11,29,10,29,10,30,10,31,10,32,9,32,8,32,7,32,7,33,7,34,7,35,7,36,6,36,5,36,4,36,3,36,2,36,1,36,0,36
39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,38,6,37,6,36,6,36,7,35,7,34,7,34,8,33,8,32,8,32,9,31,9,31,10,30,10,29,10,28,10,28,11,28,12,28,13,27,13,27,14,26,14,26,15,26,16,25,16,25,17,25,18,25,19,25,20,25,21,25,22,25,23,24,23,24,24,23,24,23,25,22,25,21,25,20,25,19,25,18,25,17,25,16,25,16,26,16,27,16,28,16,29,15,29,15,30,14,30,14,31,14,32,13,32,13,33,12,33,11,33,10,33,9,33,8,33,8,34,7,34,7,35,6,35,5,35,4,35,3,35,3,36,2,36,1,36,0,36
39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,38,6,38,7,38,8,38,9,37,9,36,9,35,9,34,9,34,10,34,11,33,11,33,12,32,12,31,12,31,13,31,14,30,14,30,15,29,15,28,15,27,15,27,16,26,16,25,16,25,17,24,17,23,17,23,18,23,19,22,19,22,20,21,20,21,21,21,22,21,23,20,23,19,23,19,24,18,24,18,25,18,26,17,26,17,27,16,27,15,27,15,28,14,28,14,29,14,30,13,30,12,30,11,30,11,31,11,32,10,32,10,33,9,33,8,33,7,33,6,33,5,33,5,34,4,34,4,35,4,36,3,36,2,36,1,36,0,36
39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,38,6,38,7,38,8,38,9,38,10,38,11,37,11,36,11,35,11,34,11,33,11,32,11,31,11,31,12,31,13,31,14,30,14,30,15,29,15,28,15,27,15,27,16,27,17,27,18,27,19,26,19,26,20,26,21,26,22,26,23,26,24,25,24,25,25,25,26,24,26,23,26,22,26,22,27,21,27,20,27,19,27,19,28,18,28,18,29,18,30,18,31,17,31,16,31,15,31,14,31,14,32,13,32,12,32,12,33,12,34,11,34,10,34,9,34,8,34,7,34,7,35,6,35,5,35,4,35,4,36,3,36,2,36,1,36,0,36
39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,38,6,37,6,36,6,35,6,34,6,33,6,32,6,32,5,31,5,31,4,30,4,29,4,28,4,27,4,26,4,25,4,24,4,23,4,22,4,22,3,21,3,20,3,20,2,19,2,18,2,17,2,16,2,16,1,15,1,14,1,13,1,12,1,11,1,10,1,9,1,9,2,9,3,9,4,9,5,9,6,9,7,9,8,9,9,9,10,9,11,9,12,8,12,8,13,8,14,8,15,8,16,8,17,8,18,8,19,8,20,8,21,7,21,7,22,6,22,5,22,5,23,5,24,5,25,5,26,5,27,4,27,4,28,4,29,4,30,4,31,4,32,4,33,4,34,3,34,3,35,3,36,2,36,1,36,0,36
39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,39,6,38,6,37,6,36,6,35,6,34,6,34,7,33,7,32,7,31,7,30,7,29,7,28,7,27,7,27,8,27,9,26,9,26,10,26,11,25,11,24,11,24,12,23,12,22,12,21,12,21,13,20,13,20,14,19,14,18,14,17,14,16,14,16,15,16,16,16,17,16,18,16,19,16,20,15,20,15,21,14,21,14,22,14,23,14,24,14,25,14,26,13,26,13,27,13,28,12,28,12,29,11,29,11,30,10,30,10,31,10,32,10,33,9,33,8,33,7,33,6,33,5,33,4,33,4,34,4,35,4,36,3,36,2,36,1,36,0,36
